Market,2025 Q2 EST,2025 Q3,2025 Q4,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2
Charlotte - NC,2858623.0,2868450.0,2878139.0,2887914.0,2897759.0,2907735.0,2917690.0,2927592.0,2937349.0,2947085.0,2956833.0,2966598.0,2976395.0,2986241.0,2996155.0,3006151.0,3016291.0,3026524.0,3036704.0,3046978.0,3057281.0,3067715.0,3078264.0,3088884.0,3099581.0,3110222.0,3120825.0,3131370.0,3141875.0,3152332.0,3162753.0,3173127.0,3183451.0,3193721.0,3203955.0,3214137.0,3224269.0,3234347.0,3244356.0,3254312.0,3264206.0
Chattanooga - TN,584537.75,585244.625,585991.8125,586722.4375,587442.375,588222.5,588991.8125,589751.5625,590496.875,591238.75,591975.8125,592713.375,593452.0,594191.75,594929.0,595667.5,596410.875,597157.5,597910.6875,598665.6875,599416.875,600172.9375,600934.8125,601704.5625,602481.875,603256.25,604034.4375,604812.0,605590.8125,606369.6875,607148.8125,607926.5,608703.4375,609478.875,610253.75,611027.375,611800.0,612571.4375,613339.1875,614104.9375,614868.75
Chicago - IL,9418673.0,9414232.0,9408893.0,9403350.0,9397464.0,9390845.0,9383275.0,9375494.0,9367157.0,9358704.0,9349897.0,9341101.0,9332404.0,9323824.0,9315181.0,9306750.0,9298746.0,9291026.0,9283222.0,9275691.0,9268220.0,9261113.0,9254645.0,9248645.0,9243172.0,9237771.0,9232492.0,9227320.0,9221929.0,9216648.0,9211469.0,9206396.0,9201417.0,9196527.0,9191719.0,9187007.0,9182389.0,9177844.0,9173376.0,9168986.0,9164661.0
Cincinnati - OH,2274535.0,2276717.0,2278743.0,2280644.0,2282464.0,2284224.0,2285928.0,2287571.0,2289092.0,2290569.0,2292015.0,2293444.0,2294876.0,2296314.0,2297751.0,2299210.0,2300735.0,2302295.0,2303891.0,2305522.0,2307149.0,2308828.0,2310534.0,2312298.0,2314117.0,2315914.0,2317720.0,2319510.0,2321287.0,2323051.0,2324813.0,2326559.0,2328288.0,2330000.0,2331699.0,2333389.0,2335058.0,2336709.0,2338351.0,2339972.0,2341573.0
Cleveland - OH,2061589.125,2060885.0,2059951.875,2058966.125,2057923.125,2056856.875,2055728.0,2054543.0,2053263.875,2051951.875,2050612.0,2049247.125,2047884.0,2046520.0,2045163.0,2043823.0,2042525.0,2041255.0,2040007.0,2038781.0,2037547.0,2036353.0,2035206.0,2034095.0,2033029.0,2031945.0,2030856.0,2029754.0,2028645.0,2027529.0,2026402.0,2025266.0,2024119.0,2022961.0,2021792.0,2020619.0,2019430.0,2018234.0,2017021.0,2015798.0,2014560.0
Colorado Springs - CO,782909.1875,784851.375,786755.6875,788658.0625,790568.8125,792436.25,794328.625,796227.1875,798129.5,800047.0,801995.1875,803961.125,805944.875,807946.4375,809983.5,812037.5,814113.25,816206.8125,818312.0625,820433.6875,822564.0,824713.375,826867.9375,829037.5,831218.875,833402.3125,835590.5625,837782.4375,839980.75,842184.0625,844389.6875,846598.375,848811.25,851028.0625,853244.0,855462.125,857684.0625,859908.0625,862127.9375,864349.5,866572.1875
Columbia - SC,864793.5625,865959.125,867278.375,868591.1875,869894.25,871335.875,872772.0,874198.1875,875603.0,877006.0,878406.3125,879812.0,881227.3125,882649.5,884073.1875,885506.25,886961.125,888428.125,889925.1875,891433.25,892941.25,894466.125,896024.5,897595.0,899178.125,900754.6875,902331.75,903905.5,905477.0,907047.5,908617.625,910185.5,911750.1875,913313.75,914877.625,916440.125,917999.875,919557.5,921108.1875,922655.875,924199.125
Columbus - OH,2226349.0,2232098.0,2237623.0,2243081.0,2248466.0,2253790.0,2259041.0,2264205.0,2269185.0,2274096.0,2278991.0,2283874.0,2288771.0,2293680.0,2298655.0,2303689.0,2308836.0,2314047.0,2319324.0,2324678.0,2330054.0,2335519.0,2341122.0,2346813.0,2352615.0,2358371.0,2364125.0,2369859.0,2375569.0,2381249.0,2386921.0,2392570.0,2398194.0,2403788.0,2409370.0,2414938.0,2420480.0,2425994.0,2431494.0,2436977.0,2442433.0
Corpus Christi - TX,451513.21875,451731.6875,451795.0,451929.59375,452061.625,452145.59375,452237.625,452336.21875,452411.40625,452480.40625,452551.5,452617.71875,452685.09375,452751.59375,452829.09375,452906.5,452989.6875,453073.6875,453169.5,453267.3125,453362.78125,453461.5,453564.3125,453685.59375,453809.5,453926.6875,454039.40625,454148.59375,454256.28125,454360.90625,454462.875,454560.6875,454655.90625,454748.6875,454837.59375,454922.90625,455005.625,455084.0,455158.28125,455228.21875,455293.78125
Dallas-Fort Worth - TX,8367915.0,8394419.0,8421144.0,8448483.0,8476508.0,8505020.0,8533881.0,8563286.0,8592575.0,8622071.0,8651620.0,8681188.0,8710882.0,8740634.0,8770667.0,8800987.0,8831841.0,8862924.0,8894479.0,8926391.0,8958417.0,8990771.0,9023739.0,9057298.0,9091387.0,9125341.0,9159476.0,9193678.0,9228010.0,9262309.0,9296812.0,9331411.0,9366115.0,9400812.0,9435684.0,9470657.0,9505722.0,9540744.0,9575939.0,9611229.0,9646581.0
Dayton - OH,814626.25,814610.75,814579.6875,814503.625,814401.4375,814319.5,814216.375,814095.0,813939.5,813772.8125,813596.625,813415.5625,813235.875,813058.6875,812884.875,812719.125,812571.125,812434.8125,812309.0,812193.5,812076.4375,811975.25,811893.1875,811826.1875,811776.5,811721.375,811664.8125,811605.125,811542.8125,811479.0,811411.9375,811341.8125,811268.1875,811191.6875,811111.875,811030.0,810943.4375,810853.8125,810759.25,810660.125,810556.1875
Daytona Beach - FL,729063.4375,730634.0,732485.25,734365.4375,736274.0,738354.3125,740438.625,742499.875,744524.0,746527.875,748535.5625,750532.875,752520.5,754502.625,756503.875,758506.0,760512.5,762520.5,764539.9375,766559.1875,768570.1875,770588.9375,772612.1875,774636.75,776661.6875,778668.1875,780657.0,782630.3125,784588.625,786529.1875,788454.5,790361.0625,792254.0625,794130.375,795990.8125,797835.0625,799664.1875,801477.5,803272.8125,805052.4375,806814.5625
Denver - CO,3057703.0,3064428.0,3071162.0,3077860.0,3084521.0,3091151.0,3097835.0,3104491.0,3111052.0,3117610.0,3124245.0,3130901.0,3137612.0,3144374.0,3151262.0,3158225.0,3165304.0,3172464.0,3179685.0,3186979.0,3194301.0,3201728.0,3209206.0,3216760.0,3224401.0,3232025.0,3239638.0,3247244.0,3254851.0,3262450.0,3270039.0,3277614.0,3285184.0,3292744.0,3300277.0,3307795.0,3315304.0,3322797.0,3330250.0,3337685.0,3345101.0
Des Moines - IA,711355.6875,713270.0625,715235.3125,717181.5625,719116.5,721058.3125,722984.6875,724899.875,726789.3125,728674.0,730554.375,732437.625,734327.5,736224.3125,738130.9375,740052.125,741995.5,743955.625,745932.6875,747925.75,749921.6875,751940.125,753980.3125,756043.0,758127.6875,760213.1875,762302.0,764392.5,766485.75,768581.75,770680.125,772779.5,774880.0,776983.0625,779086.6875,781191.25,783296.875,785403.0,787508.5,789612.6875,791716.5
Detroit - MI,4363354.0,4365247.0,4367003.0,4368604.0,4370094.0,4371438.0,4372611.0,4373608.0,4374290.0,4374836.0,4375280.0,4375679.0,4376062.0,4376432.0,4376784.0,4377145.0,4377595.0,4378078.0,4378601.0,4379145.0,4379643.0,4380220.0,4380891.0,4381641.0,4382487.0,4383260.0,4383980.0,4384646.0,4385262.0,4385836.0,4386369.0,4386864.0,4387320.0,4387738.0,4388123.0,4388475.0,4388788.0,4389062.0,4389293.0,4389482.0,4389623.0
Durham - NC,622850.0,624308.3125,625632.0625,626963.0625,628299.625,629622.375,630931.375,632219.0,633456.5,634678.3125,635895.0,637108.875,638328.6875,639555.75,640798.8125,642058.6875,643352.5,644668.0,645975.5,647304.1875,648637.0,649999.5625,651392.875,652811.375,654259.5625,655699.5,657132.8125,658558.5,659979.375,661393.8125,662801.875,664202.6875,665597.0,666984.375,668366.5625,669741.8125,671111.0625,672473.3125,673828.4375,675176.5,676516.8125
East Bay - CA,2819124.0,2824765.0,2829441.0,2833313.0,2838395.0,2842623.0,2845950.0,2849068.0,2851853.0,2854174.0,2856388.0,2858580.0,2860804.0,2863074.0,2865406.0,2867849.0,2870502.0,2873287.0,2876207.0,2879256.0,2882348.0,2885622.0,2889079.0,2892725.0,2896609.0,2900480.0,2904250.0,2908020.0,2911784.0,2915561.0,2919355.0,2923151.0,2926950.0,2930753.0,2934587.0,2938423.0,2942259.0,2946097.0,2949944.0,2953786.0,2957623.0
El Paso - TX,882123.125,883248.4375,884364.9375,885494.8125,886426.5,887379.1875,888349.9375,889339.8125,890304.8125,891263.4375,892230.6875,893188.0,894137.5625,895082.875,896048.25,897012.0625,897987.5,898963.1875,899956.125,900951.8125,901936.6875,902929.875,903929.6875,904980.0,906051.875,907120.4375,908191.25,909265.1875,910348.5,911436.125,912528.0625,913622.6875,914723.0,915828.6875,916936.875,918048.6875,919165.0,920283.8125,921399.4375,922516.4375,923634.875
Fayetteville - NC,394657.5,394967.59375,395301.59375,395626.5,395942.40625,396283.59375,396619.375,396943.21875,397246.09375,397553.09375,397858.40625,398161.0,398463.8125,398780.90625,399103.40625,399429.0,399765.90625,400122.1875,400424.71875,400732.21875,401037.40625,401366.40625,401705.40625,402054.5,402414.625,402785.71875,403154.6875,403520.125,403883.09375,404259.5,404635.3125,405007.6875,405377.1875,405758.78125,406139.3125,406516.8125,406890.5,407276.0,407656.09375,408032.59375,408405.0
Flint - MI,397735.40625,397294.71875,396882.375,396460.28125,396033.125,395605.90625,395172.0,394730.28125,394277.71875,393821.09375,393362.21875,392903.6875,392445.5,391986.90625,391527.0,391065.71875,390605.71875,390144.59375,389686.0,389226.28125,388762.375,388299.90625,387840.59375,387386.6875,386935.5,386484.09375,386036.90625,385590.59375,385145.28125,384702.3125,384261.59375,383822.8125,383386.40625,382952.09375,382519.40625,382089.1875,381660.875,381233.875,380808.8125,380384.71875,379961.3125
Fort Lauderdale - FL,1996130.0,1999653.0,2003175.0,2006506.0,2008801.0,2011083.0,2013032.0,2014728.0,2015870.0,2016794.0,2017612.0,2017677.0,2017727.0,2017801.0,2017985.0,2018279.0,2018848.0,2019587.0,2020513.0,2021592.0,2022696.0,2024057.0,2025560.0,2027288.0,2029321.0,2031316.0,2033222.0,2035070.0,2036859.0,2038614.0,2040344.0,2042007.0,2043615.0,2045193.0,2046734.0,2048217.0,2049643.125,2051039.0,2052422.125,2053751.0,2055017.125
Fort Myers - FL,842759.25,845080.0,847909.4375,850755.9375,853622.1875,856762.6875,859886.25,862963.3125,865944.8125,868886.0,871822.375,874742.375,877658.625,880578.0,883535.8125,886515.5,889538.875,892591.1875,895684.0625,898804.6875,901930.8125,905102.75,908317.875,911559.375,914833.9375,918080.875,921302.9375,924500.5,927673.875,930820.625,933941.25,937033.0,940101.9375,943145.1875,946161.8125,949153.0625,952121.1875,955064.1875,957980.25,960872.8125,963737.125
Fort Wayne - IN,461177.09375,461505.875,461808.28125,462085.375,462350.3125,462602.5,462840.09375,463065.78125,463273.09375,463475.5,463669.3125,463862.90625,464058.6875,464256.28125,464452.3125,464652.0,464862.0,465077.78125,465288.78125,465503.8125,465716.40625,465938.0,466168.90625,466411.8125,466666.59375,466920.6875,467175.0,467429.1875,467684.28125,467940.625,468196.0,468452.0,468707.3125,468963.40625,469220.21875,469477.90625,469735.6875,469994.8125,470252.40625,470510.8125,470768.0
Fresno - CA,1020212.0,1021421.0,1022859.0,1024334.9375,1025843.0,1027389.0625,1028951.0625,1030482.0625,1031970.9375,1033480.9375,1034989.0,1036508.0625,1038043.0,1039595.9375,1041159.0625,1042749.0,1044373.0625,1046022.0,1047699.9375,1049399.0,1051111.0,1052849.0,1054618.0,1056411.0,1058229.0,1060039.0,1061850.0,1063657.0,1065459.0,1067265.0,1069063.0,1070857.0,1072649.0,1074437.0,1076222.0,1078005.0,1079783.0,1081555.0,1083322.0,1085080.0,1086835.0
Grand Rapids - MI,1113948.0,1116261.0,1118513.0,1120724.0,1122909.0,1125044.0,1127142.0,1129210.0,1131222.0,1133208.0,1135184.0,1137155.0,1139125.0,1141086.0,1143044.0,1144997.0,1146957.0,1148918.0,1150884.0,1152850.0,1154795.0,1156749.0,1158717.0,1160676.0,1162627.0,1164548.0,1166452.0,1168330.0,1170178.0,1172005.0,1173805.0,1175582.0,1177336.0,1179067.0,1180776.0,1182462.0,1184125.0,1185765.0,1187380.0,1188973.0,1190540.0
Greensboro - NC,797866.5625,798589.75,799219.125,799863.25,800517.25,801195.3125,801860.75,802507.1875,803115.5,803711.1875,804303.75,804891.4375,805480.75,806072.0,806673.5,807284.1875,807916.3125,808560.8125,809168.5,809788.3125,810406.1875,811042.8125,811697.875,812379.5625,813088.6875,813798.0,814512.0625,815227.4375,815947.1875,816669.375,817395.3125,818122.0,818850.6875,819580.0,820310.9375,821042.5,821774.625,822507.0625,823234.6875,823962.25,824687.6875
Greenville - SC,988393.8125,990292.3125,992339.5,994355.25,996336.6875,998454.25,1000538.0,1002589.0,1004590.0,1006570.0,1008531.0,1010484.0,1012435.0,1014383.0,1016330.0,1018280.0,1020249.0,1022226.0,1024211.0625,1026203.0,1028188.0,1030188.0,1032206.0625,1034240.0,1036291.0,1038331.0625,1040365.9375,1042391.0,1044411.0,1046427.0,1048437.0,1050440.0,1052437.0,1054430.0,1056418.0,1058401.0,1060378.0,1062349.0,1064314.0,1066272.0,1068223.0
Gulfport-Biloxi-Pascagoula - MS,404895.375,405109.3125,405315.1875,405494.5,405639.8125,405762.78125,405825.09375,405860.09375,405861.0,405839.125,405784.40625,405711.5,405624.0,405523.09375,405398.28125,405263.3125,405124.375,404978.3125,404813.0,404640.8125,404457.875,404273.1875,404096.1875,403919.8125,403744.6875,403561.625,403371.40625,403175.5,402974.21875,402768.5,402557.40625,402340.6875,402119.1875,401895.1875,401667.3125,401435.78125,401199.875,400960.59375,400717.71875,400471.09375,400221.0
Harrisburg - PA,609497.9375,610042.3125,610572.5,611100.25,611624.8125,612142.5625,612650.5,613148.8125,613622.9375,614086.8125,614541.0625,614990.4375,615437.3125,615884.5625,616332.5,616785.5625,617249.3125,617719.75,618200.0,618687.1875,619171.0,619666.0,620178.5625,620701.4375,621230.0,621749.8125,622264.375,622771.75,623270.0,623760.8125,624246.5625,624725.8125,625196.25,625660.375,626118.6875,626570.6875,627014.25,627450.6875,627880.625,628303.125,628716.375
Hartford - CT,1210817.0,1210688.0,1210654.0,1210626.0,1210404.0,1210216.0,1209951.0,1209630.0,1209203.0,1208738.0,1208202.0,1207641.0,1207073.0,1206498.0,1205889.0,1205295.0,1204743.0,1204214.0,1203699.0,1203208.0,1202710.0,1202252.0,1201835.0,1201469.0,1201167.0,1200864.0,1200562.0,1200266.0,1199975.0,1199685.0,1199407.0,1199128.0,1198856.0,1198585.0,1198319.0,1198058.0,1197802.0,1197546.0,1197290.0,1197035.0,1196785.0
Honolulu - HI,989846.375,989797.75,989722.0,989692.375,989715.8125,989739.0,989739.375,989730.3125,989678.5,989627.0,989565.8125,989511.75,989478.25,989463.0625,989463.0625,989485.5,989560.5,989669.125,989799.0,989965.5,990140.375,990360.4375,990521.5,990732.0,991003.625,991285.6875,991581.75,991896.75,992228.0625,992572.0625,992929.6875,993301.25,993688.0,994086.0,994491.0625,994914.3125,995345.8125,995787.4375,996236.3125,996690.125,997155.0
Houston - TX,7685703.0,7712782.0,7739691.0,7766736.0,7794370.0,7821863.0,7849231.0,7876619.0,7903271.0,7929937.0,7956056.0,7982108.0,8008240.0,8034220.0,8060465.0,8086987.0,8114104.0,8141299.0,8168975.0,8197010.5,8225120.0,8253419.0,8282366.0,8311826.0,8341911.0,8371619.0,8401462.0,8431300.0,8461177.0,8490744.0,8520445.0,8550159.0,8579883.0,8609330.0,8638870.0,8668428.0,8697993.0,8727254.0,8756615.0,8785982.0,8815326.0
Huntsville - AL,538039.3125,539533.625,541009.875,542454.875,543866.5,545261.25,546624.0625,547958.3125,549257.875,550537.1875,551796.5,553041.375,554272.375,555492.1875,556698.4375,557895.5,559089.0,560275.5,561457.5,562633.125,563795.25,564955.6875,566109.375,567259.875,568407.0,569540.25,570656.5,571760.1875,572852.125,573933.125,575003.5,576061.5625,577108.1875,578144.3125,579171.375,580189.0625,581195.6875,582192.5,583179.0625,584154.8125,585119.875
Indianapolis - IN,2192630.0,2196162.0,2199589.0,2203082.0,2206374.0,2209601.0,2212766.0,2215856.0,2218811.0,2221724.0,2224601.0,2227474.0,2230368.0,2233289.0,2236216.0,2239196.0,2242271.0,2245415.0,2248602.0,2251849.0,2255106.0,2258453.0,2261835.0,2265298.0,2268853.0,2272397.0,2275936.0,2279467.0,2282995.0,2286519.0,2290035.0,2293546.0,2297046.0,2300544.0,2304042.0,2307537.0,2311028.0,2314520.0,2317993.0,2321458.0,2324913.0
Inland Empire - CA,4736271.0,4746317.0,4757263.0,4768399.0,4779703.0,4791195.0,4802800.0,4814260.0,4825573.0,4836987.0,4848377.0,4859805.0,4871284.0,4882814.0,4894361.0,4905992.0,4917731.0,4929532.0,4941434.0,4953397.0,4965386.0,4977443.0,4989585.0,5001737.0,5013902.0,5025964.0,5037981.0,5049937.0,5061821.0,5073651.0,5085412.0,5097116.0,5108767.0,5120354.0,5131874.0,5143345.0,5154756.0,5166102.0,5177366.0,5188562.0,5199698.0
