Market,2025 Q2 EST,2025 Q3,2025 Q4,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1
Cincinnati - OH,1,1.0044738946342495,1.0071420061001282,1.0212705179927084,1.0356771913517777,1.0398536835534493,1.0421402133601148,1.0551846633219435,1.0684430765268724,1.0717281014679747,1.0733939251089797,1.0862722367290099,1.0993629390131678,1.1020771177920825,1.1031350009083938,1.1158315409016724,1.1288401915660167,1.1313076604576335,1.132091914835042,1.1449316520182515,1.158194135427538,1.1606554065079608,1.1613800878942169,1.1743635772952141,1.1877686103619243,1.1899755861741836,1.1903978698770465,1.2035081831458796,1.2169246867885275,1.2189773648534894,1.219329530035705,1.232551403905992,1.246193896395542,1.248185891413608,1.2483110501978285,1.2617306989983985,1.2755763316876179,1.2773854450231965,1.2774069986054,1.2910456984045207
Cleveland - OH,1,1.0033470909979305,1.0058717415174683,1.0183630681499736,1.0334659763231868,1.0376826735522129,1.0407622617142758,1.0537251472005646,1.068787895412803,1.072724064953754,1.0754367864453125,1.0880234313144306,1.1024375024174955,1.1053689822222628,1.1070224477407407,1.1189626849825032,1.1329691374153483,1.1352719707548693,1.1365022272497316,1.1484197696732499,1.1625820269669718,1.1647448431452612,1.1656877635065785,1.1774694330400262,1.1914092811149906,1.1930527806480693,1.1934285278996282,1.2051570126199018,1.2190857106319934,1.220523575377192,1.2206654673277504,1.2324146734038044,1.2463989243840252,1.2476167480654128,1.2475207391169465,1.2593024086503943,1.2734823284330965,1.274480703089414,1.2742494132896098,1.286014111045947
Colorado Springs - CO,1,1.0011112917033802,0.9978352687418757,1.0134497957313584,1.0315668840045322,1.0321091028532463,1.0280869695163104,1.0429807482470905,1.0614727980108807,1.06225819480244,1.0582630812369285,1.0734311189359778,1.0919658533079997,1.091914051598976,1.0869026299437565,1.1017239691646388,1.1200872191591047,1.1195423480628952,1.1140840227035718,1.1291161327181316,1.147879706319949,1.1473810009068215,1.1418490756793145,1.1571458302649418,1.1762582572960183,1.1755344423761498,1.1697170690112293,1.1852777222233224,1.2047377594426396,1.2039820346700132,1.1979552166351595,1.213776453164334,1.233581116793459,1.2326898787500202,1.226465716924465,1.24272896707641,1.263067561280798,1.2620921972619004,1.2556038881616811,1.2721523378028412
Columbia - SC,1,1.0008514078617734,0.9988822101678587,1.0145480242491864,1.029168780467836,1.0302795054262344,1.0286361071024028,1.0452055909961664,1.0613332485548486,1.0639182677436796,1.0633010876192022,1.0810184323461822,1.0974947142516749,1.0992911848400129,1.0976641806462912,1.1149053709978114,1.131042720114071,1.1322575160972734,1.1301270037861386,1.1475267009204393,1.163861141899169,1.1648327431899412,1.162253339669982,1.1797966892371272,1.1961736100336464,1.1967465894095553,1.1938012616596498,1.2114686993938795,1.2279341122628387,1.2282841858145128,1.2249075384648414,1.2427874658633005,1.2595564871527558,1.2596577503431279,1.2560696096575779,1.2741585848586936,1.2911067641003355,1.2910857506297047,1.2871631153448448,1.3055798825727452
Columbus - OH,1,1.0004318928626947,1.0027019431873747,1.0174034511768082,1.0340528093759749,1.0351669768374954,1.0375293905996135,1.0517726544555137,1.0676780135536623,1.0683554645300262,1.0705954118775072,1.0850398386551863,1.1010210358175383,1.1009815535744503,1.1025244874767144,1.1167133515904406,1.1326654283653632,1.1322170101294262,1.133503577430663,1.1479085219652538,1.164112588350449,1.163563410000939,1.1646907977610488,1.1791783691618287,1.195515174490965,1.1946433493948008,1.1954821237444953,1.21014924109233,1.2266992683993925,1.2255837610427431,1.2262177100906386,1.2410342704083437,1.2579056045669315,1.2565346238726764,1.2570785319680173,1.272164679185332,1.2892190430183146,1.2876912945941634,1.288137836976924,1.303503396991452
Corpus Christi - TX,1,1.0019341086818763,1.0038759109638375,1.0167056129179266,1.030306338362041,1.0314829393378369,1.0326907305842645,1.0446543826904833,1.0584522306449815,1.0598495547692834,1.0612120497580446,1.0733213604281113,1.086934665948045,1.0874700989272188,1.0879674797762264,1.0996008269164572,1.1129070122382325,1.1128666728215488,1.113005365558287,1.1245928630006912,1.1379996889290385,1.1379026871873674,1.1379903318478448,1.149748959908444,1.1633687114176374,1.1630482833706763,1.1628542798873511,1.174589827147679,1.1882195595434744,1.187714693029515,1.1873995673285638,1.199290338169075,1.2131132423076454,1.2124876694463436,1.2119955909433455,1.224088682672684,1.2381532074410815,1.2373299922315455,1.2367044193702437,1.2489506553283816
Dallas-Fort Worth - TX,1,0.9996729197906609,0.9977757133569203,1.0125187223803014,1.029189770776321,1.030690934778609,1.0304341505317476,1.0460093350841422,1.0635411951992582,1.0651813035648763,1.0648320989566356,1.080458201008642,1.098119120117368,1.099135979458519,1.0980653782264063,1.113448896443613,1.1307773219262478,1.1311639497198749,1.129412120985319,1.1448114087208923,1.1624420440779224,1.1627457446033158,1.1609692024444498,1.1768356915824292,1.1949951157643532,1.1952231853658246,1.193305423639481,1.2095219019388634,1.227971218510688,1.2280965901044785,1.2260197209987773,1.242583599434154,1.2615577820650996,1.2616885670756484,1.259564310959527,1.2766113956816174,1.29602249596328,1.2960581146764136,1.293767062560035,1.311173629536674
Dayton - OH,1,1.005878752171472,1.0097181565045368,1.0226558979944749,1.0356346097012838,1.0399635501988327,1.0423304491283598,1.0539393442785205,1.0658663115493225,1.069215021177073,1.070561561595085,1.0813857033111705,1.0925409770627847,1.0948411019113602,1.0950828156586625,1.1052558574244853,1.1158577699436942,1.117633391758894,1.1175316508090507,1.1275588217513277,1.138130717530677,1.1398156571949276,1.139498848937017,1.1495609867481857,1.1600598944548204,1.1613866343567132,1.1607885113192529,1.170700670753015,1.181165875453489,1.1824123600719572,1.1815775787381186,1.191528917916534,1.202040990859948,1.2031757289486253,1.2021918118125172,1.2122075026683228,1.222789193383844,1.2237750063140445,1.2227244204188767,1.232732844063981
Daytona Beach - FL,1,1.0026356997337709,1.0036511053293264,1.0144949128825722,1.0260279934824552,1.029246010100455,1.0310032496009849,1.0429360000963466,1.0560512502664898,1.0610820980667541,1.064207594812728,1.0772690079883747,1.0908079353656173,1.095246257192325,1.0975414678453166,1.110126802472544,1.1232346351012241,1.1272897970441016,1.1292646975194367,1.141819404878681,1.1551277504024413,1.1590632745797598,1.1607421912231004,1.1732972176163863,1.186558744894556,1.190182253779297,1.1916139987989978,1.2042073092772623,1.2174551180916482,1.2209258894290236,1.2220409931625418,1.234720602349033,1.2481863911722655,1.251547973108936,1.2526118718787982,1.2654025049117281,1.2789960668685743,1.2823054069809556,1.2831367299345713,1.296105304204144
Denver - CO,1,0.9914403197858105,0.9832800859969785,1.0001171948823275,1.0196885408067182,1.0166266500098815,1.0113524149823558,1.030258216288573,1.0514685622235331,1.0491850235975158,1.0443184113824882,1.064154658955249,1.0861217527860692,1.083592191324268,1.0783019358959267,1.0984435017299026,1.1207236913609275,1.1178551754436623,1.1121242592808127,1.1326983094621617,1.1555771701710225,1.1525090972278138,1.1464935364330155,1.1676054998235441,1.190978134545972,1.1875936420679516,1.181184684044792,1.2027341838592944,1.2265825114790143,1.2228572697288393,1.2160300529424375,1.2379910311015818,1.262439093394218,1.258497542995663,1.2514833993748304,1.2739777704640853,1.2990182552134948,1.2948307484538468,1.287353808026009,1.3103689418538564
Des Moines - IA,1,1.0033926260943178,1.0075407533980518,1.0207491288303558,1.0349071753638204,1.036898360344297,1.0396556357129572,1.051508701107219,1.0645589727615874,1.0655121036934299,1.067351685183927,1.078554197566185,1.0909251891295473,1.090791094479691,1.09160226751012,1.1021434280149198,1.1140487053995036,1.1133962652071308,1.113945434695748,1.1244244230915785,1.1363618873858639,1.1356366859057714,1.136065809753973,1.1467358227409217,1.1587788642927563,1.1577895624037622,1.1580353152256997,1.16860184782218,1.1806782295606042,1.1795586073825004,1.1795802051134427,1.1902363787776455,1.2024729611610958,1.2012539474833344,1.2012539474833344,1.2120859434523172,1.2244833555409047,1.2231715554947946,1.2231659987970225,1.2340661429461544
Detroit - MI,1,1.0055202726272785,1.0075594882569077,1.0238299697891307,1.040883980294684,1.0447983751275656,1.044575296421135,1.0586574218854365,1.0743828908111415,1.077199947855012,1.0760310190444737,1.0896789941651042,1.1048967355938624,1.1066381217404906,1.1043045072190454,1.1171960369810545,1.1318871826612846,1.132986687139472,1.1301315324775911,1.1431024172306716,1.1580464335935083,1.1590777776413603,1.156062829652734,1.1692444249281924,1.184321602396649,1.185278827618935,1.1819749877401542,1.1952323268580642,1.2104265055420336,1.2111717563399111,1.2076657824167432,1.2210944705369977,1.2366104928423405,1.237367209037118,1.2336598232992735,1.247269249408317,1.2630106073879805,1.2636810171305668,1.259802282390378,1.2736046341148137
Durham - NC,1,0.9963631840501336,0.994470424917648,1.0087139712527546,1.0267768601740004,1.0232794721286051,1.0215079038242059,1.0366857496108661,1.0562508592468696,1.0540924934634872,1.0536985258519163,1.070170892316768,1.0905294706478152,1.0877505766501203,1.0865665695373488,1.102768107624317,1.1229569408598095,1.1196144120912113,1.1180203825047517,1.1343244846623102,1.154945162514176,1.1512923696384147,1.149312945425005,1.16573254906631,1.1864597657361842,1.1823071678568566,1.179993553115566,1.1965688733321258,1.2175506297090999,1.2130452145443957,1.2103066915106597,1.2270642266185905,1.2484595125993243,1.2435907587590216,1.2406604346783792,1.2576022110194978,1.2792881991152056,1.274180960429907,1.270934994642664,1.288167317226306
East Bay - CA,1,0.9970796463981568,0.9971830270556359,1.0139520895640406,1.0289912757323083,1.0263313734000348,1.0261486075955168,1.0421944054267425,1.056596010886363,1.0530730700285975,1.0522933159205892,1.0682346333001094,1.0825717508254205,1.078654683708678,1.0774180150893746,1.0934483158201098,1.1079743979901358,1.10381247668561,1.102559911040642,1.1191066151523028,1.1342142885066202,1.1301768439125037,1.1291160423884687,1.1461916475427445,1.1616749506167392,1.1575265267868378,1.1564386303322625,1.173949754001024,1.1897081056134393,1.1853452219089784,1.1842362294014765,1.2022004682923801,1.2184891206855193,1.214149332659859,1.213029342210072,1.231349814449714,1.2479296123695252,1.2433623669011502,1.242101702771411,1.2608783896532954
El Paso - TX,1,1.0068370899102843,1.009005662632415,1.0207929471634944,1.033460301916982,1.0396534268349713,1.0410674246461293,1.0520253637932695,1.0650140140247855,1.0716709906824238,1.0734041084142014,1.084621740413857,1.0975561162132381,1.1036381732004734,1.1045380524455894,1.1152995044080223,1.12795655388958,1.1336475830587711,1.1342358995826747,1.1450588396676016,1.1579432921496469,1.1637901599309493,1.1644001175258933,1.1753968731972875,1.1885079271586683,1.1942693756860083,1.194651701274436,1.2056907085607211,1.2189408836930946,1.224769087481908,1.2250899249478415,1.2363305720548037,1.2497993334550106,1.2557175366186328,1.2559883362642208,1.2675797061256973,1.2814554112639334,1.2873968585409004,1.2875441094264142,1.299285134736842
