Market,2026 Q2 EST,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4
Brownsville-Harlingen - TX,1,1.0043242241760588,1.01043716468947,1.0197937941584572,1.0299875606507682,1.0415101910234883,1.05283671397573,1.0640092814919941,1.0752279592516,1.0859567851188356,1.0968606076927303,1.1082533099550695,1.1198754523439176,1.1319800856525548,1.1443407558093872,1.1566639266719356,1.1690466103033756,1.181419849668107,1.1937815614720029,1.2061207736993282,1.2184476250481675,1.2308366974482634,1.2433342400292329,1.255927058594939,1.2687004293183093,1.281558659555782,1.2946081361941035,1.3079328854297256,1.321374576909004,1.334960849000689,1.348496705374503,1.361919230547814,1.3752400909677325,1.3884117875281652,1.4014769583155762,1.4143824098865918,1.42717522468848,1.4399244291999782,1.45268266131936
Buffalo - NY,1,1.005971817440099,1.0121257284391207,1.021307541798206,1.031046744164052,1.041745415555877,1.052075020469953,1.0623088030608328,1.0725542130625447,1.0823153206398688,1.0921626994529199,1.102269618686329,1.1124968608586159,1.1230716795618458,1.1337834317908568,1.1444165951805836,1.1550030412946457,1.1655145321353086,1.175986469015909,1.1864522807425888,1.196915393248897,1.2074339435889934,1.2180530917960208,1.228717919117031,1.2394939335541226,1.2503138622303387,1.2612452894711408,1.2723665964834765,1.28356182060753,1.2948658440757979,1.306109965615047,1.3171997125122672,1.3281554327364147,1.3389052854991341,1.3494776126143289,1.3598727255305032,1.3701073386507283,1.380251112623828,1.3903605234452725
Canton - OH,1,1.0009143021909686,1.0043028580281714,1.0118537589891679,1.0206850918605803,1.0308136407259332,1.0407854305547786,1.050482972762445,1.060198805317542,1.069472119055099,1.0788559280091925,1.0885731592379166,1.0983955061692265,1.1085257764790435,1.1187203857757044,1.1288195624948896,1.1388914112832078,1.148893971931848,1.1588969629416044,1.1688700438537978,1.178837960432599,1.188864083352341,1.198967240911849,1.2091369968540602,1.2194196149989456,1.229733434324742,1.2401621600685135,1.2507687325434773,1.2614394288247268,1.272199425037549,1.2828921773259943,1.29346937765479,1.303945012760207,1.3142742174959008,1.3244842122024592,1.334542934976739,1.344464049784174,1.3543150157296988,1.3641476913277932
Charleston - SC,1,1.0017122983448565,1.0050638173056778,1.0120899224806201,1.0206382568615127,1.0307258328095537,1.0407536559815629,1.050510957469097,1.0602231720092186,1.0694384244709827,1.0787137649277183,1.0881665200083805,1.097682547663943,1.1074725329981143,1.117336769327467,1.1271320343599414,1.1369002304630211,1.146611355541588,1.1562980096375446,1.1660429080243033,1.175835072281584,1.1857327467001886,1.195751937984496,1.2058155457783364,1.2159548292478526,1.2261052587471193,1.2363365598156295,1.2467083176199456,1.2571417557091975,1.2676573224387178,1.2781154829247852,1.2883668133249528,1.2984585795097423,1.3083426775612823,1.3180435784621831,1.3276214540121516,1.3370827571757804,1.3464817096165933,1.3558767232348627
Charlotte - NC,1,1.0048079221402568,1.0093223590399671,1.0174108893180653,1.0266848302977631,1.0371622183631755,1.0475444338580404,1.0575963909020276,1.0675901236963241,1.077074722638061,1.0865487273930123,1.0961666729998307,1.1058135993986005,1.115693860572447,1.1256396130827875,1.135526178235548,1.1453933061199904,1.15520474885736,1.1649811694896526,1.1747489221509386,1.1845033664122953,1.1942961598787114,1.2041498918079618,1.214032779639689,1.2239986698604493,1.233999144409973,1.244091639540587,1.2543303519598983,1.2646289521788916,1.2750071401316727,1.2853272789452883,1.2955289554884803,1.305649555858419,1.315650818405307,1.3255725807736698,1.335415280739821,1.3451854849484624,1.354941942980861,1.3647151240684339
Chattanooga - TN,1,1.0038826713196225,1.0087134519711258,1.0174547068519417,1.0272324983694647,1.0384908701066127,1.0494532462456536,1.060090318304171,1.0706376582281658,1.0804924346977904,1.0903851516001328,1.1004726896133348,1.1105893353659235,1.1210335937438836,1.131552026671522,1.1419918687028165,1.152383030549275,1.1626811480012116,1.1729223548040717,1.183086275540285,1.193208943583781,1.2033575074781797,1.2135625805355945,1.223820850496026,1.2341772837982508,1.244538735676232,1.2550185255705468,1.265672961901181,1.2763834055372556,1.2871816742490656,1.2978800733033249,1.3085078108109356,1.3190470206422051,1.3294556471322956,1.339787087927254,1.3499793134307325,1.3600534016609076,1.3700708803565518,1.3800710951515942
Chicago - IL,1,1.0038293589790486,1.0091148497931015,1.0183381165307501,1.0290704878202295,1.0412345229868638,1.0532918712665769,1.0650058442994272,1.0766969970483569,1.0879407239417898,1.0992641158697032,1.1107650446634971,1.1223050233294152,1.1340964370369417,1.145964961884359,1.1577792782595027,1.1695996910281847,1.181382124912797,1.1931311110166445,1.2048560410811247,1.2165362367984245,1.2282205517005478,1.2399556973433894,1.251729151405087,1.2636043493319176,1.2755253525939825,1.287550488848378,1.2997272934879642,1.3119586361346096,1.3242622292830541,1.3365121082614042,1.3485842856064807,1.360538901416703,1.3723293265198722,1.3839838185238753,1.395528904978974,1.4069649154199542,1.418355450060486,1.4297454903988391
Cincinnati - OH,1,1.0016973671270826,1.0061615445318572,1.0146619924404658,1.0242625342644993,1.0351292952972466,1.0457469609905587,1.056035987516712,1.066332329482202,1.0761180723020984,1.0860165099279773,1.096093018311378,1.106241014279182,1.1166896840637692,1.1271955809560779,1.1376206376136926,1.1479701322649951,1.1582200813810215,1.1684074325604463,1.1785373714311536,1.188614620618538,1.1987270579951363,1.2088951482709913,1.21911500222519,1.2294340313126733,1.2397625982514433,1.250186265901589,1.2607522605170554,1.2713685372028982,1.282063339110987,1.2926914686605653,1.3031968099498865,1.3136041799123963,1.3238676487011205,1.3340245343167259,1.3440757627641915,1.3540169818201147,1.3639194938679025,1.373818301895773
Cleveland - OH,1,1.0013023389916627,1.0055654862563812,1.0138149178697304,1.023326273572018,1.0341352809705493,1.0447280478070802,1.0550457224835708,1.0653874586098795,1.0752841099956159,1.0853073183576676,1.0955685371648882,1.105932147336486,1.1165906404710044,1.1273320466533805,1.137991581409103,1.1486017433197446,1.1591223258068215,1.1695740571322981,1.1799897483641077,1.1903462755115168,1.2007290515132725,1.2111658876555285,1.221634389082393,1.2321944490131107,1.2427749247194315,1.2534616457885848,1.264295443771777,1.2751877808666476,1.286160635280606,1.297062867776917,1.3078120861183247,1.3184448512090983,1.328910644420832,1.3392372770396792,1.3494401650594625,1.3595167044271714,1.3695312673332278,1.379544059483237
Colorado Springs - CO,1,1.003919440196475,1.0095710434296927,1.019110024990172,1.0297015401699872,1.041398203318617,1.0529912819667113,1.0642690855675387,1.0755089903947572,1.0863792794168883,1.0973518375808184,1.108592975556853,1.119934080796897,1.131512197239358,1.1431608497940888,1.1547702060065528,1.1664034030961243,1.1780515623913288,1.1897299749374834,1.2014202257122708,1.2131297136085863,1.2248940355222493,1.236739991887525,1.2486560733154652,1.260689879350364,1.2727980031539015,1.2850462126629256,1.2975073458674964,1.3100709126337082,1.32274842235051,1.3354213283117322,1.3479511890103093,1.3603880702881672,1.3726755761394582,1.3848271067813156,1.3968471837593972,1.4087666357941009,1.4206518885016437,1.4325458554608186
Columbia - SC,1,1.0026713499885982,1.0063503107285485,1.0130268843136971,1.0208320794271506,1.029623586547501,1.0384704068250925,1.0473321680129735,1.0563566897554946,1.0652309546839012,1.074293835359222,1.0836646471359652,1.0931714105999506,1.1029310039359232,1.112776004177521,1.1225722610238487,1.1323897106507286,1.1422165910649542,1.1520505710606648,1.161916552155009,1.171794613134268,1.1817100793712016,1.1917155089615792,1.2017803843014054,1.2119417927566467,1.222164342383781,1.2324935976609952,1.2429936667494599,1.253566956894732,1.2642127263494927,1.274820984582676,1.2852958342622836,1.2957150528929418,1.3060385861194068,1.3162831762383154,1.3264008216017165,1.3364244769833689,1.346403839453667,1.3563781156566328
Columbus - OH,1,1.0011672591857819,1.0050910249359706,1.013013717423485,1.0222371477655046,1.0328316775126385,1.0432827674963685,1.053382321393271,1.0634231048315566,1.0729175675043012,1.0824216290501019,1.0920232187683685,1.1016347695813162,1.111474429462455,1.1213453309587291,1.1311235942744715,1.140834031590978,1.1504436807403955,1.1599724639120859,1.1694186605533317,1.178786798434442,1.1881465146627765,1.1975515991496124,1.207008300217976,1.2165628011250242,1.2261430197674301,1.2358218532471765,1.2456422248267969,1.2555105002162916,1.2654512199307377,1.2753169597688592,1.2850713164573675,1.2947405510640577,1.3042736808952453,1.3137045736728448,1.3229999050073789,1.3321752504287119,1.3412897426170856,1.350388749831001
Corpus Christi - TX,1,1.0047847417309224,1.0111905470446656,1.0216788349089052,1.0331813410632629,1.046199231545409,1.058864209505125,1.0711829744452865,1.0835242151370297,1.0952141993153972,1.1070261792799936,1.1191362871225397,1.1313166316887782,1.143874633715486,1.1565507414944949,1.1691579092277873,1.1817596741361802,1.1943044932701332,1.2068346167203599,1.2193273526222828,1.2317902649307606,1.2443135808216141,1.2569409551200303,1.269654666560339,1.2825297063521444,1.2954702283817308,1.3085706740283398,1.3219219188067797,1.335388135699079,1.348996122716739,1.3625457592254857,1.3759965240385728,1.3893229158224754,1.4024665840682795,1.4154765864260723,1.428331203539758,1.4410571253643394,1.4537300995049067,1.466403073645474
Dallas-Fort Worth - TX,1,1.0035457239627434,1.009725222367569,1.0207459504591534,1.0329568332970693,1.0468272807585532,1.0600938033308605,1.072547009801737,1.08482129983773,1.0961527559684687,1.1073831210366405,1.1186001329093516,1.1296498611923043,1.1409197943181908,1.152125828717333,1.1631419692080227,1.1740078657694193,1.1846581450887765,1.1951585081646188,1.2055356613878672,1.2157939465950827,1.2260387147639482,1.2363164153535204,1.2466195935123459,1.2570031366082688,1.2673716061583955,1.277850178129989,1.288478420580764,1.2991815392318522,1.3100023789987496,1.3207163932019619,1.331298268115125,1.341655432505905,1.3517357843355713,1.361590524506964,1.371294938827619,1.3808408351530816,1.3902981743969927,1.399720615105528
Dayton - OH,1,1.0002621100710922,1.0032584387674897,1.0104401302960775,1.0187246955692097,1.0282842480038212,1.0377290235995489,1.0469139701453727,1.056144433432181,1.0649375627475233,1.0738692122586642,1.0830976018898468,1.0924334068824424,1.102082333874523,1.1118159696989145,1.1214680071744336,1.1310849998698782,1.1406234010171072,1.150090986824718,1.1594864094165531,1.1688276059137754,1.178177511764626,1.187591700939874,1.1970625009137046,1.206627444852943,1.216231995614633,1.2259464501244868,1.235838098507559,1.2457943412633725,1.2558205698965546,1.2657769163351495,1.2756163085964534,1.28538498920092,1.295023236866528,1.3045532397084731,1.3139108180851387,1.3231168122355637,1.3322440074722106,1.3413389573638776
Daytona Beach - FL,1,1.003536896131958,1.0078167346181297,1.0155345465128922,1.0240608064082304,1.0337439920796418,1.0431819148005563,1.0526097204247626,1.0620349712265682,1.07095007509134,1.0799784086849247,1.0893945643189824,1.0989446948397492,1.1088491281310882,1.118897653405844,1.1288593147189654,1.1388380422457256,1.1487899952337233,1.1587455249730825,1.1686983976971443,1.1786716068075185,1.1887221759401951,1.1988688063951496,1.2090745043440156,1.219402629382338,1.2297913548080122,1.2403191647651974,1.251065360941221,1.261906289931874,1.2728597333010676,1.283776898192167,1.294516962794428,1.3050979130575542,1.3154559806144164,1.3256265242070444,1.335648785907518,1.3455514819196241,1.3554045121842546,1.3652530459614594
Denver - CO,1,1.0051633062373726,1.012133365774023,1.0236946788866121,1.0364235643636888,1.0505455704183246,1.0641675265445665,1.0770432028932564,1.08966380573022,1.1014452355150903,1.113143660215064,1.1248348428606505,1.1364543013137505,1.1483357967924106,1.160254198894389,1.1720946096414306,1.1838745074532577,1.1955403429084899,1.2071506095233293,1.2187092068655232,1.230220591583925,1.2417581591143414,1.2533450283227,1.2649757676682103,1.276695361450238,1.2884283251788264,1.3002589173713626,1.3122374145977254,1.3242784441783144,1.336421837412258,1.3485081298327657,1.3604806384372314,1.3723339316848653,1.3840194042491083,1.3955845472943058,1.4070537331188757,1.418431975452778,1.4297804139474726,1.4411423616590042
Des Moines - IA,1,1.002043861091752,1.0049962124960514,1.01210610223056,1.0202340047069993,1.0297064622811445,1.039091935803657,1.0480571037973292,1.0569614357791817,1.0653428069647812,1.073742842744456,1.0822506401427525,1.0907717316623005,1.0995026237841161,1.108261160634892,1.1169282233665927,1.1255363869783115,1.1340578306600118,1.142514300424602,1.1509278064066044,1.1592907771197432,1.1676661615487527,1.1760896161115593,1.1845482868896018,1.1930854898276202,1.201627094792543,1.2102439744175326,1.2189712568772866,1.2277325229847433,1.2365550653067103,1.2453049741847535,1.253970011984078,1.2625443680291704,1.270997404212775,1.2793569413449284,1.2875868828050139,1.2957167221732913,1.303784052759525,1.3118415228054927
Detroit - MI,1,1.0033417929127233,1.007693108312063,1.0160749387961006,1.0258672675663503,1.0371465318642954,1.0481493628951004,1.0587275097927222,1.069225677955047,1.0791225791676349,1.0891652718755613,1.0994774132378284,1.1099011116552333,1.1206969620475815,1.1315593138237685,1.1423254550180115,1.153039654302984,1.1636580365053248,1.1742149344400632,1.184734745064584,1.1952016300315527,1.2056715646181946,1.2161735693988176,1.226698495514403,1.2373039906142544,1.2479226679410798,1.258654181195809,1.2695559812780897,1.2805257583666316,1.2915898769153824,1.3025739183540082,1.313436762004336,1.3241957218361229,1.3348114479181032,1.345331750416765,1.3557215095184532,1.3659978424432686,1.3762210529608758,1.3864397382363873
Durham - NC,1,1.0053689523426934,1.0103070064729611,1.018307445427019,1.0275071312132498,1.0377863002653416,1.0481306321547095,1.058369700999247,1.0686763494346407,1.0787343407794405,1.088887033060831,1.0992550849390423,1.1097271467305978,1.1204296056968073,1.131235985066969,1.1420028012859278,1.1527804481413018,1.1635369707801961,1.174254109286671,1.184945111050722,1.1955990559265421,1.2062559546122937,1.216966827461338,1.2277209333466523,1.2385673234149766,1.249470909984701,1.2604760897141893,1.271635315107073,1.282865252919528,1.2941722583183763,1.3054398795848052,1.3165151451681218,1.32747225835418,1.3382714769729929,1.3489366105227958,1.359503820797901,1.3699829538314137,1.3804261935987896,1.39088071154954
East Bay - CA,1,1.0061776049126925,1.0135867994558823,1.0249956766828001,1.037914965323369,1.0524562876944703,1.0667067368163397,1.0804874127702015,1.094135405592676,1.1070117535725577,1.119815792755969,1.132679036229047,1.1455299942269968,1.1586820048678563,1.171905739282561,1.185045347443767,1.1981255173062564,1.2111026061821915,1.2240264579992366,1.2369056140877193,1.249707430185155,1.262499768916063,1.2753242838913552,1.2881988768033614,1.3011919952992261,1.31423484071823,1.3274066251238201,1.340740811810156,1.354160762813341,1.3677018134999352,1.3811864680054637,1.3945528309361837,1.4077756293146881,1.4208061892585633,1.4336904935461474,1.4464961707929092,1.459216434736397,1.4719110746889026,1.4846319236550154
El Paso - TX,1,1.003624187775826,1.0098907298414361,1.0199451923730949,1.0308465761550187,1.0430710751167322,1.0550108079830034,1.0667479224265897,1.0785100437720812,1.0897338915540689,1.1011024042635766,1.1128315164985536,1.1247147962837742,1.1370290700233265,1.1495252689742368,1.1619835824687614,1.174460025967167,1.1868923322837104,1.1992967559046297,1.2116540415154582,1.2239908214667248,1.2363764899112155,1.2488606855492115,1.261432655412894,1.274137536960201,1.286898183898756,1.299803245695812,1.312941621887641,1.326176524720823,1.339544464272139,1.3528490113271263,1.3660325249768936,1.3791086339829792,1.3920123204004304,1.4047913474118856,1.4174010776974444,1.4298750205056596,1.442287571369698,1.4546911197490506
Fayetteville - NC,1,1.0030949836601735,1.00765245955002,1.0147523151815616,1.022591146930985,1.0313265373013123,1.0403354602203392,1.0495776222863658,1.059046693418158,1.0685567883456388,1.0784074903364311,1.0888586979181154,1.0995743081236429,1.1105572425289674,1.121668482811608,1.1327601241888898,1.1439752021502312,1.1553089691347065,1.166616076738601,1.1779055331544395,1.1891652868814118,1.2004185887948189,1.211814074071324,1.2232892940249085,1.2349232529386642,1.246666405753703,1.2585541765784682,1.2707118279819902,1.2829719780085673,1.2953223316927265,1.3076351918188083,1.3197934518839873,1.3319647373086283,1.3440974335842095,1.3561835063768568,1.3680269666329854,1.3796970800491726,1.3912478957805687,1.402765356853156
Flint - MI,1,1.0040299508114117,1.0094681937302061,1.0177456727579797,1.0273885841248729,1.0385542988854255,1.0496378707243283,1.0604641647331585,1.0712800865588488,1.0815994550192694,1.0921229289686074,1.1031392604478434,1.1144089354807885,1.126179932698838,1.1381150965396907,1.149986358194761,1.1618763374676815,1.1737182708807694,1.1855522165206345,1.1973843738530616,1.209224042076728,1.221125108855764,1.2331248902053746,1.2451975152779575,1.257394248886734,1.269653930917326,1.2820619232447719,1.2947003687907208,1.3074481395313764,1.3203040432617799,1.333100932846731,1.3457817016687115,1.3583706707088774,1.370832789141445,1.38320477687914,1.3954333423603118,1.4075561592616532,1.4196290227752277,1.43170915873905
