Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q2 QTD,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4,2036 Q1,2036 Q2
Baton Rouge - LA,128.333349905856,130.148038942225,131.96248391678,133.576647919792,133.68902147661,133.592095561766,132.975846438864,132.273991775221,132.18031324335,132.283002704472,131.586806636174,130.665577265181,131.690828343634,134.545481119086,137.603713946754,139.439922771311,141.47866721934,144.630661434302,149.707484199048,157.511409224239,165.791118008341,172.88291863484,177.974201305032,181.905370358557,187.527040152502,191.584356835645,195.426468179386,194.356207424022,190.849251675964,184.407947811257,179.049648096786,174.587437087245,172.619861891794,171.771810272978,172.496455216402,172.438000011673,171.389871274554,170.225605324293,166.913667801696,164.492383400533,161.910490913932,161.869792971917,162.083107547748,161.292192692504,160.764293358491,161.264304495542,162.244138205493,163.435569731487,164.228756265326,165.140058592159,166.260527460735,167.393628172651,168.52286850939,169.654833774194,170.739562000026,171.629119104775,172.481990131733,173.310839718178,174.115085287158,174.924322385883,175.749210907719,176.583865063141,177.423642821669,178.038738243173,178.780233044601,179.692994720381,180.504979571243,181.553897008542,182.510213197665,183.304461539943,184.168937778868,185.022864022129,185.78302129978,186.533317426599,187.310876793537,188.069959180003,188.836167111477,189.627498081549,190.433506343245,191.215693248791,192.005264083464,192.792003120467,193.565218287526
Beaumont - TX,168.479829819767,168.123050094717,167.642336432269,167.509499533186,169.426422411896,170.802783340003,172.185920474079,172.31438792388,173.800935230904,174.264512707551,175.756405985658,176.843040621983,179.563975704243,182.260999430485,185.110475518981,190.097097253839,198.766795086338,207.274387997638,214.288594308307,219.560151880313,225.731874177141,233.188955514893,240.082805375337,245.250912246675,245.990351385407,242.473170160999,236.460516676771,229.40917560977,222.437035121845,216.257864318697,211.690161864778,209.114209620057,208.038468858135,207.255938407788,207.08810673557,208.011981255987,210.505595612845,212.836436844764,213.679284657416,213.675493392316,213.064595539932,212.302333223915,213.131398869353,211.804851768827,211.230610442702,211.609783079253,212.753459074324,214.002374567302,214.780176536921,215.773735283521,217.043346937097,218.346432294645,219.663939167451,220.984078222548,222.291815331709,223.32049488232,224.295068292158,225.270616363724,226.241405046086,227.256886651203,228.299947823047,229.361620649544,230.430054566009,231.520254956776,232.598655004804,233.687495609153,234.780226900954,235.883542925595,236.979803214247,238.077814963067,239.178281484603,240.277122269171,241.331719270818,242.388279787373,243.446929064208,244.505163204506,245.561954640842,246.621503683023,247.661410008275,248.696037831629,249.725920623212,250.855933571212,251.991587476232
Birmingham - AL,158.906606027011,160.795299057857,162.337638631359,163.0767302365,164.851601083831,166.989189523626,169.099895080441,170.724242712219,172.892709193696,175.328188944712,178.748838363525,180.685869320143,182.942704943541,184.900894656844,187.407833262274,189.466885404399,192.516701029504,196.104211059911,199.937101303753,204.126861884618,211.141086006495,219.619622236876,227.113602100104,231.986769833604,235.180166678707,234.743467835192,230.499787552349,223.245317325806,215.743152953772,208.895135797694,203.092589687919,199.418099340554,197.839600657705,197.832990087842,197.915901137087,200.103099690306,202.366825012648,204.79579893585,206.668141375196,209.783782877265,213.301738064333,213.950320500495,214.932614637507,213.126441049862,212.38383070328,213.111216941842,214.508264149738,216.112163099776,217.092231908693,218.231509891069,219.665551827672,221.119954048894,222.580989656041,224.068219823706,225.515653636636,226.68673335898,227.80434195384,228.899704328253,229.957899681204,231.026159145491,232.114607335106,233.213627735909,234.31658965938,235.119172637355,236.08102510008,237.264545101861,238.315697911378,239.686497140004,240.933081117415,241.954111077215,243.054996137352,244.148089979802,245.112728860885,246.059063804766,247.045024055519,248.013486002834,248.990758060566,249.99323147754,251.01358123248,252.010672067649,253.017585716235,254.008397565913,254.977434433123
Boise - ID,153.365198506125,155.025359659026,156.595378563238,158.531468813156,160.753448381248,163.673578328089,166.070617315927,168.144168220646,170.668456782262,173.425586792796,176.754326024804,180.796463455715,184.159491709623,190.03555599159,196.564569903422,207.759164275235,217.125900625309,226.231004105837,234.150571874335,244.597037131959,257.471249679203,273.569595556467,294.508858559477,315.265614688172,331.733527867014,338.292428864978,338.58247466446,332.396456687549,325.632438573734,316.601529307291,308.870769673729,302.816160396787,301.06411002993,302.332410216009,303.681889545292,305.212451007618,307.825812684856,309.871447304876,310.704086545864,312.008704124728,313.804396465069,314.833574624929,316.03213159316,315.991300109923,316.328170902369,317.906931942316,320.803868400638,323.709071343824,325.481065972971,327.548384963837,330.071707925026,332.585906297232,335.105745247085,337.63181764298,340.125488067976,342.098089211752,343.976878818184,345.826833242495,347.61797445151,349.451561414172,351.334167752321,353.25588886866,355.208806249355,357.189294240175,359.193738366805,361.21038822222,363.251318248844,365.317407155538,367.377407691019,369.460262190989,371.565764703724,373.695351260383,375.743959829783,377.799139241612,379.858002697153,381.921769450084,383.98242589109,386.045575329547,388.09625957607,390.136411829694,392.188674524032,394.177404960722,396.185316389212
Boston - MA,184.428682939051,186.517804138778,188.67929597613,190.469279507639,193.135307737328,195.712352603394,198.56571578728,200.914647276585,203.316802459523,206.275812530759,208.798973256327,212.395749167914,216.167459841854,220.433969253224,223.390654174836,226.062173740732,228.088794257416,230.178152462226,233.472687570061,240.010370735066,250.927271738412,263.119386891992,273.515455091499,280.567469064465,285.266696175415,290.096468598272,289.089944822068,284.486165163188,276.622431160323,270.362436884127,264.64719668294,260.731557196875,259.82978804225,260.489086585689,262.677763405427,264.561112378682,266.799400887175,266.94607131358,266.121659919236,266.506513318316,267.843385803844,269.799703672521,269.640787206299,270.811013843079,271.593841451975,273.050245434106,275.450517049255,278.043999824524,279.621118484611,281.184115313498,282.937598109041,284.703544965046,286.476342029703,288.269089087408,290.07592214057,291.495701581803,292.852677873814,294.205436443044,295.556056079916,296.94280716271,298.368144343592,299.829666860859,301.305980764366,302.79834766026,304.300322453257,305.809946557215,307.311105072703,308.819534913895,310.332413570052,311.84618814559,313.364995980647,314.889167858421,316.346329087001,317.792958234013,319.241768318052,320.68854214336,322.137093566274,323.569173633156,325.005506221211,326.444675244241,327.871024807431,329.305359559638,330.67924969891
Brownsville-Harlingen - TX,147.231965224578,148.734435517782,148.574456526076,149.278568463297,148.976534199312,150.725536223037,153.925422165371,156.450964406146,158.119935151335,158.435345036779,158.254222548668,159.442067284449,160.803649992915,163.286418442925,164.940367895609,166.64916967365,169.013914747054,172.17491515349,176.160913408715,181.428755741121,188.253597444517,196.2301924464,203.610887021005,209.120948295811,211.801243264795,211.212657895722,207.655152118888,202.05737112972,195.479334921657,189.407425169646,184.665312760162,180.523675625948,177.876509886082,176.373428667077,176.932887902608,178.12018276261,179.28164959814,179.948176632598,179.681546495418,179.148011974403,178.959552975328,179.572641178962,179.052969376513,179.102284692969,178.558245651053,178.753640881534,179.570471851127,180.543240237752,181.18134816957,181.997343900841,183.042295438785,184.12253595265,185.221514359495,186.31805640875,187.393704306577,188.275373267198,189.118937030116,189.965925711855,190.819430971035,191.708634340544,192.622700283938,193.560895612493,194.510693114528,195.473859892246,196.432705863693,197.402028275711,198.377588466233,199.360570094546,200.347847281794,201.336946759906,202.333518043211,203.329868105516,204.296537321834,205.270073202867,206.245426777842,207.215554103781,208.188715600607,209.163401300199,210.123966488752,211.078349658064,212.043200932737,213.015891974792,213.992954412927
Buffalo - NY,171.117173241253,171.453286563736,173.022044535601,173.960267505151,177.058068237579,179.50537886174,183.17345846995,185.928598219518,189.319267088722,190.566466396625,192.366178400676,193.002302929773,195.425167095416,198.385098598604,201.157813657284,203.106923353624,205.342259817768,208.139372880239,213.498235481846,219.510376945674,227.055956065849,234.16856593328,239.696920787905,243.552057133824,244.370619479238,243.212360535484,242.489007332453,239.407793450515,236.208537374718,229.944951002801,225.946897196592,223.314367199223,222.506029475187,222.816971095524,225.762426237652,229.467653333319,233.218186560983,235.732359515772,237.087812554059,242.429280566414,247.103174733457,248.052378768759,251.738317139145,248.217008545622,248.496464576532,249.986650453196,252.277252930025,254.606402124069,255.933092522689,257.315274194606,258.927127204568,260.552325152634,262.18088468307,263.863551810838,265.553700291766,266.889824041494,268.160992256562,269.414872680913,270.637261826935,271.869937086852,273.111960623761,274.356617918877,275.619666273937,276.895044141875,278.170208437711,279.449125976795,280.735158477731,282.016648875297,283.304050032572,284.598946828989,285.888066958104,287.176940000674,288.409374160324,289.620500480713,290.833038573558,292.041714848404,293.238935031784,294.529955101506,295.89705357099,297.258677226419,298.648528215681,299.953424379238,301.243279677089
Canton - OH,145.5628066602,144.863494441547,145.413309019297,146.066264328597,147.285713492782,148.260148758374,150.022430994648,152.855687663419,155.71798417764,156.732026133012,155.968290878846,155.642376604287,156.624499416682,158.125207813566,160.442043054633,162.924162737132,166.027016371912,169.343194942024,173.432559127517,178.729818200307,184.68868206139,189.840390847077,194.230935070416,197.28468543396,199.639131494741,198.661081325534,194.692894894861,189.169341838759,183.85161129627,179.57351526203,176.295994455935,174.543964823803,174.695352160517,175.698277931696,177.35935138489,179.883839450242,182.81747496107,184.795292716819,187.74290198432,190.179228597834,193.284191585116,194.280945650932,193.750149723502,194.364524915113,194.287092959839,195.210870614191,196.701299802991,198.265377945636,199.171713646245,200.134453878418,201.301855579329,202.484562913514,203.682256334928,204.900136140466,206.094788433506,207.087929064458,208.0520388928,208.999794666159,209.932900515142,210.873516868989,211.812888397664,212.759334972896,213.703899106687,214.648627297547,215.589301091323,216.52500432096,217.453930619955,218.378162612505,219.286095097062,220.188986049618,221.092241598611,221.970679835548,222.813753469405,223.649375859045,224.474892907897,225.293356638615,226.109383935336,226.968526438361,227.841673324115,228.699102417507,229.569688765133,230.47258701682,231.373350469909
Charleston - SC,168.268531474327,169.951699476895,173.445534885708,176.150238166963,179.614007093162,181.501747822813,183.413778155867,185.915609249097,189.236161992057,193.108250340445,196.215333039617,199.002370377823,202.422767760843,205.966612046093,210.04807721363,214.096057627979,218.552598531388,222.750026626982,227.801578549745,235.350521183652,246.529123688298,261.206050332453,274.549775404494,285.324804211769,291.776652664689,293.911308279717,292.419709226089,287.052974574844,281.78245451926,274.739836115196,268.358284200184,264.162928852239,263.866620909401,265.485348799738,267.783509357394,269.43513874966,271.683799535842,273.136474588356,271.983769670966,271.570001350615,271.656237016337,273.546110517574,273.294009747262,272.736919281771,271.889184425894,273.356993694762,275.563988361559,278.176247601016,279.889310660329,281.87226009273,284.250448599877,286.624045134502,288.941920446129,291.234489292643,293.440672630542,295.174959164143,296.80809424498,298.391310811746,299.917006823361,301.4650868396,303.036170743946,304.630885890874,306.233907030145,307.46177628137,308.905279467707,310.658771792692,312.262041703147,314.275236031573,316.16252742526,317.755332861666,319.462231138301,321.174561742302,322.707686712695,324.219575975878,325.789922167829,327.333910335374,328.895400271295,330.499597026,332.109319805919,333.692223950952,335.290570571255,336.80826001956,338.299553218233
Charlotte - NC,168.169335687078,171.19656455709,173.999902516826,177.057671862202,179.737942839631,182.338792086459,184.786864745062,187.050196848061,190.088779097062,193.405319220267,197.151558085992,200.438679992029,204.835448491572,208.972470382162,214.628865173845,218.851840224205,223.750171005492,228.296670631566,235.279944495591,244.053596503565,255.633622216797,269.81503141029,284.442164480671,296.157817952137,304.610075143296,306.783560872007,308.883230768605,305.548624141075,301.910540106085,293.719727697643,286.84585418356,281.913548184545,280.046828226146,279.274238559353,280.800234572417,283.096797487325,286.55156733752,287.576591773884,287.189894153508,286.234724824631,285.806176354322,285.173765009695,285.609263694877,284.527273346873,284.76556779953,284.889057949749,286.188804660812,287.830730093259,289.741564324387,292.291674108544,294.985975672347,297.1402208697,298.994388805505,300.914891321718,302.750504200241,304.683529867539,306.3793783327,308.009360180731,309.6061665618,311.237188435479,312.915701733627,314.619938022805,316.344799160637,318.089990466257,319.851034855369,321.635356826349,323.431522129078,325.237362129123,327.066099725154,328.901200787572,330.741058735604,332.585659520799,334.436057206745,336.30687386967,338.180229854713,340.053825619247,341.927292851668,343.779804213449,345.633113198857,347.487017527984,349.342399648844,351.201384754966,353.06470002331
Chattanooga - TN,180.362399582196,183.377797747381,185.395724827258,188.600180538855,191.058778119844,193.588503410213,195.801589719114,198.693367301591,201.61136778942,205.325004773823,208.866888321733,212.181792568562,214.6605629777,218.511309912009,220.671956124444,224.732411351007,228.383135048691,236.261396764064,243.595602882328,253.810589032405,267.234267928813,283.342472738346,303.831201792219,319.07183976894,329.304804802865,327.923937094126,322.760609024102,314.407758125562,306.060275193854,299.453372532671,293.535522799246,290.476808080809,290.042837882343,292.186757625409,292.404356449204,291.887272092699,291.809623320615,293.330647023658,294.985297565283,297.04807813034,299.544344245954,300.925227418689,300.638913054388,299.985261991603,299.072550890175,300.497347625638,302.778039146525,305.437515376613,307.10639804249,309.049683644142,311.433057853153,313.820320669451,316.189924042795,318.561941360406,320.857036442445,322.688996404994,324.43132195629,326.128688344096,327.77165147718,329.441761327986,331.139180853476,332.858641709667,334.584832857093,335.891138517361,337.415565941167,339.26896877922,340.947190650886,343.095991607864,345.084629989704,346.751576149026,348.523153863217,350.293227022402,351.872744784227,353.442777637563,355.071731756993,356.656086219368,358.255444033476,359.901529853925,361.55717637117,363.182428330941,364.833081040345,366.420708781505,367.981953385823
