Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q2 QTD,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4
Akron - OH,337786.1875,338697.375,338833.3125,339153.40625,339049.09375,341271.90625,340146.40625,339832.09375,339554.1875,338046.5,339375.21875,339592.90625,339994.59375,339478.5,339789.625,339985.09375,340955.1875,300036.5,317068.375,319068.375,320423.40625,322961.90625,324585.21875,327036.8125,327947.90625,332633.09375,335353.3125,338694.40625,340244.375,338916.09375,338338.0,338504.40625,339819.09375,339384.5,339524.59375,338803.0,340945.3125,342094.59375,342061.40625,341977.59375,341754.09375,341598.6875,,341530.5,341500.6875,341463.1875,341426.40625,341389.59375,341350.09375,341293.0,341236.6875,341168.78125,341104.1875,341063.59375,341050.90625,341047.0,341059.21875,341081.78125,341115.125,341141.6875,341158.125,341145.375,334380.0,334363.5,334344.6875,334327.3125,334306.875,334286.28125,334261.1875,334232.90625,334202.09375,334170.1875,334138.6875,334105.59375,334072.5,334037.90625,333999.125,333957.625,333914.3125,333869.1875,333822.125
Albany - NY,459046.21875,460073.90625,463015.6875,463873.40625,464782.0,465637.09375,467201.5,468334.40625,467914.5,469914.3125,470042.5,470569.21875,469635.1875,469988.3125,470700.90625,470225.5,470763.5,406680.375,432621.875,437060.40625,437932.0,440218.0,444876.0,451403.90625,453559.21875,454891.375,458067.90625,459333.09375,462885.71875,464531.90625,465414.71875,467274.09375,469477.21875,471077.90625,472934.28125,472819.09375,476667.59375,477053.71875,478156.0,478376.09375,478369.5,478444.09375,,478581.78125,478741.6875,478853.3125,478982.59375,479111.0,479214.1875,479287.6875,479332.3125,479368.1875,479409.78125,479512.90625,479686.0,479854.3125,480054.59375,480259.875,480474.40625,480687.71875,480893.1875,481086.3125,473595.0,473782.5,473973.125,474162.90625,474346.71875,474536.59375,474716.625,474891.125,475059.90625,475226.71875,475388.3125,475550.28125,475711.90625,475868.28125,476021.09375,476173.1875,476325.09375,476472.5,476616.21875
Albuquerque - NM,383956.6875,385539.21875,387176.3125,386139.71875,387518.0,388374.90625,389295.6875,389468.59375,391304.28125,393371.71875,394133.5,394693.5,395778.28125,397789.875,399497.71875,400655.09375,402092.5,357545.09375,372968.40625,375247.09375,377827.59375,383338.28125,390795.09375,396897.78125,399778.09375,400850.1875,406454.59375,410957.6875,412623.40625,414978.21875,415590.5,418034.6875,419888.3125,420657.71875,422391.6875,426263.0,429419.09375,430217.5,430702.59375,430268.5,430201.28125,430412.1875,,430692.40625,430957.625,431144.09375,431400.3125,431609.8125,431819.21875,431993.90625,432158.375,432332.09375,432600.90625,432926.21875,433295.28125,433665.0,434052.5,434441.40625,434828.09375,435217.5,435597.59375,435946.1875,427507.125,427838.71875,428170.0,428496.40625,428818.0,429134.3125,429441.40625,429737.6875,430030.90625,430328.1875,430621.0,430911.1875,431204.40625,431495.09375,431783.8125,432064.5,432348.375,432632.90625,432913.40625
Anchorage - AK,179829.09375,179322.09375,177978.109375,177496.5,177297.609375,177393.5,176737.5,176041.5,175817.390625,176101.296875,176032.8125,176455.09375,176271.296875,176799.1875,177225.0,176876.296875,176444.703125,155209.796875,160930.40625,165635.5,167512.296875,167342.109375,168840.296875,171096.09375,172732.09375,172572.5,173163.890625,174444.59375,176334.203125,177500.5,178667.203125,179076.703125,180114.109375,181245.5,182113.796875,183850.0,184041.5,184336.0,184761.703125,184450.8125,184329.40625,184269.0,,184235.109375,184229.203125,184232.5,184280.90625,184344.296875,184401.3125,184451.203125,184509.703125,184571.796875,184638.203125,184719.296875,184823.890625,184933.203125,185050.59375,185168.5,185292.890625,185416.390625,185534.296875,185646.8125,180119.0,180223.203125,180327.703125,180430.5,180532.0,180630.40625,180727.90625,180823.703125,180918.59375,181013.390625,181105.296875,181196.0,181286.703125,181377.296875,181465.296875,181553.09375,181639.890625,181727.0,181812.0
Asheville - NC,168128.59375,169049.5,170464.0,171373.59375,171971.296875,172267.109375,173871.90625,174643.296875,175817.390625,177167.203125,178364.296875,178519.296875,180198.8125,180395.796875,181390.0,181476.5,180578.203125,152731.203125,166259.0,171436.796875,173346.0,175034.8125,178770.09375,180069.703125,181223.90625,183420.703125,185202.609375,185072.5,187326.0,187857.5,189265.296875,190552.59375,190885.609375,191630.0,192175.5,188733.0,190299.0,190788.0,190903.0,190792.890625,190817.703125,190918.59375,,191054.796875,191221.5,191424.890625,191640.203125,191856.0,192076.40625,192296.5,192521.8125,192745.296875,192969.296875,193221.203125,193492.09375,193778.203125,194071.90625,194370.296875,194681.5,194992.203125,195297.890625,195588.203125,194554.90625,194835.609375,195120.296875,195398.890625,195680.296875,195959.0,196240.703125,196516.40625,196792.796875,197070.796875,197343.3125,197619.59375,197891.5,198167.09375,198437.8125,198711.203125,198981.5,199252.109375,199519.8125
Atlanta - GA,2632685.0,2657750.0,2680577.0,2697753.0,2711328.0,2727979.0,2747629.0,2762434.0,2771545.0,2789575.0,2810163.0,2820685.0,2849997.0,2855762.0,2872385.0,2888424.0,2896786.0,2581359.0,2693489.0,2747056.0,2787837.0,2810082.0,2868419.0,2916776.0,2951598.0,2980420.0,3011795.0,3034590.0,3049043.0,3057205.0,3068904.0,3081367.0,3095588.0,3115198.0,3121908.0,3127456.0,3121378.0,3131271.0,3134346.0,3135449.0,3138053.0,3142102.0,,3146657.0,3152088.0,3157810.0,3163542.0,3169197.0,3174766.0,3180629.0,3186393.0,3192042.0,3197492.0,3203153.0,3209028.0,3215059.0,3221225.0,3227453.0,3233758.0,3240022.0,3246298.0,3252555.0,3207867.0,3213765.0,3219648.0,3225427.0,3231226.0,3237006.0,3242799.0,3248584.0,3254359.0,3260125.0,3265871.0,3271622.0,3277378.0,3283122.0,3288856.0,3294604.0,3300360.0,3306100.0,3311833.0
Augusta - GA,230354.09375,232015.0,232006.609375,232435.890625,233988.796875,234749.296875,236449.703125,237296.5,239015.796875,239420.5,238785.0,238813.703125,240009.90625,241937.5,243630.296875,244780.0,245615.796875,222398.109375,233587.0,237250.90625,236884.0,235810.8125,239215.390625,240392.0,240965.8125,242353.609375,244298.40625,244675.59375,245782.109375,244537.796875,244688.5,245196.296875,246143.703125,247392.703125,247966.203125,247363.0,248188.40625,249157.703125,249328.59375,248956.796875,248900.203125,248927.90625,,249026.09375,249150.296875,249284.1875,249447.59375,249626.796875,249819.0,250006.609375,250163.5,250307.90625,250441.703125,250595.09375,250776.90625,250969.40625,251170.296875,251382.5,251604.203125,251833.203125,252047.8125,252231.0,249460.203125,249633.0,249803.890625,249973.0,250134.296875,250295.703125,250447.203125,250596.890625,250740.09375,250883.109375,251019.5,251157.890625,251294.296875,251430.609375,251558.0,251688.296875,251813.5,251938.203125,252057.40625
Austin - TX,986068.4375,994150.5625,1006658.0,1013833.0,1023239.0,1032303.9375,1040131.9375,1047959.9375,1059730.0,1072329.0,1082543.0,1092091.0,1102428.0,1112247.0,1126190.0,1137228.0,1146407.0,1033448.0,1085895.0,1110371.0,1124816.0,1151047.0,1187880.0,1219143.0,1238396.0,1259886.0,1292161.0,1306569.0,1317377.0,1325659.0,1333422.0,1343809.0,1350206.0,1357972.0,1367859.0,1370630.0,1376698.0,1378174.0,1381643.0,1386467.0,1391602.0,1396348.0,,1401202.0,1406260.0,1411432.0,1416682.0,1421975.0,1427212.0,1431220.0,1435194.0,1439220.0,1443286.0,1447494.0,1451889.0,1456402.0,1460997.0,1465630.0,1470345.0,1475096.0,1479830.0,1484533.0,1459232.0,1463851.0,1468507.0,1473171.0,1477841.0,1482511.0,1487165.0,1491839.0,1496510.0,1501201.0,1505871.0,1510571.0,1515269.0,1519971.0,1524650.0,1529352.0,1534052.0,1538764.0,1543449.0
Bakersfield - CA,255284.1875,254521.703125,254050.203125,255429.90625,256192.6875,258250.890625,259574.890625,259901.0,263210.21875,265367.71875,266996.875,268611.3125,269732.3125,272075.71875,273117.8125,276415.0,278884.625,248389.203125,257213.8125,261889.5,261419.09375,267947.21875,273170.09375,279842.5,284656.71875,285180.59375,286633.3125,287154.0,288483.3125,290761.1875,291146.59375,293101.28125,293965.21875,295108.1875,295968.40625,297832.21875,297812.71875,297297.6875,298272.09375,298443.5,298654.375,298990.375,,299359.90625,299731.28125,300085.125,300436.8125,300791.6875,301150.21875,301517.59375,301879.59375,302221.71875,302565.0,302946.0,303379.6875,303813.125,304266.0,304722.40625,305189.6875,305645.0,306096.71875,306540.8125,304224.625,304664.71875,305103.09375,305553.5,305996.875,306441.3125,306881.71875,307322.0,307760.09375,308195.0,308635.3125,309073.09375,309515.59375,309951.59375,310391.59375,310828.1875,311264.90625,311702.78125,312137.6875
Baltimore - MD,1386944.0,1392256.0,1396395.0,1402136.0,1403900.0,1408030.0,1415666.0,1417088.0,1422680.0,1427996.0,1429746.0,1428887.0,1435899.0,1436240.0,1435126.0,1442445.0,1437392.0,1271722.0,1326419.0,1339054.0,1352599.0,1363913.0,1380445.0,1391037.0,1401271.0,1402310.0,1415241.0,1409483.0,1418501.0,1431127.0,1437803.0,1442322.0,1465924.0,1458679.0,1459651.0,1461034.0,1465673.0,1468871.0,1468303.0,1466161.0,1466005.0,1466236.0,,1466494.0,1466960.0,1467353.0,1467856.0,1468349.0,1468806.0,1469312.0,1469878.0,1470521.0,1471215.0,1472075.0,1473113.0,1474164.0,1475289.0,1476428.0,1477581.0,1478716.0,1479824.0,1480948.0,1456800.0,1457830.0,1458851.0,1459870.0,1460881.0,1461864.0,1462847.0,1463812.0,1464774.0,1465722.0,1466665.0,1467607.0,1468542.0,1469469.0,1470390.0,1471313.0,1472239.0,1473158.0,1474072.0
Baton Rouge - LA,407457.5,408710.78125,406759.625,406338.5,410221.1875,410212.09375,410188.28125,409043.625,410540.09375,415155.40625,416649.6875,418265.28125,418877.28125,417038.40625,414724.625,414822.5,412959.8125,367626.71875,388015.8125,396184.90625,395328.875,398457.40625,400658.28125,409926.09375,410467.71875,410134.3125,413770.90625,413289.78125,414555.3125,415244.6875,418923.1875,423439.0,428658.90625,431776.875,430982.59375,432851.71875,435542.6875,434931.21875,435271.21875,435902.59375,436143.0,436351.28125,,436586.3125,436813.375,437034.6875,437343.8125,437623.90625,437888.21875,438121.71875,438342.1875,438569.78125,438846.3125,439141.6875,439500.5,439864.8125,440256.90625,440660.1875,441068.5,441463.59375,441847.0,442230.40625,437264.3125,437591.71875,437913.59375,438230.1875,438538.90625,438856.40625,439168.625,439477.6875,439790.09375,440098.375,440407.09375,440710.5,441015.28125,441314.21875,441614.1875,441908.125,442204.3125,442493.1875,442786.8125
Beaumont - TX,163508.1875,161901.90625,162218.40625,161790.0,162284.1875,162080.90625,160576.59375,160361.609375,161407.203125,162644.703125,163242.5,162804.796875,163090.890625,163378.59375,163297.609375,164275.609375,163910.5,147238.296875,150072.09375,150232.1875,148877.59375,149792.0,150780.0,151553.703125,154050.296875,155634.796875,158032.390625,160218.5,160146.390625,161215.8125,162370.1875,163097.3125,166174.5,168056.109375,169077.0,170237.59375,170455.90625,170629.390625,170651.203125,170718.703125,170736.5,170746.203125,,170733.5,170725.59375,170709.59375,170720.390625,170749.203125,170772.59375,170778.59375,170790.6875,170811.203125,170840.8125,170867.5,170923.0,170978.703125,171038.5,171110.59375,171198.296875,171290.296875,171377.5,171458.203125,170248.09375,170336.90625,170429.3125,170517.8125,170607.890625,170694.0,170779.09375,170863.296875,170944.703125,171029.5,171109.609375,171192.3125,171273.109375,171354.40625,171431.3125,171510.296875,171587.203125,171664.90625,171737.59375
Birmingham - AL,523797.90625,524834.6875,526087.5625,526699.25,528597.125,529550.75,532978.25,533950.5,536970.1875,539462.25,541787.875,544147.6875,546520.875,549246.5,550500.5,550129.875,550268.625,503812.09375,524146.4375,531447.3125,534872.375,536693.625,541408.625,546523.6875,549532.5625,552757.875,556106.5,558382.6875,562144.4375,563006.3125,565729.625,567821.3125,570155.6875,571818.125,571612.6875,570580.375,572804.1875,573634.5,573572.375,573145.625,573025.8125,573021.625,,573108.8125,573275.0,573443.3125,573694.6875,574003.625,574308.625,574696.4375,575029.1875,575325.625,575583.375,575905.25,576332.5625,576751.125,577203.3125,577675.4375,578152.5,578632.0,579091.3125,579555.75,572143.0,572587.0,573026.6875,573476.3125,573920.75,574364.9375,574804.875,575248.4375,575693.1875,576132.375,576573.625,577012.3125,577456.8125,577891.5,578325.375,578757.0625,579194.875,579624.8125,580054.875
Boise - ID,299626.5,301662.8125,306050.5,308539.0,311385.90625,315406.90625,318320.8125,321355.71875,326142.40625,329985.90625,334345.6875,337062.59375,339561.875,343441.40625,346453.5,350719.09375,353689.40625,329310.0,345655.09375,352375.5,359292.90625,363656.90625,367969.90625,371439.40625,377666.28125,382048.875,386235.0,388469.09375,389141.125,393231.90625,393861.125,401321.28125,398912.1875,403428.09375,407282.40625,411379.6875,413457.6875,415441.1875,416343.90625,416998.8125,417766.0,418660.8125,,419568.59375,420525.3125,421428.0,422411.09375,423408.90625,424430.0,425437.90625,426443.125,427444.875,428426.6875,429423.0,430476.90625,431524.6875,432603.21875,433708.3125,434824.8125,435938.5,437044.5,438126.1875,433271.09375,434361.78125,435461.78125,436553.59375,437647.09375,438738.59375,439831.3125,440910.5,441989.90625,443071.8125,444151.3125,445231.5,446312.90625,447392.5,448472.40625,449549.09375,450630.8125,451712.59375,452793.40625
Boston - MA,2627333.0,2637006.0,2657137.0,2662780.0,2675942.0,2682307.0,2695347.0,2701812.0,2712307.0,2723958.0,2726226.0,2737618.0,2750311.0,2765248.0,2770562.0,2781818.0,2786812.0,2351357.0,2503938.0,2553748.0,2573455.0,2605741.0,2641299.0,2669471.0,2695247.0,2709848.0,2723831.0,2734609.0,2748969.0,2753123.0,2758594.0,2764680.0,2767274.0,2768200.0,2763263.0,2771897.0,2769591.0,2771124.0,2770671.0,2770919.0,2771689.0,2773573.0,,2775398.0,2777708.0,2779646.0,2781580.0,2783589.0,2785318.0,2786778.0,2788193.0,2789683.0,2791280.0,2793415.0,2795880.0,2798446.0,2801167.0,2803910.0,2806690.0,2809419.0,2812103.0,2814709.0,2770588.0,2773159.0,2775716.0,2778239.0,2780752.0,2783266.0,2785773.0,2788252.0,2790722.0,2793202.0,2795674.0,2798149.0,2800604.0,2803067.0,2805523.0,2807978.0,2810415.0,2812862.0,2815297.0
Brownsville-Harlingen - TX,140339.796875,140625.203125,141471.5,142090.296875,141778.109375,142074.59375,141416.703125,141718.796875,142304.59375,142726.296875,143091.203125,143727.703125,144119.09375,145095.90625,146138.203125,146574.59375,148042.796875,137156.6875,141559.6875,144564.296875,145977.296875,148459.90625,149413.796875,151786.296875,153217.796875,154170.59375,156269.890625,157253.40625,158880.703125,159783.796875,160070.609375,161562.703125,161972.59375,161978.890625,163227.203125,163749.203125,164800.796875,165347.390625,165821.203125,166161.703125,166359.09375,166519.0,,166701.5,166913.703125,167155.5,167380.90625,167589.90625,167784.5,167969.890625,168153.203125,168337.09375,168528.59375,168760.09375,169015.5,169283.5,169565.796875,169845.390625,170131.0,170413.1875,170691.09375,170965.1875,169487.390625,169759.90625,170028.109375,170306.203125,170578.203125,170849.90625,171117.703125,171382.296875,171647.40625,171908.5,172169.59375,172429.390625,172690.5,172948.109375,173206.09375,173462.703125,173719.1875,173973.90625,174229.296875
Buffalo - NY,556971.625,558711.125,559901.1875,560707.8125,562318.9375,561574.125,564167.1875,565377.0,563394.3125,565476.0,567435.125,566787.1875,567256.6875,567329.4375,565360.875,565730.6875,565502.9375,463552.71875,507356.28125,515910.59375,518071.21875,524505.125,529279.5,535622.625,541207.25,541244.1875,542903.875,547221.6875,550453.1875,551050.875,553898.375,553443.125,554815.5,558662.0,556169.125,561015.0,563602.125,562635.8125,563514.3125,563628.5,563796.875,563840.6875,,563927.4375,564095.5625,564212.25,564319.375,564408.625,564478.375,564541.0625,564595.5,564639.25,564688.0,564837.25,565087.5,565348.0,565643.3125,565947.0625,566256.5625,566575.5,566874.8125,567135.6875,559961.8125,560231.1875,560511.4375,560787.5,561055.8125,561317.625,561573.9375,561820.3125,562060.1875,562314.25,562558.6875,562814.6875,563064.25,563313.625,563553.75,563803.25,564040.0,564280.25,564511.625
Canton - OH,172150.609375,172008.296875,171793.90625,172804.5,173302.90625,173532.109375,173305.40625,174144.0,174319.796875,173336.703125,173534.703125,173325.5,173375.59375,172869.59375,173160.09375,173209.390625,173044.40625,153233.59375,163309.796875,164368.609375,165145.40625,166209.796875,166741.0,167772.59375,167870.1875,167947.09375,167942.703125,168047.890625,169139.609375,169341.5,170802.0,171904.296875,172810.8125,173465.390625,174291.703125,174017.0,174103.296875,174841.703125,174795.90625,174770.5,174676.109375,174565.3125,,174474.390625,174410.40625,174351.8125,174310.890625,174275.5,174243.1875,174206.5,174165.609375,174116.296875,174054.203125,173992.796875,173947.296875,173902.796875,173865.09375,173834.5,173816.609375,173796.203125,173769.609375,173729.09375,170766.296875,170730.390625,170692.09375,170653.796875,170612.59375,170574.09375,170532.203125,170491.296875,170450.890625,170408.40625,170366.109375,170321.203125,170277.5,170232.09375,170185.5,170137.09375,170089.09375,170039.3125,169988.90625
Charleston - SC,339880.3125,342221.3125,345150.5,345376.0,348969.3125,351058.6875,353675.0,355012.6875,360620.3125,365892.3125,365588.59375,367925.59375,371048.40625,374212.3125,376207.625,377087.09375,376857.5,332123.40625,351553.40625,359343.6875,363259.875,366620.6875,373268.0,377488.3125,383860.28125,387905.5,395313.8125,399530.21875,404829.3125,410016.21875,413790.8125,417500.875,419621.5,422360.6875,424531.09375,429540.59375,432564.5,437705.90625,438820.1875,438822.0,439209.59375,439834.5,,440525.6875,441294.5,442108.0,442967.1875,443823.90625,444669.71875,445533.0,446362.625,447183.09375,447989.59375,448836.21875,449740.21875,450658.375,451590.5,452534.90625,453486.5,454442.09375,455383.3125,456316.40625,448118.40625,449017.0,449915.71875,450810.21875,451701.0,452595.875,453485.1875,454376.90625,455264.59375,456152.90625,457036.40625,457923.71875,458809.5,459694.21875,460572.21875,461455.59375,462335.6875,463217.0,464093.8125
Charlotte - NC,1142530.0,1152562.0,1163125.0,1170399.0,1178832.0,1186696.0,1195577.0,1198334.0,1206694.0,1215955.0,1224868.0,1231657.0,1241088.0,1247852.0,1257735.0,1264669.0,1271248.0,1151982.0,1212843.0,1241833.0,1245924.0,1253850.0,1263986.0,1286943.0,1302534.0,1315791.0,1326515.0,1335088.0,1345823.0,1353367.0,1361917.0,1368596.0,1371682.0,1378741.0,1381899.0,1388591.0,1403133.0,1411136.0,1415113.0,1417492.0,1419722.0,1422086.0,,1424672.0,1427501.0,1430364.0,1433219.0,1436188.0,1439193.0,1441740.0,1444248.0,1446762.0,1449294.0,1451966.0,1454733.0,1457657.0,1460658.0,1463701.0,1466769.0,1469839.0,1472878.0,1475984.0,1467104.0,1470075.0,1473093.0,1476071.0,1479074.0,1482057.0,1485055.0,1488050.0,1491062.0,1494086.0,1497079.0,1500106.0,1503118.0,1506144.0,1509133.0,1512155.0,1515160.0,1518176.0,1521156.0
Chattanooga - TN,247472.703125,248670.59375,250559.09375,251270.296875,253063.5,255554.5,256376.0,257071.28125,258318.109375,260571.28125,262034.0,263084.59375,264207.21875,265082.3125,265854.1875,266781.1875,265917.125,243298.203125,254130.59375,258855.5,258185.484375,259155.484375,262407.1875,263956.0,267540.0,270738.59375,277321.59375,281923.3125,285352.28125,287131.1875,290380.09375,292234.0,293698.40625,296811.09375,297907.1875,296695.09375,297210.375,297164.0,297577.09375,297719.3125,297958.3125,298251.40625,,298572.8125,298927.5,299278.28125,299648.71875,300031.8125,300397.875,300761.59375,301125.09375,301501.3125,301870.6875,302240.59375,302639.59375,303048.3125,303467.90625,303898.40625,304337.3125,304774.40625,305203.0,305628.90625,302310.78125,302730.1875,303145.5,303562.0,303978.40625,304393.71875,304807.40625,305219.0,305631.40625,306042.5,306453.09375,306861.21875,307271.6875,307679.5,308086.21875,308493.5,308902.0,309308.28125,309714.375
Chicago - IL,4557554.0,4567229.0,4588995.0,4601531.0,4611301.0,4615260.0,4628897.0,4634207.0,4643502.0,4647382.0,4666084.0,4669103.0,4668926.0,4684697.0,4693082.0,4700088.0,4693234.0,4101437.0,4301486.0,4329828.0,4364086.0,4402346.0,4463755.0,4533083.0,4574688.0,4599361.0,4656236.0,4666227.0,4690543.0,4702765.0,4725134.0,4715576.0,4712880.0,4725471.0,4749968.0,4746486.0,4756805.0,4759438.0,4762994.0,4760436.0,4759636.0,4759185.0,,4758958.0,4759980.0,4761105.0,4762299.0,4763689.0,4764971.0,4766595.0,4768198.0,4769735.0,4771047.0,4772693.0,4774407.0,4776348.0,4778555.0,4780856.0,4783097.0,4785167.0,4787149.0,4788938.0,4728270.0,4729869.0,4731439.0,4733037.0,4734577.0,4736104.0,4737582.0,4739035.0,4740478.0,4741818.0,4743181.0,4744475.0,4745813.0,4747064.0,4748329.0,4749543.0,4750814.0,4751992.0,4753184.0
Cincinnati - OH,1074520.0,1077961.0,1084659.0,1087540.0,1092414.0,1095619.0,1099678.0,1101025.0,1103060.0,1107103.0,1113620.0,1114930.0,1114244.0,1118840.0,1122392.0,1128928.0,1125239.0,995097.5,1058682.0,1071163.0,1081346.0,1086342.0,1101510.0,1112524.0,1123408.0,1130540.0,1139682.0,1145384.0,1154833.0,1155352.0,1157754.0,1157894.0,1156985.0,1160565.0,1165990.0,1167516.0,1168865.0,1172977.0,1174044.0,1174968.0,1175370.0,1175611.0,,1175961.0,1176602.0,1177258.0,1177936.0,1178477.0,1179033.0,1179665.0,1180362.0,1181050.0,1181746.0,1182567.0,1183611.0,1184611.0,1185660.0,1186735.0,1187821.0,1188897.0,1189938.0,1190896.0,1164450.0,1165395.0,1166341.0,1167262.0,1168177.0,1169103.0,1170019.0,1170938.0,1171844.0,1172757.0,1173665.0,1174580.0,1175483.0,1176389.0,1177276.0,1178170.0,1179046.0,1179919.0,1180778.0
Cleveland - OH,1083528.0,1081318.0,1084925.0,1085411.0,1085457.0,1088362.0,1090648.0,1091205.0,1094174.0,1098809.0,1102861.0,1105708.0,1109517.0,1110848.0,1112663.0,1113927.0,1110005.0,979389.0,1028285.0625,1040790.0625,1048277.0,1048511.0,1060392.0,1066459.0,1069494.0,1075833.0,1079922.0,1086081.0,1089515.0,1086483.0,1090067.0,1092174.0,1095058.0,1096622.0,1096527.0,1096879.0,1100301.0,1105982.0,1105765.0,1105051.0,1104609.0,1104324.0,,1104016.0,1103878.0,1103606.0,1103371.0,1103116.0,1102852.0,1102624.0,1102439.0,1102253.0,1102085.0,1102062.0,1102203.0,1102332.0,1102519.0,1102722.0,1102931.0,1103093.0,1103223.0,1103263.0,1080804.0,1080789.0,1080764.0,1080748.0,1080717.0,1080677.0,1080619.0,1080547.0,1080477.0,1080402.0,1080332.0,1080255.0,1080181.0,1080093.0,1079995.0,1079888.0,1079780.0,1079659.0,1079533.0
Colorado Springs - CO,274596.71875,276430.0,278487.6875,280919.59375,283589.59375,284981.40625,286931.875,288231.40625,290100.3125,291548.09375,292610.8125,294380.40625,296392.6875,298417.375,301372.5,303383.09375,304619.5,277461.6875,293441.5,295496.71875,297755.09375,300782.90625,305292.125,310651.78125,314461.09375,316094.59375,315765.5,320003.90625,323190.625,325928.3125,328606.40625,330531.3125,331348.59375,332071.90625,334209.59375,334823.0,334721.40625,336043.6875,336892.09375,337069.78125,337478.0,338022.625,,338619.125,339264.3125,339963.71875,340698.09375,341429.5,342140.28125,342823.09375,343495.59375,344178.3125,344858.09375,345552.71875,346290.71875,347039.3125,347801.3125,348572.5,349345.40625,350118.59375,350883.5,351634.625,345819.0,346541.40625,347262.59375,347968.90625,348674.71875,349376.59375,350077.6875,350778.40625,351470.21875,352165.59375,352852.375,353539.78125,354223.375,354908.59375,355588.5,356272.0,356952.0,357635.3125,358313.375
Columbia - SC,390438.5,393451.5,396519.09375,397387.09375,397205.09375,398960.59375,396493.1875,396559.5,399224.90625,400566.3125,400095.6875,398422.40625,399605.90625,402485.5,405628.375,405822.0,403559.21875,372583.8125,386574.71875,389883.59375,393862.21875,395360.28125,397926.0,403312.1875,408070.09375,410933.0,413471.59375,414622.5,417852.8125,421039.21875,424822.125,425807.59375,426991.5,429539.71875,433255.71875,436497.3125,436881.1875,439410.875,440380.71875,440175.8125,440409.5,440783.375,,441183.6875,441632.59375,442054.6875,442504.0,442953.1875,443426.78125,443952.09375,444470.5,444973.0,445432.8125,445915.90625,446448.09375,446984.3125,447529.6875,448082.6875,448645.5,449212.875,449764.09375,450296.90625,444899.0,445404.5,445907.8125,446417.125,446922.6875,447425.40625,447922.21875,448423.3125,448920.59375,449418.78125,449914.40625,450411.90625,450909.21875,451402.8125,451892.5,452386.8125,452877.1875,453366.5,453854.875
Columbus - OH,1054078.0,1057715.0,1064045.0,1071235.0,1078266.0,1083968.0,1086083.0,1088774.0,1092810.0,1097710.0,1103427.0,1103710.0,1105290.0,1109583.0,1115562.0,1121694.0,1119505.0,1006586.0,1064480.0,1075697.0,1086479.0,1089239.0,1106942.0,1119171.0,1133132.0,1130839.0,1134727.0,1136822.0,1146639.0,1153087.0,1158388.0,1161530.0,1162088.0,1170683.0,1178492.0,1174974.0,1175925.0,1186282.0,1193205.0,1194067.0,1194816.0,1195626.0,,1196623.0,1197923.0,1199236.0,1200640.0,1202032.0,1203419.0,1204850.0,1206250.0,1207615.0,1208959.0,1210363.0,1211964.0,1213546.0,1215196.0,1216857.0,1218549.0,1220227.0,1221884.0,1223486.0,1203983.0,1205565.0,1207143.0,1208747.0,1210344.0,1211931.0,1213499.0,1215054.0,1216624.0,1218167.0,1219711.0,1221250.0,1222796.0,1224319.0,1225834.0,1227339.0,1228859.0,1230355.0,1231847.0
Corpus Christi - TX,191928.5,191257.0,193039.59375,192703.796875,193342.890625,193604.90625,191265.703125,191322.0,192557.09375,193355.0,192786.703125,193301.609375,193345.90625,193816.5,193851.296875,193743.890625,192079.0,175406.40625,179362.59375,180405.296875,180779.90625,182527.796875,184868.0,186650.296875,187884.09375,189344.0,190989.109375,192102.296875,194487.203125,197248.703125,198230.296875,198325.5,198755.796875,197306.390625,199061.59375,200071.0,200203.703125,200950.890625,201113.796875,201202.5,201232.40625,201166.203125,,201101.890625,201060.0,201066.609375,201119.296875,201192.09375,201268.5,201352.59375,201446.390625,201537.90625,201622.703125,201691.40625,201792.5,201888.390625,201989.296875,202091.5,202209.59375,202329.09375,202444.90625,202558.203125,200802.40625,200915.6875,201029.40625,201139.5,201247.703125,201354.0,201455.703125,201553.796875,201650.890625,201749.296875,201841.40625,201934.09375,202024.40625,202113.296875,202197.40625,202281.296875,202362.5,202443.890625,202519.609375
