Market,2026 Q2 EST,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4,2036 Q1,2036 Q2
Cleveland - OH,211.620784851462,210.399140201469,209.775187762404,210.377550914316,212.252247480081,214.583799051603,216.084873390444,217.592261433033,219.504699355824,221.53911671782,223.634359675595,225.768330897845,227.872131263638,229.610802911914,231.205469519943,232.731754876266,234.176644366165,235.57383030164,236.942096665149,238.267739647386,239.563134668994,240.829651027708,242.07828730041,243.308871297823,244.524660274245,245.720654190224,246.90214189759,248.068212921264,249.22089844003,250.363284627797,251.432884840817,252.491688518432,253.527302574454,254.543955266503,255.542931918231,256.520281026131,257.470760456875,258.406031380072,259.334262347226,260.249660787146,261.180279652133
Colorado Springs - CO,359.374669850409,358.206084797395,356.955843399754,357.784688901278,359.913614326407,362.275636804492,363.632632371193,365.458803533732,367.850101543523,370.27191948041,372.650020511999,375.000154973567,377.310719126895,378.961607547423,380.449521361882,381.908046867187,383.340857393412,384.840115550006,386.377215647478,387.957169509097,389.567287340519,391.212310081258,392.857188989438,394.529349354816,396.228826871679,397.958202358385,399.704704406891,401.458674114256,403.234069812868,405.005098406277,406.67132854349,408.358031337321,410.043081678373,411.737114920124,413.443896060713,415.150619411502,416.806816964281,418.46462791471,420.12353135668,421.735029584292,423.358819544932
Columbia - SC,263.530747353351,262.659020136649,261.809356175368,262.889691405368,264.733449362239,266.881887354821,268.251436302197,269.854521853066,271.833443636358,273.805179455988,275.765878769099,277.763666808734,279.703623975598,281.270829029222,282.767807847668,284.229520501078,285.645637206534,287.085273546018,288.548164860086,290.027065748456,291.512254085162,292.629812649568,293.947779373955,295.546219144173,296.988392982606,298.838169786432,300.541301889878,301.953407144435,303.466517606945,304.976425509069,306.322981594127,307.660386831447,309.034534627208,310.387140995196,311.762252337879,313.179568147292,314.60669118075,316.005172099766,317.41634875001,318.796178434735,320.15141512442
Columbus - OH,302.126153665006,301.774531997309,301.789493127441,303.264953619967,305.55855119496,308.331889293865,310.210799809392,312.262271694016,314.721550502691,317.262032996319,319.796778952376,322.306699949018,324.76060036297,326.859407318221,328.954650477678,330.995782005483,332.980909425514,335.008497446952,337.055830990985,339.114703549614,341.20024720365,343.297315018632,345.40559013737,347.512291157855,349.635001011337,351.762887750968,353.884065227206,356.017723077711,358.159089001805,360.297440918405,362.377178300905,364.464906469967,366.548089065278,368.617699616521,370.681154080916,372.720927233699,374.755357315074,376.77279624111,378.773257488566,380.779054153237,382.773183995739
Corpus Christi - TX,243.458486711163,242.536834673964,241.571536414539,241.726158368456,242.759714131753,244.027707103652,244.802904912871,245.853222438624,247.240541495171,248.666542429816,250.099673919556,251.507893481519,252.894703284521,253.949716812562,254.918418164242,255.876135850696,256.827459547593,257.811813795933,258.81350484372,259.845237807554,260.893310637967,261.96536880312,263.028281709493,264.105660414482,265.175030577587,266.258735264803,267.353355857602,268.450260298949,269.549381460806,270.648956286576,271.69601771129,272.743378226197,273.789554589366,274.834041487651,275.884811193233,276.913183364093,277.918130443257,278.921262455167,279.918580839607,281.023473281112,282.13132954696
Dallas-Fort Worth - TX,258.287817048724,258.121404247117,257.726241317372,258.536709027746,260.631895762157,263.17317522743,265.013120027471,267.143623136659,269.628842965338,272.066463997893,274.417765278094,276.693774660314,278.894008664013,280.618661564048,282.186929546197,283.725097323368,285.240918468286,286.789398865184,288.369627018598,290.00926492138,291.67982405162,293.370723574389,295.094060461679,296.837267566375,298.592198866076,300.376172462116,302.186297913499,304.02011689274,305.861820996909,307.728189118867,309.530764583486,311.354726360177,313.180767596477,315.004549567518,316.817575899772,318.62885372617,320.437973105188,322.24182856576,324.048705597853,325.854332494291,327.67062967172
Dayton - OH,242.791831389127,242.767533434568,242.739394088306,244.12915206189,246.174956437661,248.316633471275,249.429964343402,250.654579846636,252.202661111651,253.741558539613,255.267654751469,256.816219698171,258.327979858703,259.469682966757,260.547290583546,261.605911860406,262.630817384213,263.674372576893,264.729347968586,265.800923175453,266.88348924708,267.97154965898,269.056348658495,270.149504711066,271.23660836008,272.311401783693,273.390811503322,274.461588187141,275.52951115137,276.583472249847,277.575164073594,278.555116039368,279.522747707645,280.475934702184,281.426714064774,282.425010084935,283.439603331775,284.442327646951,285.459376146251,286.466067049622,287.454944383342
Daytona Beach - FL,299.502241215509,298.575385807495,297.665807420228,299.040253773963,301.278525598803,303.964605013756,305.780999012621,307.881947306596,310.405803672178,312.923026637971,315.395623991229,317.857915102398,320.203254677773,322.100302755397,323.885705185642,325.628730665971,327.314068127549,329.022910343293,330.75870117496,332.51781940098,334.287721754637,335.639641160262,337.230772679541,339.154068104261,340.904808197614,343.115121120867,345.169228862242,346.908107949027,348.783097204034,350.656710386906,352.348160012875,354.016327326779,355.743384865407,357.44509378717,359.158569260305,360.905227660384,362.677447490924,364.420466374259,366.176778764034,367.888688984288,369.568584513021
Denver - CO,284.989544929034,284.706543370609,284.881838082682,286.431022172523,288.657813570532,291.446722126654,293.484643774806,295.682782668336,298.252040415679,300.862370765383,303.45818885852,305.999601941056,308.500843562198,310.496330419996,312.315874324179,314.137177792594,315.946602332842,317.808165166039,319.730169992787,321.687970793752,323.674978648301,325.690321468822,327.715458380062,329.763420874737,331.820100942248,333.89284133384,335.972437649493,338.072348366845,340.176246870965,342.281575260719,344.314935380652,346.351115170847,348.38147563423,350.408703894322,352.43256423824,354.448254129887,356.464373476942,358.48105416226,360.489636455398,362.50150813053,364.527249430698
Des Moines - IA,218.797930309448,218.70802996305,218.642057484463,219.71242617188,221.360335226994,223.147653414762,224.12735968055,225.204225296111,226.546276821681,227.897737764595,229.242713088694,230.596838460317,231.908006190186,232.921174409301,233.890065249389,234.83026311647,235.750011634907,236.687575786991,237.641322818816,238.609636477832,239.589539664673,240.570361059208,241.546908903026,242.53244690117,243.511013195912,244.482002160092,245.469107027913,246.455547535064,247.449786965345,248.430993934382,249.367406321438,250.285047638281,251.198648930908,252.099110219874,252.996320389575,253.937834663123,254.890463365172,255.832205957907,256.786773808081,257.648020024965,258.488618556913
Detroit - MI,266.926971692013,266.390418855436,266.350528507088,267.822924168745,270.176669439234,272.791389775616,274.310151460561,275.856532829177,277.723181768179,279.660715431847,281.539462166725,283.515820820002,285.539444832825,287.213249128534,288.840659397306,290.438652318961,291.999649522699,293.582552398309,295.172310196563,296.762889429097,298.340468474103,299.900028707504,301.44740681212,302.977744553216,304.501856325159,306.018767469039,307.538787154867,309.056815659443,310.560061039605,312.06318553496,313.504178670116,314.942612630873,316.379962076093,317.802963828976,319.207164436559,320.610649620939,322.009879438455,323.37895622974,324.749091247741,326.120810428632,327.508753684163
Durham - NC,252.116969127003,251.313602176415,250.468648797964,251.685920958402,253.561551506584,255.80008434618,257.249729297442,258.949620295195,261.028991029379,263.105035309182,265.143052338336,267.156337390696,269.082111248915,270.597283603936,272.00816786268,273.371359942936,274.688642801933,276.025886619643,277.384296647748,278.763972160028,280.150808868428,281.190759093161,282.428529203988,283.948428489038,285.328913053349,287.10121703551,288.750422143514,290.131896052232,291.601577600774,293.07537275946,294.388035521053,295.695602334156,297.040288283888,298.358605222055,299.687991256058,301.056932749562,302.430542815986,303.787482694202,305.155657115568,306.479330057459,307.782123304212
East Bay - CA,233.421536270511,237.166712135533,240.957539968763,244.524330553053,248.037132731605,251.188224250376,254.826262989159,258.714092469973,262.252428677636,265.28930080768,268.04036410179,270.737760798862,273.35469381725,275.980187995972,277.446750126462,278.838433437951,280.169308414915,281.488498984195,282.809114932523,284.119614110209,285.418735401939,286.710616980801,287.998884584211,289.282597573507,290.555506021664,291.837708965519,293.125317966073,294.418844016553,295.716785462443,297.022353076773,298.32513468475,299.633203794164,300.946684832898,302.256918603097,303.568740801027,304.880355381487,306.184325860387,307.493384790753,308.798217537334,310.099278131638,311.372334551527
El Paso - TX,206.982872925961,206.52186883027,205.991571048158,206.442252593877,207.639544106087,208.963948067995,209.815608317428,210.896111687609,212.253251658606,213.645999541209,215.047523819288,216.447144119487,217.840086986601,218.946786117569,219.986146403597,221.022437538974,222.055851691737,223.130487348991,224.23120872653,225.36363927773,226.510514415458,227.679362254763,228.842945801003,230.018287796007,231.205071517291,232.403856234184,233.608395323861,234.808933449258,236.023402459198,237.238522683502,238.407138662021,239.593714294121,240.781120577458,241.961338057334,243.147266382746,244.335044788055,245.508246027638,246.682580649392,247.855081919456,249.035667533098,250.221364028132
Fayetteville - NC,235.695036880241,234.929638500508,234.191102223231,235.15972120405,236.842868517244,238.790971225314,240.051430235353,241.506225539629,243.305424196205,245.113777898361,246.916014731645,248.738902666875,250.515907865771,251.962492824101,253.340564052549,254.689899890838,256.000484757041,257.333738194326,258.679890489891,260.029919197137,261.384635844521,262.40962990537,263.61361966964,265.06790185568,266.371304818259,268.040371688094,269.57506826468,270.859758737513,272.224058567866,273.583268259496,274.794345632146,275.99704336831,277.232898084648,278.448155623907,279.673146436791,280.92485482863,282.196948434979,283.442266302904,284.688345580297,285.973166494206,287.233475924243
Flint - MI,261.867406231241,261.843338856189,261.643702234667,262.972672574526,265.080678361939,267.272914949424,268.430839762182,269.709450466785,271.309982963705,272.908844342821,274.519490682277,276.173992733585,277.803230118625,279.082039051774,280.302002917304,281.495773309312,282.64501846848,283.80950257278,284.979667820146,286.166656218843,287.354234038023,288.534235431926,289.706101358186,290.875768087382,292.024232277229,293.160297317949,294.290612513125,295.408889382462,296.530937960914,297.629154715049,298.665681677843,299.686314961476,300.682413735922,301.662146499821,302.640034887239,303.668445685688,304.710614239069,305.741165727964,306.777857395587,307.794936480432,308.788181755718
Fort Lauderdale - FL,254.675439007629,254.848074519126,254.596823240036,255.015774142357,256.822850082233,258.973726074653,260.448855938755,262.106627490485,264.145952199832,266.237045624723,268.358446058718,270.529777541954,272.677548954744,274.452716713279,276.148973572799,277.827789153391,279.477116997388,281.145897546684,282.835942843558,284.547398963065,286.285314335854,288.028009244461,289.776129935387,291.534301067086,293.295667171452,295.06049620893,296.820675562744,298.582419193769,300.348220785229,302.12999792511,303.83826733314,305.546050453762,307.2546980214,308.955862091413,310.656302607059,312.358196379507,314.054199913678,315.750133448205,317.448824454873,319.131391919149,320.825709385043
Fort Myers - FL,333.391387245144,332.171014719289,330.925359255955,332.443977384122,334.854906760847,337.854092858935,339.860117440063,342.17650585558,344.951716282175,347.711101631724,350.408788027079,353.044522853458,355.536964047662,357.487837279109,359.288278977548,361.011611631014,362.668038747197,364.347235925469,366.0512888521,367.78441760416,369.529723945625,370.83522497881,372.392717363132,374.324453387764,376.078644272587,378.355912806586,380.469068839058,382.235691320013,384.145967084503,386.039412415211,387.734766987467,389.425069067918,391.181684425325,392.885441474223,394.597730399352,396.363744536206,398.153814839298,399.894910252993,401.648182390129,403.292444531931,404.904337612397
Fort Wayne - IN,252.847152759481,252.76762070763,252.647585460837,253.950014313176,255.956604654181,258.081403306214,259.23957356361,260.507638725979,262.100779188716,263.691213276734,265.278986284519,266.889721707956,268.457475104517,269.671979206053,270.832524608183,271.96324182339,273.06716757341,274.193736963139,275.329013041068,276.484016199065,277.648680767811,278.806945172009,279.956630989632,281.118435789609,282.268755562536,283.40680921688,284.547481839084,285.67651638437,286.812660195449,287.930015723669,288.990259351431,290.034134156731,291.07235086055,292.092603455565,293.108677424263,294.175218853275,295.251971990705,296.331440338458,297.427105893752,298.44248430084,299.432164852528
Fresno - CA,251.492974197783,252.435697843899,252.995812330309,254.551144014698,256.865471188283,259.149117556711,260.587570103891,262.147614310273,263.97950632011,265.813036368878,267.669484223564,269.567451787649,271.481778082031,273.06447338008,274.599689392879,276.129588443864,277.620198027181,279.14711122696,280.704849972556,282.301415592724,283.921069147366,285.564943124817,287.224656734683,288.890691511809,290.56984250096,292.26268232627,293.953282137078,295.656590354771,297.367637685695,299.091645689245,300.757054312491,302.4307178926,304.109903367471,305.795312765043,307.485081040805,309.181539826706,310.886569730151,312.582708082784,314.282215641407,315.988619478374,317.705046334641
Grand Rapids - MI,334.197694714722,334.226763609379,334.263239059032,336.330464502454,339.355156087692,342.499491233077,344.115053320141,345.901479476946,348.168991689845,350.431685050039,352.683479583377,354.973826657647,357.217804588806,358.920542089799,360.528913826564,362.107952839793,363.634358209953,365.200733838643,366.779741819249,368.387775277794,370.01032222932,371.630606987079,373.243223826506,374.866006562761,376.4747828196,378.086076036244,379.713993284028,381.323478901588,382.944191741602,384.542640603332,386.04829559718,387.532618847924,389.007149245355,390.457544056593,391.903583066121,393.404138203382,394.924587017354,396.426510831614,397.946693319198,399.365295986611,400.66842491031
Greensboro - NC,316.465664048422,315.415046441575,314.445524966246,315.829071269884,318.169578732959,320.79608323762,322.4107712332,324.287718084757,326.640790020759,329.01080789721,331.391283027027,333.810387541425,336.153756566591,338.03956111626,339.83301087377,341.593275780935,343.300597880257,345.026015843946,346.776840996587,348.544503978018,350.316376971989,351.642863246145,353.190142126551,355.072764867404,356.752664721589,358.916418732053,360.903407702863,362.546118814001,364.290525786854,366.03226589383,367.566418819154,369.089880977442,370.657740222366,372.193789963875,373.742327195259,375.327356718318,376.938186644629,378.513554786608,380.089570434142,381.715853938618,383.31471984912
