Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q2 QTD,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1
Portland - ME,1960344960.0,1978196608.0,1984880512.0,1986573184.0,2004622976.0,2040446208.0,2057130880.0,2065549568.0,2085705600.0,2119006464.0,2127899392.0,2112756096.0,2145687424.0,2187731456.0,2184563456.0,2214440192.0,2210111744.0,2265894400.0,2374195712.0,2449401600.0,2548496384.0,2668941056.0,2760254208.0,2811879424.0,2866382592.0,2873717248.0,2808442368.0,2705003520.0,2648235008.0,2590137344.0,2516792576.0,2475195136.0,2484138752.0,2495232000.0,2502972928.0,2519463936.0,2693859840.0,2757174528.0,2752066560.0,2749495552.0,2789743360.0,2803804928.0,2797863424.0,2816996608.0,2834214144.0,2850757376.0,2874992128.0,2899921664.0,2922191616.0,2946344192.0,2972128512.0,2995475968.0,3018948864.0,3042097408.0,3065235456.0,3086197504.0,3106524160.0,3126606592.0,3146007552.0,3165377280.0,3184552704.0,3203540224.0
Portland - OR,44594946048.0,45348274176.0,45843652608.0,46570225664.0,47263096832.0,47919362048.0,48444612608.0,48911765504.0,49483718656.0,50546085888.0,50942672896.0,52085383168.0,53182357504.0,54325391360.0,55202394112.0,55802814464.0,56431034368.0,57158266880.0,58509815808.0,60114321408.0,62215512064.0,65865633792.0,68541517824.0,70015221760.0,70928637952.0,71857758208.0,69901426688.0,67156942848.0,64899534848.0,62709669888.0,60875300864.0,59652059136.0,59912695808.0,59079757824.0,58857238528.0,58557865984.0,58917306368.0,59351298048.0,58642923520.0,58011475968.0,58182561792.0,58025230336.0,58144833536.0,58051383296.0,58238529536.0,58366353408.0,58698518528.0,59113738240.0,59495346176.0,59909488640.0,60355207168.0,60745326592.0,61142642688.0,61535617024.0,61934215168.0,62292840448.0,62648451072.0,63002161152.0,63345520640.0,63692218368.0,64040730624.0,64389210112.0
Poughkeepsie - NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providence - RI,7873316352.0,7910040064.0,7961093120.0,8017922048.0,8127182336.0,8484333568.0,8702800896.0,8797496320.0,8960893952.0,9005570048.0,9143810048.0,9267002368.0,9404008448.0,9599651840.0,9827518464.0,9814341632.0,9989687296.0,10172589056.0,10334403584.0,10653536256.0,11145242624.0,11655796736.0,12644541440.0,12914527232.0,13006088192.0,12837701632.0,12509755392.0,12162753536.0,11866657792.0,11679777792.0,11426321408.0,11234845696.0,11393518592.0,11427792896.0,11487280128.0,11327917056.0,11503256576.0,11646998528.0,11258955776.0,11235512320.0,11535608832.0,11636598784.0,11602012160.0,11689331712.0,11760852992.0,11828649984.0,11929126912.0,12033724416.0,12126342144.0,12227036160.0,12334367744.0,12431389696.0,12528929792.0,12625072128.0,12721251328.0,12808243200.0,12892579840.0,12975956992.0,13056486400.0,13136702464.0,13216122880.0,13294744576.0
Provo - UT,4128548608.0,4237545984.0,4274759680.0,4342977024.0,4367677952.0,4415942656.0,4510862336.0,4576623104.0,4602010624.0,4708900352.0,4833852928.0,4868423168.0,4941678592.0,5021825536.0,5211229696.0,5279390720.0,5313940992.0,5415988736.0,5558646272.0,5752325120.0,6025305600.0,6365574144.0,6731049472.0,7000838144.0,7133839360.0,7134811136.0,6989855232.0,6726760960.0,6499212800.0,6304727040.0,6157604864.0,6025075200.0,6019437056.0,5989953024.0,6036530176.0,6053235712.0,6081145344.0,6189997056.0,6189071872.0,6111736320.0,6165133312.0,6152928256.0,6173000192.0,6129207808.0,6122168832.0,6121561600.0,6140952576.0,6172389888.0,6205584896.0,6244985344.0,6289625600.0,6329096704.0,6370229760.0,6411053056.0,6452523520.0,6489911808.0,6526628864.0,6563347968.0,6599228928.0,6635070464.0,6671076864.0,6706869760.0
Raleigh - NC,22611490816.0,22873124864.0,23043059712.0,23114340352.0,23441793024.0,23812556800.0,24182937600.0,24356603904.0,24635897856.0,25103519744.0,25380431872.0,25798297600.0,26196781056.0,26808166400.0,27362140160.0,27853885440.0,28355952640.0,28954333184.0,29801330688.0,30458824704.0,31941050368.0,34230630400.0,36446023680.0,38194774016.0,38901972992.0,40294236160.0,39573540864.0,38002683904.0,36849954816.0,35929161728.0,34884079616.0,33945980928.0,33824860160.0,33972027392.0,34079137792.0,34198835200.0,34565828608.0,34781601792.0,34601385984.0,35489558528.0,35575828480.0,35742208000.0,35640610816.0,35781738496.0,35914518528.0,35959672832.0,36177424384.0,36426342400.0,36625178624.0,36855848960.0,37121183744.0,37361795072.0,37610459136.0,37857751040.0,38109655040.0,38337323008.0,38565199872.0,38794391552.0,39018045440.0,39243255808.0,39470583808.0,39700029440.0
Reading - PA,1036290496.0,1105813632.0,1006940928.0,1012884864.0,1018663168.0,1120399616.0,1124225536.0,1118496384.0,1131076608.0,1154705024.0,1168594048.0,1177641344.0,1189581440.0,1213422848.0,1229478656.0,1252769152.0,1269656064.0,1340421120.0,1378734336.0,1353741056.0,1408640512.0,1477283968.0,1515620096.0,1561969536.0,1577000576.0,1568530048.0,1528301568.0,1477511424.0,1434311680.0,1398665600.0,1389175808.0,1375015552.0,1373856128.0,1377886208.0,1385618048.0,1399940352.0,1412438016.0,1425315456.0,1429278592.0,1425051648.0,1440764032.0,1447461248.0,1444694400.0,1454297088.0,1463399936.0,1472164864.0,1484902400.0,1498179968.0,1510030336.0,1522869504.0,1536493440.0,1548861568.0,1561245312.0,1573524608.0,1585745792.0,1596945920.0,1607763584.0,1618497792.0,1628886272.0,1639253248.0,1649510400.0,1659723136.0
Reno - NV,6216871424.0,6219088384.0,6410008064.0,6652383744.0,6824755712.0,7075941888.0,7178738176.0,7306573824.0,7452549632.0,7652080640.0,7922142208.0,7980506112.0,8091437056.0,8337915904.0,8421169152.0,8777401344.0,9093768192.0,9312278528.0,9675461632.0,10214823936.0,10688989184.0,11438120960.0,11904864256.0,12139821056.0,12322024448.0,12230007808.0,12014625792.0,11531369472.0,11217518592.0,11094803456.0,10800242688.0,10633284608.0,10670509056.0,10723916800.0,10748787712.0,10651727872.0,10773615616.0,11026295808.0,11043411968.0,11120385024.0,11282690048.0,11372015616.0,11326338048.0,11419192320.0,11462483968.0,11502502912.0,11577078784.0,11662019584.0,11739937792.0,11827052544.0,11922259968.0,12008634368.0,12098117632.0,12187217920.0,12277436416.0,12359088128.0,12439862272.0,12520418304.0,12598900736.0,12677475328.0,12756709376.0,12835480576.0
Richmond - VA,14030507008.0,14157526016.0,14345196544.0,14410152960.0,14634611712.0,14929325056.0,15021938688.0,15045179392.0,15357888512.0,15804008448.0,15893888000.0,16117643264.0,16538381312.0,16535674880.0,16860774400.0,17222000640.0,17603979264.0,18010484736.0,18469853184.0,19080265728.0,19968272384.0,21130141696.0,21958012928.0,23509970944.0,23829264384.0,24437972992.0,23762989056.0,22867466240.0,22426826752.0,21841457152.0,21418678272.0,21028997120.0,21051957248.0,21201473536.0,21219670016.0,21712482304.0,21991739392.0,22194515968.0,22002495488.0,22703441920.0,22702837760.0,22377021440.0,22326910976.0,22374139904.0,22410541056.0,22473973760.0,22605717504.0,22756001792.0,22884898816.0,23036454912.0,23206868992.0,23365033984.0,23526203392.0,23685562368.0,23844945920.0,23989768192.0,24131160064.0,24271976448.0,24409214976.0,24547049472.0,24684398592.0,24822366208.0
Rochester - NY,6124648960.0,6203735552.0,6298844160.0,6335725056.0,6417843200.0,6487249920.0,6599115264.0,6917542912.0,6920575488.0,7022902272.0,7014158336.0,7231059456.0,7307262464.0,7399892480.0,7492357120.0,7515684864.0,8017968640.0,8077516800.0,8152116736.0,8462468096.0,8814941184.0,9158193152.0,9446097920.0,9657307136.0,9676237824.0,9607266304.0,9382431744.0,9359326208.0,9045178368.0,8813960192.0,8620393472.0,8200648192.0,8028272640.0,7715202560.0,7761028608.0,8236898304.0,8283068416.0,8287838208.0,8333652480.0,8284083712.0,8430756352.0,8483570688.0,8463546368.0,8516811264.0,8565330432.0,8611747840.0,8680430592.0,8752365568.0,8817324032.0,8887817216.0,8962652160.0,9030715392.0,9098648576.0,9165545472.0,9232439296.0,9293868032.0,9353604096.0,9412848640.0,9469974528.0,9526984704.0,9583540224.0,9639507968.0
Sacramento - CA,20233863168.0,20752115712.0,21128239104.0,21489387520.0,21920716800.0,22611496960.0,23036338176.0,23334125568.0,23915208704.0,24603940864.0,25410879488.0,25842067456.0,26483363840.0,27620118528.0,28283404288.0,28997412864.0,30071150592.0,30978508800.0,31967299584.0,33147320320.0,34713866240.0,36747513856.0,38642245632.0,39508127744.0,40459591680.0,40745340928.0,39632384000.0,37998665728.0,36650012672.0,35867320320.0,35002036224.0,34023661568.0,34102968320.0,34264002560.0,33826754560.0,33747322880.0,34080882688.0,34288347136.0,34115092480.0,33801379840.0,33857548288.0,33930573824.0,33913196544.0,34008489984.0,34133047296.0,34253824000.0,34492715008.0,34782793728.0,35053105152.0,35349164032.0,35670392832.0,35964137472.0,36265439232.0,36567752704.0,36875010048.0,37158817792.0,37440053248.0,37722173440.0,37998850048.0,38276190208.0,38555357184.0,38835412992.0
Saint Louis - MO,15875601408.0,15967032320.0,16127588352.0,16135399424.0,16344116224.0,16750871552.0,16887060480.0,16818472960.0,17057898496.0,17561032704.0,17420974080.0,17753073664.0,17993342976.0,18241306624.0,18353385472.0,18722701312.0,19356401664.0,19480092672.0,19980539904.0,20248485888.0,21145663488.0,22304489472.0,23092453376.0,23776417792.0,24137797632.0,24595681280.0,23876474880.0,22887452672.0,22007076864.0,21158914048.0,20626438144.0,20049657856.0,20183484416.0,20665217024.0,20738680832.0,20767488000.0,21065211904.0,21219573760.0,21694728192.0,21561917440.0,21892157440.0,22082934784.0,21961246720.0,22235047936.0,22417244160.0,22564087808.0,22730153984.0,22893799424.0,23048392704.0,23214958592.0,23390173184.0,23545538560.0,23700692992.0,23852146688.0,24002969600.0,24135622656.0,24262838272.0,24387919872.0,24507955200.0,24625518592.0,24741957632.0,24856383488.0
Salem - OR,3293308928.0,3345343744.0,3423320576.0,3465625088.0,3514010112.0,3569269760.0,3677969664.0,3738776064.0,3791052288.0,3895427584.0,3962084352.0,4018014208.0,4097164288.0,4193593088.0,4282701824.0,4344973824.0,4523407872.0,4597167104.0,4669662208.0,4875709952.0,5065186816.0,5292016640.0,5515267072.0,5754590720.0,5824028672.0,5779391488.0,5634457600.0,5487873536.0,5349872128.0,5195049984.0,5429143040.0,5402140160.0,5397498368.0,5392987136.0,5420732416.0,5395389952.0,5639409664.0,5672555520.0,5700612096.0,5623002112.0,5685078016.0,5702742528.0,5712020992.0,5727583744.0,5752602112.0,5775927808.0,5816037888.0,5860411904.0,5901314048.0,5946245632.0,5994615808.0,6038728704.0,6083922432.0,6129089024.0,6174625792.0,6215991808.0,6256548864.0,6296948736.0,6336329216.0,6375634944.0,6415088640.0,6454566912.0
Salinas - CA,3160507136.0,3207417600.0,3415907072.0,3343787264.0,3415579904.0,3438138368.0,3558760960.0,3620147968.0,3695108864.0,3772539648.0,3823847680.0,3908377856.0,3950924800.0,4043648000.0,4128510208.0,4183499264.0,4249365760.0,4312024064.0,4440947200.0,4570673664.0,4787989504.0,5007221248.0,5283944448.0,5426844672.0,5487720960.0,5516172800.0,5364438528.0,5183602688.0,4920711680.0,4779436544.0,4689181184.0,4589139968.0,4588174336.0,4572724736.0,4614975488.0,4654259712.0,4683111936.0,4625501696.0,4666210304.0,4683434496.0,4712287744.0,4735744512.0,4722854400.0,4763325952.0,4792665600.0,4818920448.0,4859897344.0,4903902720.0,4943650304.0,4986407936.0,5032104448.0,5073379840.0,5115308032.0,5156969472.0,5198693376.0,5236296704.0,5272908288.0,5309160960.0,5344363008.0,5379275264.0,5414140416.0,5448958976.0
Salisbury - MD,658780544.0,663637184.0,663612416.0,665403008.0,670115520.0,674227392.0,680322624.0,686213248.0,691382848.0,697487296.0,700686528.0,703288128.0,763173248.0,755404288.0,748517696.0,742769984.0,767702592.0,773699264.0,790152320.0,817908864.0,722012800.0,760536576.0,791508928.0,817247296.0,822745536.0,822148864.0,804766016.0,856694144.0,808811072.0,737033728.0,720434176.0,708280768.0,706093312.0,710011136.0,722017664.0,725831680.0,739482368.0,744417728.0,748028480.0,721410240.0,722965376.0,724930560.0,725835008.0,727388672.0,731219520.0,734987264.0,740687808.0,746720768.0,752176448.0,758119360.0,764440512.0,770210880.0,775995008.0,781664960.0,787336640.0,792531328.0,797572800.0,802575232.0,807382144.0,812166912.0,816906560.0,821587456.0
Salt Lake City - UT,18545164288.0,18862583808.0,19121577984.0,19249125376.0,19805650944.0,19742777344.0,20228558848.0,20367087616.0,20631638016.0,21354024960.0,21842079744.0,22573918208.0,22954887168.0,23470446592.0,24240177152.0,24567480320.0,24834453504.0,25392807936.0,26100514816.0,27194472448.0,28628961280.0,30069098496.0,31991783424.0,33738903552.0,34504949760.0,34724839424.0,34204428288.0,32849356800.0,31791194112.0,30867113984.0,30055815168.0,29508093952.0,29431103488.0,29389664256.0,29340846080.0,29392218112.0,29613940736.0,30407051264.0,30351824896.0,30013001728.0,30256019456.0,30083332096.0,30258386944.0,29949216768.0,29865027584.0,29773133824.0,29869357056.0,30056239104.0,30245103616.0,30469365760.0,30720282624.0,30953367552.0,31195146240.0,31438227456.0,31687024640.0,31915286528.0,32139960320.0,32364326912.0,32583411712.0,32800417792.0,33017556992.0,33233614848.0
San Antonio - TX,26971404288.0,27266832384.0,27444076544.0,27497383936.0,27635701760.0,27944935424.0,28089485312.0,28001767424.0,28266782720.0,28821772288.0,29019879424.0,29429764096.0,29711699968.0,30109736960.0,30521663488.0,30599385088.0,30982361088.0,31545731072.0,32141428736.0,33080944640.0,34513862656.0,36570484736.0,38587609088.0,39692640256.0,40217886720.0,40503574528.0,39311282176.0,37614104576.0,36328120320.0,35081846784.0,33984051200.0,33659914240.0,33461649408.0,33478060032.0,33316020224.0,33051801600.0,33227722752.0,33293686784.0,32894992384.0,32198688768.0,32193556480.0,31988180992.0,32113883136.0,31923818496.0,32004974592.0,32033951744.0,32196169728.0,32435034112.0,32681426944.0,32952698880.0,33249271808.0,33517742080.0,33790492672.0,34060152832.0,34328502272.0,34570137600.0,34803625984.0,35033010176.0,35250757632.0,35465588736.0,35676950528.0,35884142592.0
San Diego - CA,79125561344.0,80414015488.0,81229242368.0,81770938368.0,83090538496.0,84911489024.0,86157107200.0,87053508608.0,88397021184.0,91031683072.0,92017844224.0,93163520000.0,94924808192.0,96993943552.0,98696093696.0,101149188096.0,102340878336.0,103749697536.0,107034714112.0,110809636864.0,115103031296.0,121192685568.0,127720194048.0,132314554368.0,135471366144.0,136910503936.0,133929492480.0,128883154944.0,124682248192.0,122541506560.0,119631503360.0,117378285568.0,117071028224.0,117303779328.0,117833039872.0,118492364800.0,119129661440.0,119738769408.0,119140990976.0,118672130048.0,118554714112.0,117915566080.0,118196805632.0,117768028160.0,117945352192.0,118009315328.0,118549430272.0,119308730368.0,120066449408.0,120944828416.0,121890627584.0,122790993920.0,123747803136.0,124710871040.0,125692002304.0,126599127040.0,127500738560.0,128401252352.0,129284685824.0,130177417216.0,131076759552.0,131978731520.0
San Francisco - CA,99876134912.0,101165285376.0,101802491904.0,102950322176.0,104486805504.0,106300710912.0,107463065600.0,108431368192.0,108757565440.0,111473352704.0,112280158208.0,114087804928.0,115620618240.0,117650120704.0,118351749120.0,117937422336.0,117888155648.0,115374653440.0,113286766592.0,114473238528.0,119555547136.0,126078263296.0,129641545728.0,131393781760.0,132345765888.0,130876669952.0,125178011648.0,120061001728.0,115443531776.0,111460073472.0,107116003328.0,104551505920.0,103985733632.0,102007857152.0,101704392704.0,101241667584.0,100830838784.0,101515206656.0,101854994432.0,101488312320.0,104484028416.0,106423459840.0,105140428800.0,107937439744.0,109153214464.0,110187397120.0,111337701376.0,112540024832.0,113566236672.0,114611806208.0,115680788480.0,116576854016.0,117450268672.0,118278955008.0,119084613632.0,119787192320.0,120452759552.0,121096347648.0,121709772800.0,122315382784.0,122911367168.0,123498012672.0
San Jose - CA,69949816832.0,70770122752.0,70718046208.0,71141056512.0,72391557120.0,74235650048.0,74058309632.0,74943348736.0,75591008256.0,77358530560.0,79710085120.0,79309012992.0,80312541184.0,83046776832.0,82720268288.0,83551256576.0,84055531520.0,83268911104.0,82424414208.0,83793698816.0,86961381376.0,91437203456.0,95110455296.0,96643645440.0,98587320320.0,100055605248.0,95968788480.0,91471110144.0,88278843392.0,82530344960.0,78917042176.0,76535267328.0,76366077952.0,77301710848.0,77011591168.0,78036099072.0,79245500416.0,82008399872.0,80636248064.0,80887160832.0,83198296064.0,84196392960.0,83532652544.0,85212364800.0,86179921920.0,86938107904.0,87822655488.0,88663285760.0,89391996928.0,90150019072.0,90932690944.0,91607711744.0,92279996416.0,92933046272.0,93581910016.0,94158069760.0,94714527744.0,95261564928.0,95786196992.0,96308707328.0,96825057280.0,97341874176.0
Santa Barbara - CA,4953245184.0,4994281472.0,5079227904.0,5104301056.0,5162744320.0,5253310464.0,5323736064.0,5371741184.0,5419863040.0,5552122368.0,5633203200.0,5786476544.0,5862603264.0,6059716096.0,6185038336.0,6225849344.0,6332457472.0,6355130880.0,6508417024.0,6840635904.0,7097359872.0,7471198208.0,7829376000.0,8059503104.0,8209890816.0,8232185344.0,8072417280.0,7828201984.0,7561261568.0,7377963520.0,7252044800.0,7100899840.0,7053135872.0,7092657664.0,7096472576.0,7160652800.0,7312160256.0,7397345280.0,7452649984.0,7376954880.0,7564931584.0,7605499392.0,7583788032.0,7647075328.0,7689292800.0,7727151104.0,7789999104.0,7858786816.0,7920206336.0,7987303936.0,8060190208.0,8125286912.0,8191861248.0,8257967104.0,8324315136.0,8383642624.0,8441437696.0,8498619904.0,8553971200.0,8608988160.0,8664014848.0,8718800896.0
Santa Rosa - CA,6356770304.0,6534735872.0,6805954560.0,6806234624.0,6908809216.0,7050249728.0,7187688960.0,7338178560.0,7451685888.0,7518668800.0,7391606272.0,7458890752.0,7708438528.0,7863749632.0,7878710784.0,7931388416.0,8007594496.0,8126922752.0,8333565952.0,8303971328.0,8524662272.0,9007836160.0,9340132352.0,9935627264.0,9916436480.0,9831632896.0,9482893312.0,9054047232.0,8647096320.0,8373895680.0,8062720512.0,7914710528.0,7873218048.0,7830892032.0,7883792384.0,7919752704.0,7963393536.0,8011793408.0,7956852736.0,7929616384.0,7661107712.0,7719552512.0,7689973248.0,7753362432.0,7786900992.0,7816772096.0,7870513664.0,7930655232.0,7985381376.0,8045818880.0,8111854592.0,8171612672.0,8232871424.0,8294018560.0,8355615744.0,8411172352.0,8465571840.0,8519649280.0,8572206080.0,8624640000.0,8677235712.0,8729814016.0
Sarasota - FL,8676626432.0,8819924992.0,8944596992.0,9094944768.0,9262946304.0,9409485824.0,9645745152.0,9780980736.0,9858485248.0,9979514880.0,10092173312.0,10264124416.0,10433205248.0,10576733184.0,10588888064.0,10867300352.0,11006099456.0,11089841152.0,11262550016.0,11800763392.0,12541846528.0,13552512000.0,14660767744.0,15609160704.0,15979187200.0,16178266112.0,15961415680.0,15577407488.0,14961345536.0,14315985920.0,13911665664.0,13823183872.0,13913478144.0,13769547776.0,13694478336.0,14034267136.0,14196362240.0,14127734784.0,13933115392.0,14081574912.0,14068852736.0,14044070912.0,14048950272.0,14032183296.0,14038876160.0,14070919168.0,14140394496.0,14234252288.0,14327248896.0,14435435520.0,14554446848.0,14664401920.0,14775914496.0,14885416960.0,14994534400.0,15092335616.0,15187378176.0,15281314816.0,15372105728.0,15462646784.0,15552018432.0,15640897536.0
Savannah - GA,5484016128.0,5531884032.0,5563253248.0,5645361152.0,5721794048.0,5826144256.0,5924043264.0,6020051968.0,6069318656.0,6263941632.0,6328541696.0,6311924736.0,6429651456.0,6563123200.0,6638654464.0,6780291584.0,6761661440.0,6936612864.0,7169412096.0,7317937152.0,7737958912.0,8346775040.0,8772013056.0,8943669248.0,9276607488.0,9500729344.0,9467753472.0,9273378816.0,9010579456.0,8797697024.0,8561205760.0,8438681600.0,8405224960.0,8418746368.0,8471235584.0,8634509312.0,8721394688.0,8744787968.0,8835375104.0,8901713920.0,8893272064.0,8875793408.0,8902431744.0,8869864448.0,8878235648.0,8902853632.0,8951646208.0,9015500800.0,9078224896.0,9150542848.0,9229064192.0,9301415936.0,9374802944.0,9446578176.0,9518106624.0,9582397440.0,9644923904.0,9706724352.0,9766507520.0,9826130944.0,9885453312.0,9944101888.0
Scranton - PA,770430720.0,763243776.0,756451136.0,753987008.0,759212928.0,768307840.0,779025344.0,791167552.0,776130432.0,795430016.0,800686016.0,810951936.0,816053952.0,796329984.0,811120320.0,820078336.0,865592576.0,874394560.0,899336512.0,927208384.0,965263232.0,1016024064.0,1049740992.0,1089273344.0,1122609280.0,1113498368.0,1081337472.0,1034512128.0,998965568.0,993662656.0,972341696.0,956745088.0,949456000.0,959290048.0,966124288.0,969247232.0,974345856.0,984985728.0,991626304.0,987409216.0,919494528.0,924300032.0,922018496.0,927214848.0,931712640.0,935949440.0,942565312.0,949465408.0,955563584.0,962216768.0,969269248.0,975615488.0,981966208.0,988204672.0,994428352.0,1000043392.0,1005468928.0,1010810624.0,1015957440.0,1021079808.0,1026138880.0,1031125248.0
Seattle - WA,109821657088.0,110971256832.0,112995631104.0,114057609216.0,116624211968.0,119092068352.0,120216322048.0,120785338368.0,123249516544.0,126344781824.0,127219613696.0,129874698240.0,132783464448.0,136712183808.0,139602116608.0,145052450816.0,146993643520.0,147731316736.0,149953724416.0,152315740160.0,159146770432.0,168906145792.0,177585438720.0,181022867456.0,184105238528.0,185101123584.0,179015614464.0,172332040192.0,166644187136.0,162010644480.0,157338320896.0,153789218816.0,153396559872.0,153620676608.0,152122490880.0,151784407040.0,153526697984.0,154852589568.0,152783650816.0,151003430912.0,150310518784.0,150451011584.0,150679388160.0,150409854976.0,150842441728.0,151157800960.0,152093655040.0,153214976000.0,154299645952.0,155504181248.0,156823781376.0,158003838976.0,159205556224.0,160392527872.0,161584480256.0,162663432192.0,163717120000.0,164768202752.0,165795790848.0,166827933696.0,167860666368.0,168894939136.0
Shreveport - LA,1550442752.0,1553912832.0,1550409600.0,1568433536.0,1576513152.0,1583258880.0,1561278336.0,1579537920.0,1526948480.0,1568749696.0,1581989376.0,1565879552.0,1772429312.0,1780824064.0,1866602880.0,1798828032.0,1817057920.0,1830344960.0,1866542080.0,1833809408.0,1914614656.0,1951249920.0,1984911616.0,2014076800.0,2038234496.0,2024059264.0,1973809152.0,1880620544.0,1836227968.0,1791167872.0,1735503616.0,1704998784.0,1699870208.0,1721380736.0,1735072768.0,1743495296.0,1775299200.0,1796814336.0,1799381504.0,1789232384.0,1803473024.0,1808535424.0,1811431424.0,1809486976.0,1813795968.0,1819646592.0,1830877696.0,1844194688.0,1857501056.0,1872268032.0,1887880448.0,1902534528.0,1917240064.0,1931462144.0,1945473920.0,1958218880.0,1970348544.0,1982222336.0,1993619712.0,2004876416.0,2015747200.0,2026392960.0
Spokane - WA,4662354432.0,4648105472.0,4746440704.0,4887699456.0,4943911424.0,5064431104.0,5195338752.0,5127570944.0,5224503808.0,5309816832.0,5416472576.0,5506023936.0,5649656832.0,5734761472.0,5837573120.0,6046872064.0,6198636032.0,6325350400.0,6515482624.0,6811456512.0,7259070976.0,7609309184.0,7925826560.0,8207949824.0,8286837248.0,8323160576.0,8229631488.0,7922486784.0,7716018688.0,7522287616.0,7444105216.0,7438466048.0,7432589824.0,7470239744.0,7489150464.0,7393374208.0,7495427584.0,7551115776.0,7724698624.0,7745008640.0,8259772416.0,8295495680.0,8277862912.0,8327349760.0,8354817024.0,8381129728.0,8431957504.0,8490249216.0,8544084992.0,8604298240.0,8670393344.0,8730743808.0,8792753152.0,8854542336.0,8917307392.0,8974254080.0,9030179840.0,9085985792.0,9140385792.0,9194816512.0,9249158144.0,9303246848.0
Springfield - MA,1244020352.0,1257006336.0,1266293120.0,1281904256.0,1289698048.0,1320679168.0,1332797696.0,1346443264.0,1361633920.0,1393658240.0,1403540608.0,1404848896.0,1429558528.0,1443462144.0,1469951872.0,1501272448.0,1531875072.0,1564486144.0,1612084608.0,1664856960.0,1729486208.0,1809704320.0,1876616832.0,1930970496.0,1959394048.0,1971592704.0,1944738944.0,1893814272.0,1841600512.0,1816833152.0,1789308544.0,1804291072.0,1803165952.0,1811404672.0,1896821120.0,1924950656.0,1954327808.0,1986419584.0,2007576448.0,2033993728.0,2046447232.0,2066233472.0,2058032640.0,2077180160.0,2091269632.0,2104420096.0,2123187200.0,2142341888.0,2159345152.0,2177584384.0,2196775168.0,2214195456.0,2231727104.0,2249038848.0,2266332928.0,2282116352.0,2297480960.0,2312601856.0,2327290624.0,2341955840.0,2356386560.0,2370759680.0
Springfield - MO,1790319104.0,1798481152.0,1796158464.0,1804546816.0,1815289472.0,1860162304.0,1882065024.0,1875188864.0,1897280256.0,1919514496.0,1964909824.0,1969930880.0,2072246016.0,2078342656.0,2106844800.0,2127908096.0,2169290752.0,2208056576.0,2240407808.0,2323124992.0,2399370752.0,2546156800.0,2629635584.0,2692369152.0,2729680640.0,2736666112.0,2671172352.0,2593927424.0,2515279616.0,2450575616.0,2397290496.0,2384193024.0,2503651840.0,2503944704.0,2522831872.0,2538276608.0,2554895360.0,3327463168.0,3203806976.0,3213570304.0,3212442368.0,3235689984.0,3223030784.0,3244577280.0,3257865984.0,3271163136.0,3292736768.0,3316584704.0,3337787136.0,3361525248.0,3387421696.0,3411049216.0,3435053568.0,3458830080.0,3482383104.0,3503436032.0,3523651072.0,3543316736.0,3562216448.0,3580709632.0,3598841344.0,3616818176.0
Stamford - CT,12449076224.0,12585312256.0,12509895680.0,12622892032.0,12546833408.0,12768484352.0,12894888960.0,12842935296.0,12969266176.0,13074104320.0,13038869504.0,13077638144.0,13184322560.0,13527872512.0,13634555904.0,13703887872.0,13864606720.0,14042432512.0,14375720960.0,14790683648.0,15244568576.0,15769406464.0,16120946688.0,16517911552.0,16776547328.0,17180864512.0,16587534336.0,15789272064.0,15292075008.0,14989206528.0,14567764992.0,14307861504.0,14313812992.0,14415468544.0,14623138816.0,14812234752.0,14962511872.0,15017195520.0,15013082112.0,14935372800.0,15081625600.0,14967530496.0,15107554304.0,14808273920.0,14705243136.0,14622609408.0,14632813568.0,14695950336.0,14764043264.0,14846287872.0,14945866752.0,15039323136.0,15138483200.0,15239477248.0,15343210496.0,15436258304.0,15527438336.0,15617346560.0,15704222720.0,15789945856.0,15873942528.0,15956773888.0
