Market,2026 Q2 EST,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4,2036 Q1
Boise - ID,1,0.9942528735632183,0.9885057471264368,0.9942528735632183,1.0,1.0,1.0,1.0114942528735633,1.0229885057471264,1.0229885057471264,1.0229885057471264,1.0344827586206897,1.0459770114942528,1.0459770114942528,1.0402298850574714,1.0517241379310345,1.0632183908045978,1.0632183908045978,1.0632183908045978,1.0747126436781609,1.086206896551724,1.086206896551724,1.086206896551724,1.0977011494252873,1.1091954022988506,1.1091954022988506,1.1091954022988506,1.1206896551724137,1.1379310344827587,1.1379310344827587,1.1379310344827587,1.1494252873563218,1.160919540229885,1.160919540229885,1.160919540229885,1.1724137931034484,1.189655172413793,1.189655172413793,1.1839080459770115,1.1954022988505748
Boston - MA,1,0.9940298507462687,0.9850746268656716,1.0,1.0149253731343284,1.008955223880597,1.0029850746268656,1.017910447761194,1.035820895522388,1.0298507462686568,1.0238805970149254,1.0417910447761194,1.0567164179104478,1.0507462686567164,1.044776119402985,1.0597014925373134,1.0776119402985074,1.071641791044776,1.0656716417910448,1.0805970149253732,1.0985074626865672,1.0925373134328358,1.0865671641791046,1.1044776119402986,1.1194029850746268,1.1134328358208956,1.1074626865671642,1.1253731343283582,1.1432835820895522,1.137313432835821,1.1313432835820896,1.1492537313432836,1.164179104477612,1.1582089552238806,1.1522388059701492,1.1701492537313432,1.1880597014925374,1.182089552238806,1.1761194029850746,1.1940298507462686
Brownsville-Harlingen - TX,1,1.0,0.9909090909090909,1.0,1.0,1.0,1.0,1.009090909090909,1.0181818181818183,1.0181818181818183,1.0181818181818183,1.0272727272727271,1.0363636363636362,1.0363636363636362,1.0454545454545452,1.0454545454545452,1.0545454545454545,1.0545454545454545,1.0636363636363635,1.0727272727272725,1.0727272727272725,1.0818181818181818,1.0818181818181818,1.0909090909090908,1.0999999999999999,1.0999999999999999,1.109090909090909,1.109090909090909,1.1181818181818182,1.1272727272727272,1.1272727272727272,1.1363636363636362,1.1454545454545453,1.1454545454545453,1.1545454545454545,1.1636363636363636,1.1727272727272726,1.1727272727272726,1.1727272727272726,1.1818181818181817
Buffalo - NY,1,0.9937888198757764,0.9937888198757764,1.0,1.012422360248447,1.012422360248447,1.012422360248447,1.0248447204968942,1.031055900621118,1.0372670807453415,1.0372670807453415,1.0496894409937887,1.0559006211180124,1.0559006211180124,1.062111801242236,1.0683229813664596,1.0745341614906831,1.0807453416149067,1.0807453416149067,1.0931677018633539,1.0993788819875776,1.0993788819875776,1.105590062111801,1.1118012422360248,1.1180124223602483,1.124223602484472,1.124223602484472,1.1366459627329193,1.1428571428571428,1.1428571428571428,1.1490683229813665,1.15527950310559,1.167701863354037,1.167701863354037,1.167701863354037,1.1801242236024843,1.186335403726708,1.1925465838509315,1.1925465838509315,1.2049689440993787
Canton - OH,1,1.0,0.9912280701754386,1.0,1.0087719298245614,1.0087719298245614,1.0175438596491229,1.0175438596491229,1.0263157894736843,1.0350877192982457,1.0350877192982457,1.0438596491228072,1.0526315789473684,1.0526315789473684,1.0614035087719298,1.0614035087719298,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.087719298245614,1.0964912280701755,1.0964912280701755,1.105263157894737,1.105263157894737,1.1140350877192984,1.1228070175438598,1.1228070175438598,1.1315789473684212,1.1403508771929827,1.1403508771929827,1.1403508771929827,1.149122807017544,1.1578947368421053,1.1578947368421053,1.1578947368421053,1.1666666666666667,1.1754385964912282,1.1754385964912282,1.1842105263157896,1.1842105263157896
Charleston - SC,1,0.9946524064171123,0.9839572192513368,0.9893048128342246,1.0,1.0,0.9946524064171123,1.0053475935828875,1.0213903743315507,1.0213903743315507,1.016042780748663,1.032085561497326,1.0481283422459893,1.0481283422459893,1.0427807486631016,1.0588235294117647,1.06951871657754,1.06951871657754,1.0641711229946524,1.0802139037433154,1.0909090909090908,1.0909090909090908,1.085561497326203,1.1016042780748663,1.1176470588235292,1.1122994652406417,1.1122994652406417,1.1283422459893047,1.1443850267379678,1.13903743315508,1.1336898395721926,1.1497326203208555,1.1657754010695187,1.1657754010695187,1.160427807486631,1.1764705882352942,1.192513368983957,1.192513368983957,1.1871657754010696,1.2032085561497325
Charlotte - NC,1,0.9938650306748468,0.98159509202454,0.9877300613496933,0.9938650306748468,0.9877300613496933,0.98159509202454,0.9938650306748468,1.0061349693251533,1.0061349693251533,1.0,1.0122699386503067,1.0245398773006136,1.0184049079754602,1.0184049079754602,1.030674846625767,1.0368098159509203,1.0368098159509203,1.0368098159509203,1.049079754601227,1.0613496932515338,1.0552147239263805,1.0552147239263805,1.0674846625766872,1.0797546012269938,1.0797546012269938,1.0797546012269938,1.0920245398773007,1.1042944785276074,1.1042944785276074,1.098159509202454,1.1165644171779143,1.128834355828221,1.128834355828221,1.1226993865030677,1.1349693251533743,1.1533742331288344,1.147239263803681,1.147239263803681,1.1595092024539877
Chattanooga - TN,1,0.9929078014184397,0.9858156028368794,0.9929078014184397,1.0,1.0,1.0,1.0070921985815602,1.0212765957446808,1.0212765957446808,1.0212765957446808,1.0354609929078014,1.049645390070922,1.049645390070922,1.049645390070922,1.0567375886524824,1.070921985815603,1.070921985815603,1.070921985815603,1.0780141843971631,1.0921985815602837,1.0921985815602837,1.0921985815602837,1.0992907801418441,1.1134751773049647,1.1134751773049647,1.1134751773049647,1.1276595744680853,1.1418439716312059,1.1418439716312059,1.1418439716312059,1.148936170212766,1.1631205673758864,1.1631205673758864,1.1631205673758864,1.177304964539007,1.1914893617021276,1.1914893617021276,1.1914893617021276,1.198581560283688
Chicago - IL,1,0.9958158995815899,0.9958158995815899,1.01255230125523,1.0251046025104602,1.0167364016736402,1.0167364016736402,1.0292887029288702,1.0418410041841004,1.0376569037656904,1.0334728033472804,1.0502092050209204,1.0627615062761506,1.0585774058577404,1.0543933054393304,1.0669456066945606,1.0794979079497908,1.0753138075313806,1.0711297071129706,1.0836820083682006,1.096234309623431,1.0920502092050208,1.0878661087866108,1.104602510460251,1.117154811715481,1.108786610878661,1.104602510460251,1.1213389121338913,1.1338912133891212,1.1297071129707112,1.1255230125523012,1.1380753138075315,1.1548117154811715,1.1464435146443515,1.1422594142259415,1.1589958158995814,1.1715481171548117,1.1673640167364017,1.1589958158995814,1.1757322175732217
Cincinnati - OH,1,1.0,0.993421052631579,0.993421052631579,1.006578947368421,1.006578947368421,1.006578947368421,1.0197368421052633,1.0328947368421053,1.0328947368421053,1.0394736842105263,1.0526315789473684,1.0657894736842106,1.0657894736842106,1.0657894736842106,1.0789473684210527,1.0921052631578947,1.0921052631578947,1.0986842105263157,1.1052631578947367,1.118421052631579,1.125,1.125,1.138157894736842,1.144736842105263,1.1513157894736843,1.1513157894736843,1.1644736842105263,1.1776315789473684,1.1776315789473684,1.1776315789473684,1.1907894736842106,1.2039473684210527,1.2039473684210527,1.2039473684210527,1.2171052631578947,1.230263157894737,1.230263157894737,1.230263157894737,1.2434210526315788
Cleveland - OH,1,0.9932885906040269,0.9932885906040269,1.0,1.0067114093959733,1.0067114093959733,1.0134228187919463,1.0201342281879195,1.0335570469798658,1.0335570469798658,1.0402684563758389,1.0536912751677854,1.0671140939597317,1.0671140939597317,1.0738255033557047,1.080536912751678,1.093959731543624,1.093959731543624,1.093959731543624,1.1073825503355703,1.1208053691275168,1.1208053691275168,1.1208053691275168,1.1342281879194631,1.1476510067114094,1.1476510067114094,1.1476510067114094,1.1543624161073824,1.167785234899329,1.167785234899329,1.167785234899329,1.1812080536912752,1.1946308724832215,1.1946308724832215,1.1946308724832215,1.2013422818791946,1.214765100671141,1.214765100671141,1.214765100671141,1.2281879194630874
Colorado Springs - CO,1,0.9883040935672515,0.9766081871345029,0.9824561403508771,0.9941520467836257,0.9883040935672515,0.9824561403508771,0.9883040935672515,1.0058479532163742,1.0,0.9941520467836257,1.0058479532163742,1.023391812865497,1.0175438596491229,1.0116959064327486,1.023391812865497,1.0350877192982457,1.0350877192982457,1.0292397660818713,1.04093567251462,1.0526315789473684,1.0526315789473684,1.0467836257309941,1.0584795321637428,1.0701754385964912,1.0701754385964912,1.064327485380117,1.0760233918128657,1.0935672514619883,1.087719298245614,1.0818713450292399,1.0994152046783625,1.1111111111111112,1.1111111111111112,1.1052631578947367,1.1169590643274854,1.1345029239766082,1.1286549707602338,1.1228070175438596,1.1403508771929824
Columbia - SC,1,0.9926470588235294,0.9852941176470588,0.9926470588235294,1.0,1.0,1.0,1.0073529411764706,1.0220588235294117,1.0220588235294117,1.0220588235294117,1.0294117647058822,1.0441176470588234,1.0441176470588234,1.0441176470588234,1.051470588235294,1.0661764705882353,1.0661764705882353,1.0661764705882353,1.0735294117647058,1.088235294117647,1.088235294117647,1.0808823529411764,1.0955882352941175,1.1102941176470587,1.1102941176470587,1.1102941176470587,1.125,1.1323529411764706,1.1323529411764706,1.1323529411764706,1.1470588235294117,1.1617647058823528,1.1544117647058822,1.1544117647058822,1.1691176470588236,1.1838235294117647,1.1838235294117647,1.1764705882352942,1.1911764705882353
Columbus - OH,1,0.9932432432432432,0.9864864864864865,1.0,1.0067567567567568,1.0067567567567568,1.0067567567567568,1.0202702702702704,1.0337837837837838,1.027027027027027,1.0337837837837838,1.0472972972972974,1.060810810810811,1.060810810810811,1.060810810810811,1.0675675675675675,1.0810810810810811,1.0810810810810811,1.0810810810810811,1.0945945945945947,1.1081081081081081,1.1081081081081081,1.1081081081081081,1.1216216216216215,1.135135135135135,1.135135135135135,1.135135135135135,1.1486486486486487,1.162162162162162,1.162162162162162,1.162162162162162,1.1756756756756757,1.1891891891891893,1.1891891891891893,1.1891891891891893,1.2027027027027026,1.2162162162162162,1.2162162162162162,1.2162162162162162,1.2297297297297298
Corpus Christi - TX,1,0.9850746268656716,0.9776119402985074,0.9850746268656716,0.9850746268656716,0.9850746268656716,0.9850746268656716,0.9925373134328358,1.0,1.0,1.0,1.007462686567164,1.0149253731343284,1.0149253731343284,1.0149253731343284,1.0223880597014925,1.0298507462686566,1.0298507462686566,1.0298507462686566,1.0373134328358207,1.044776119402985,1.044776119402985,1.044776119402985,1.052238805970149,1.0671641791044775,1.0671641791044775,1.0597014925373134,1.0746268656716418,1.0820895522388059,1.0820895522388059,1.0820895522388059,1.08955223880597,1.1044776119402984,1.0970149253731343,1.0970149253731343,1.1119402985074627,1.1194029850746268,1.1194029850746268,1.1194029850746268,1.126865671641791
Dallas-Fort Worth - TX,1,0.9881656804733727,0.9822485207100592,0.9881656804733727,0.9940828402366864,0.9940828402366864,0.9881656804733727,1.0,1.0118343195266273,1.017751479289941,1.0118343195266273,1.0236686390532546,1.0414201183431953,1.0355029585798816,1.0355029585798816,1.047337278106509,1.0591715976331362,1.0591715976331362,1.0532544378698225,1.0710059171597635,1.0828402366863905,1.0828402366863905,1.076923076923077,1.0946745562130178,1.106508875739645,1.106508875739645,1.1005917159763314,1.1183431952662721,1.1301775147928994,1.1301775147928994,1.1301775147928994,1.1420118343195267,1.153846153846154,1.153846153846154,1.153846153846154,1.165680473372781,1.183431952662722,1.183431952662722,1.1775147928994083,1.1952662721893492
Dayton - OH,1,1.0,0.9926470588235294,1.0,1.0073529411764706,1.0147058823529411,1.0147058823529411,1.0220588235294117,1.0294117647058822,1.0294117647058822,1.0294117647058822,1.0441176470588234,1.051470588235294,1.051470588235294,1.051470588235294,1.0588235294117645,1.0735294117647058,1.0735294117647058,1.0735294117647058,1.0808823529411764,1.088235294117647,1.088235294117647,1.088235294117647,1.102941176470588,1.1102941176470587,1.1102941176470587,1.1102941176470587,1.1176470588235294,1.1323529411764706,1.1323529411764706,1.1323529411764706,1.1397058823529411,1.1470588235294117,1.1470588235294117,1.1470588235294117,1.1544117647058822,1.1691176470588236,1.1691176470588236,1.1691176470588236,1.1764705882352942
Daytona Beach - FL,1,1.0,0.9935897435897436,0.9935897435897436,1.0,1.0064102564102564,1.0064102564102564,1.0128205128205128,1.0256410256410258,1.0256410256410258,1.0256410256410258,1.0384615384615385,1.051282051282051,1.051282051282051,1.051282051282051,1.064102564102564,1.0705128205128205,1.0705128205128205,1.0769230769230769,1.0833333333333333,1.096153846153846,1.096153846153846,1.096153846153846,1.108974358974359,1.1153846153846154,1.1217948717948718,1.1217948717948718,1.1346153846153846,1.141025641025641,1.1474358974358974,1.1474358974358974,1.1602564102564104,1.1666666666666667,1.1730769230769231,1.1730769230769231,1.1794871794871795,1.1923076923076923,1.1987179487179487,1.1987179487179487,1.205128205128205
Denver - CO,1,0.9853658536585367,0.9707317073170733,0.9804878048780488,0.9951219512195123,0.9902439024390244,0.9804878048780488,0.9951219512195123,1.0097560975609756,1.0097560975609756,1.0,1.0195121951219512,1.0341463414634149,1.0292682926829269,1.024390243902439,1.0390243902439025,1.0536585365853661,1.048780487804878,1.0439024390243905,1.0585365853658537,1.078048780487805,1.0731707317073174,1.0682926829268293,1.082926829268293,1.102439024390244,1.0975609756097562,1.0926829268292686,1.1073170731707318,1.126829268292683,1.1219512195121952,1.1170731707317074,1.1317073170731708,1.151219512195122,1.1463414634146343,1.1414634146341465,1.1609756097560977,1.180487804878049,1.1756097560975611,1.1658536585365855,1.1853658536585368
Des Moines - IA,1,1.0,0.9922480620155039,1.0,1.0077519379844961,1.0077519379844961,1.0155038759689923,1.0232558139534884,1.0310077519379846,1.0310077519379846,1.0310077519379846,1.0387596899224807,1.054263565891473,1.054263565891473,1.054263565891473,1.062015503875969,1.069767441860465,1.069767441860465,1.069767441860465,1.0775193798449612,1.0930232558139534,1.0852713178294573,1.0930232558139534,1.1007751937984496,1.1085271317829457,1.1085271317829457,1.1085271317829457,1.1162790697674418,1.1317829457364341,1.124031007751938,1.124031007751938,1.1395348837209303,1.1472868217054264,1.1472868217054264,1.1472868217054264,1.1550387596899225,1.1627906976744187,1.1627906976744187,1.1627906976744187,1.1782945736434107
Detroit - MI,1,1.0,0.9931972789115646,1.0,1.0136054421768708,1.0136054421768708,1.0068027210884354,1.0204081632653061,1.034013605442177,1.034013605442177,1.034013605442177,1.0408163265306123,1.054421768707483,1.054421768707483,1.054421768707483,1.0680272108843538,1.0748299319727892,1.0816326530612246,1.0748299319727892,1.08843537414966,1.1020408163265307,1.1020408163265307,1.1020408163265307,1.1088435374149659,1.1224489795918366,1.1224489795918366,1.1224489795918366,1.1360544217687074,1.1496598639455782,1.1496598639455782,1.1428571428571428,1.1564625850340136,1.1700680272108843,1.1700680272108843,1.1700680272108843,1.183673469387755,1.1972789115646258,1.1972789115646258,1.1904761904761905,1.2040816326530612
Durham - NC,1,0.9877300613496933,0.9754601226993866,0.98159509202454,0.9938650306748468,0.9877300613496933,0.9877300613496933,1.0,1.0122699386503067,1.0122699386503067,1.0061349693251533,1.0245398773006136,1.0368098159509203,1.0368098159509203,1.030674846625767,1.0429447852760736,1.0613496932515338,1.0552147239263805,1.049079754601227,1.0613496932515338,1.0797546012269938,1.0736196319018405,1.0736196319018405,1.0858895705521474,1.098159509202454,1.098159509202454,1.0920245398773007,1.1104294478527608,1.1226993865030677,1.1226993865030677,1.1165644171779143,1.128834355828221,1.147239263803681,1.1411042944785277,1.1411042944785277,1.1533742331288344,1.1717791411042946,1.165644171779141,1.165644171779141,1.177914110429448
East Bay - CA,1,1.0031746031746032,1.0063492063492063,1.0285714285714287,1.0444444444444445,1.0412698412698413,1.0380952380952382,1.0571428571428572,1.0698412698412698,1.0666666666666667,1.0634920634920635,1.0793650793650793,1.0920634920634922,1.088888888888889,1.0857142857142856,1.1015873015873017,1.1142857142857143,1.107936507936508,1.1047619047619048,1.1206349206349207,1.1333333333333333,1.1301587301587301,1.126984126984127,1.142857142857143,1.1555555555555557,1.1492063492063493,1.146031746031746,1.161904761904762,1.1746031746031746,1.1682539682539683,1.1682539682539683,1.1841269841269841,1.1968253968253968,1.1904761904761905,1.1873015873015873,1.2031746031746031,1.215873015873016,1.2095238095238097,1.2095238095238097,1.2253968253968255
El Paso - TX,1,1.0,0.9844961240310077,0.9922480620155039,1.0,1.0,1.0,1.0,1.0155038759689923,1.0155038759689923,1.0155038759689923,1.0232558139534884,1.0387596899224807,1.0387596899224807,1.0387596899224807,1.0465116279069768,1.054263565891473,1.062015503875969,1.062015503875969,1.069767441860465,1.0775193798449612,1.0852713178294573,1.0775193798449612,1.0930232558139534,1.1007751937984496,1.1085271317829457,1.1085271317829457,1.1162790697674418,1.124031007751938,1.1317829457364341,1.1317829457364341,1.1395348837209303,1.1472868217054264,1.1550387596899225,1.1550387596899225,1.1627906976744187,1.1782945736434107,1.1782945736434107,1.1782945736434107,1.1860465116279069
Fayetteville - NC,1,1.0,0.991869918699187,1.0,1.008130081300813,1.008130081300813,1.0,1.016260162601626,1.024390243902439,1.024390243902439,1.024390243902439,1.0406504065040652,1.048780487804878,1.048780487804878,1.048780487804878,1.0650406504065042,1.0731707317073171,1.0731707317073171,1.0731707317073171,1.0894308943089432,1.0975609756097562,1.0975609756097562,1.0975609756097562,1.1056910569105691,1.121951219512195,1.121951219512195,1.121951219512195,1.1300813008130082,1.146341463414634,1.146341463414634,1.146341463414634,1.1544715447154472,1.170731707317073,1.170731707317073,1.170731707317073,1.1788617886178863,1.1951219512195121,1.1951219512195121,1.1951219512195121,1.2032520325203253
Flint - MI,1,1.0,0.9914529914529915,1.0,1.0085470085470085,1.0085470085470085,1.0085470085470085,1.017094017094017,1.0256410256410258,1.0341880341880343,1.0341880341880343,1.0427350427350428,1.0512820512820513,1.0512820512820513,1.0512820512820513,1.0598290598290598,1.0683760683760684,1.0683760683760684,1.0683760683760684,1.076923076923077,1.0940170940170941,1.0940170940170941,1.0940170940170941,1.1025641025641026,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1196581196581197,1.1282051282051284,1.1282051282051284,1.1282051282051284,1.136752136752137,1.1452991452991454,1.1452991452991454,1.1452991452991454,1.153846153846154,1.1623931623931625,1.170940170940171,1.1623931623931625,1.170940170940171
Fort Lauderdale - FL,1,0.991701244813278,0.987551867219917,0.991701244813278,1.0,0.9958506224066389,0.9958506224066389,1.008298755186722,1.016597510373444,1.016597510373444,1.016597510373444,1.0290456431535269,1.0414937759336098,1.0414937759336098,1.0414937759336098,1.053941908713693,1.062240663900415,1.062240663900415,1.062240663900415,1.0746887966804979,1.0871369294605808,1.0871369294605808,1.0871369294605808,1.0995850622406638,1.1078838174273857,1.1078838174273857,1.112033195020747,1.1244813278008299,1.1327800829875518,1.1327800829875518,1.1369294605809128,1.1493775933609958,1.1618257261410787,1.1576763485477177,1.1618257261410787,1.1742738589211619,1.1867219917012446,1.1867219917012446,1.1867219917012446,1.1991701244813278
