Market,2026 Q2 EST,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4
Baton Rouge - LA,70931.8515625,71251.796875,71619.578125,72322.046875,73114.0703125,74019.421875,74896.59375,75736.7265625,76571.96875,77355.4296875,78143.2578125,78941.8515625,79743.1015625,80569.296875,81399.1015625,82220.2109375,83034.8515625,83838.359375,84632.921875,85419.25,86196.03125,86971.3984375,87749.5234375,88529.4765625,89316.8671875,90104.5234375,90900.90625,91709.0703125,92522.921875,93344.328125,94157.546875,94960.0,95748.296875,96518.8203125,97274.9609375,98018.453125,98750.21875,99474.59375,100196.359375
Beaumont - TX,69157.5390625,69579.7421875,70054.6484375,70725.9765625,71454.84375,72246.65625,73021.5,73790.3203125,74562.4765625,75314.4921875,76078.2265625,76869.3125,77676.5625,78509.21875,79354.1328125,80200.4765625,81053.390625,81911.53125,82775.6875,83642.046875,84510.296875,85382.546875,86261.5078125,87146.59375,88041.3828125,88941.546875,89850.5,90774.9609375,91705.4609375,92643.8125,93579.9765625,94505.3828125,95424.6796875,96334.4921875,97236.71875,98129.9609375,99016.7421875,99900.65625,100785.296875
Birmingham - AL,77519.65625,77654.59375,77996.0078125,78663.671875,79431.6875,80319.0703125,81182.2109375,82012.0625,82836.4609375,83604.1796875,84376.453125,85163.046875,85952.9765625,86771.6484375,87597.5078125,88417.59375,89234.4375,90043.2109375,90847.34375,91648.359375,92446.46875,93248.0234375,94055.3203125,94867.4296875,95688.109375,96510.5234375,97342.5,98188.140625,99039.53125,99898.90625,100752.1015625,101598.8671875,102437.890625,103265.9765625,104086.5703125,104898.15625,105701.5234375,106501.6875,107302.53125
Boise - ID,92630.75,92998.9296875,93478.390625,94380.96875,95423.5078125,96610.6875,97761.0078125,98848.8125,99921.53125,100926.390625,101928.4609375,102939.0703125,103946.7109375,104978.8671875,106015.6796875,107045.5390625,108071.2109375,109088.1015625,110099.6328125,111105.4765625,112108.4765625,113115.390625,114131.78125,115156.5625,116192.5703125,117231.9921875,118282.3203125,119348.171875,120420.6015625,121504.453125,122583.2421875,123649.65625,124701.9921875,125734.25,126750.0703125,127752.53125,128743.46875,129728.90625,130713.390625
Boston - MA,121854.5,122448.5703125,123213.796875,124475.953125,125875.296875,127423.0390625,128934.75,130393.4921875,131847.40625,133237.1875,134632.671875,136044.046875,137458.921875,138904.125,140355.5,141794.625,143225.890625,144644.609375,146055.3125,147460.203125,148855.953125,150251.546875,151652.0,153057.796875,154475.53125,155897.0,157331.921875,158783.984375,160244.734375,161717.875,163184.3125,164627.671875,166050.46875,167446.5625,168819.796875,170181.859375,171530.953125,172874.765625,174219.765625
Brownsville-Harlingen - TX,56251.05859375,56494.30078125,56838.16015625,57364.48046875,57937.890625,58586.05078125,59223.1796875,59851.6484375,60482.7109375,61086.21875,61699.5703125,62340.421875,62994.1796875,63675.078125,64370.37890625,65063.5703125,65760.109375,66456.1171875,67151.4765625,67845.5703125,68538.96875,69235.8671875,69938.8671875,70647.2265625,71365.7421875,72089.03125,72823.078125,73572.609375,74328.71875,75092.9609375,75854.3671875,76609.3984375,77358.7109375,78099.6328125,78834.5625,79560.5078125,80280.1171875,80997.2734375,81714.9375
Buffalo - NY,75253.2109375,75702.609375,76165.7109375,76856.671875,77589.578125,78394.6875,79172.0234375,79942.1484375,80713.1484375,81447.703125,82188.75,82949.328125,83718.9609375,84514.75,85320.84375,86121.0234375,86917.6875,87708.7109375,88496.7578125,89284.34375,90071.7265625,90863.28125,91662.40625,92464.96875,93275.8984375,94090.1328125,94912.7578125,95749.671875,96592.1484375,97442.8125,98288.96875,99123.5078125,99947.9609375,100756.921875,101552.5234375,102334.7890625,103104.9765625,103868.328125,104629.09375
Canton - OH,72613.4375,72679.828125,72925.8828125,73474.1796875,74115.453125,74850.921875,75575.0078125,76279.1796875,76984.6796875,77658.046875,78339.4375,79045.0390625,79758.2734375,80493.8671875,81234.1328125,81967.46875,82698.8203125,83425.140625,84151.4921875,84875.671875,85599.4765625,86327.5078125,87061.1328125,87799.59375,88546.25,89295.171875,90052.4375,90822.6171875,91597.453125,92378.7734375,93155.2109375,93923.2578125,94683.9296875,95433.96875,96175.3515625,96905.75,97626.15625,98341.46875,99055.453125
Charleston - SC,93222.65625,93382.28125,93694.71875,94349.7109375,95146.609375,96087.0,97021.8203125,97931.421875,98836.8203125,99695.890625,100560.5625,101441.7734375,102328.8828125,103241.53125,104161.1015625,105074.2421875,105984.859375,106890.15625,107793.171875,108701.6171875,109614.46875,110537.15625,111471.171875,112409.328125,113354.5390625,114300.7890625,115254.578125,116221.4609375,117194.09375,118174.3828125,119149.3203125,120104.9765625,121045.7578125,121967.1796875,122871.5234375,123764.3984375,124646.40625,125522.6015625,126398.4296875
Charlotte - NC,89229.359375,89658.3671875,90061.1875,90782.921875,91610.4296875,92545.3203125,93471.71875,94368.6484375,95260.3828125,96106.6875,96952.046875,97810.25,98671.0390625,99552.6484375,100440.1015625,101322.2734375,102202.7109375,103078.1796875,103950.5234375,104822.09375,105692.4765625,106566.28125,107445.5234375,108327.3671875,109216.6171875,110108.953125,111009.5,111923.09375,112842.03125,113768.0703125,114688.9296875,115599.21875,116502.2734375,117394.6796875,118279.9921875,119158.25,120030.0390625,120900.6015625,121772.65625
Chattanooga - TN,77835.828125,78138.0390625,78514.046875,79194.4296875,79955.4921875,80831.796875,81685.0625,82513.0078125,83333.96875,84101.0234375,84871.03125,85656.203125,86443.640625,87256.578125,88075.2890625,88887.8828125,89696.6875,90498.25,91295.3828125,92086.5,92874.40625,93664.328125,94458.6484375,95257.109375,96063.2109375,96869.703125,97685.40625,98514.703125,99348.359375,100188.8515625,101021.5703125,101848.7890625,102669.1171875,103479.28125,104283.4375,105076.7578125,105860.8828125,106640.6015625,107418.9765625
Chicago - IL,94830.65625,95193.796875,95695.0234375,96569.671875,97587.4296875,98740.953125,99884.359375,100995.203125,102103.8828125,103170.1328125,104243.9375,105334.578125,106428.921875,107547.109375,108672.609375,109792.96875,110913.90625,112031.2421875,113145.40625,114257.2890625,115364.9296875,116472.9609375,117585.8125,118702.296875,119828.4296875,120958.90625,122099.2578125,123253.9921875,124413.8984375,125580.65625,126742.3203125,127887.1328125,129020.796875,130138.890625,131244.09375,132338.921875,133423.40625,134503.578125,135583.703125
Cincinnati - OH,84367.796875,84511.0,84887.6328125,85604.796875,86414.7734375,87331.578125,88227.3671875,89095.4296875,89964.109375,90789.7109375,91624.8203125,92474.953125,93331.1171875,94212.6484375,95099.0078125,95978.546875,96851.7109375,97716.4765625,98575.9609375,99430.6015625,100280.796875,101133.9609375,101991.8203125,102854.046875,103724.640625,104596.0390625,105475.4609375,106366.890625,107262.5625,108164.859375,109061.53125,109947.84375,110825.890625,111691.796875,112548.7109375,113396.7109375,114235.4296875,115070.8828125,115906.0234375
Cleveland - OH,75003.2734375,75100.953125,75420.703125,76039.4375,76752.8203125,77563.53125,78358.0234375,79131.8828125,79907.546875,80649.828125,81401.6015625,82171.2265625,82948.53125,83747.953125,84553.59375,85353.09375,86148.890625,86937.96875,87721.8828125,88503.09375,89279.8671875,90058.609375,90841.40625,91626.578125,92418.6171875,93212.1875,94013.7265625,94826.296875,95643.2578125,96466.2578125,97283.9609375,98090.1875,98887.6796875,99672.6484375,100447.1796875,101212.4296875,101968.203125,102719.328125,103470.3203125
Colorado Springs - CO,95031.109375,95403.578125,95940.65625,96847.15625,97853.6796875,98965.2265625,100066.9296875,101138.671875,102206.8125,103239.828125,104282.5625,105350.8203125,106428.578125,107528.859375,108635.84375,109739.09375,110844.609375,111951.546875,113061.359375,114172.296875,115285.0625,116403.0390625,117528.7734375,118661.171875,119804.7578125,120955.40625,122119.3671875,123303.5625,124497.4921875,125702.25,126906.5703125,128097.296875,129279.1875,130446.8828125,131601.65625,132743.9375,133876.65625,135006.125,136136.421875
Columbia - SC,73727.9375,73924.890625,74196.1328125,74688.3828125,75263.84375,75912.0234375,76564.28125,77217.640625,77883.0,78537.28125,79205.46875,79896.359375,80597.2734375,81316.828125,82042.6796875,82764.9375,83488.7578125,84213.2734375,84938.3125,85665.7109375,86394.0,87125.046875,87862.7265625,88604.7890625,89353.96875,90107.65625,90869.2109375,91643.359375,92422.90625,93207.796875,93989.921875,94762.2109375,95530.3984375,96291.53125,97046.84375,97792.796875,98531.8203125,99267.578125,100002.9609375
Columbus - OH,86273.1484375,86373.8515625,86712.3671875,87395.8828125,88191.6171875,89105.640625,90007.2890625,90878.609375,91744.859375,92563.9765625,93383.921875,94212.28125,95041.5,95890.3984375,96741.9921875,97585.59375,98423.34375,99252.3984375,100074.4765625,100889.4296875,101697.6484375,102505.140625,103316.546875,104132.40625,104956.703125,105783.21875,106618.2421875,107465.4765625,108316.84375,109174.4609375,110025.609375,110867.1484375,111701.34375,112523.796875,113337.4296875,114139.3671875,114930.953125,115717.2890625,116502.2890625
Corpus Christi - TX,72300.140625,72646.078125,73109.21875,73867.5234375,74699.15625,75640.3515625,76556.03125,77446.6796875,78338.953125,79184.140625,80038.1484375,80913.7109375,81794.3515625,82702.296875,83618.78125,84530.28125,85441.390625,86348.3828125,87254.3125,88157.5390625,89058.609375,89964.046875,90877.0078125,91796.2109375,92727.078125,93662.6796875,94609.84375,95575.140625,96548.75,97532.609375,98512.25,99484.7421875,100448.2421875,101398.53125,102339.15625,103268.546875,104188.6328125,105104.890625,106021.1484375
Dallas-Fort Worth - TX,95365.75,95703.890625,96293.203125,97344.203125,98508.703125,99831.46875,101096.640625,102284.25,103454.796875,104535.4296875,105606.421875,106676.140625,107729.90625,108804.671875,109873.34375,110923.90625,111960.140625,112975.8125,113977.1875,114966.8125,115945.1015625,116922.1015625,117902.2421875,118884.8125,119875.046875,120863.84375,121863.140625,122876.7109375,123897.421875,124929.359375,125951.109375,126960.2578125,127947.9765625,128909.296875,129849.1015625,130774.5703125,131684.921875,132586.828125,133485.40625
Dayton - OH,75350.0234375,75369.7734375,75595.546875,76136.6875,76760.9296875,77481.2421875,78192.90625,78884.9921875,79580.5078125,80243.0703125,80916.0703125,81611.4296875,82314.8828125,83041.9296875,83775.359375,84502.640625,85227.28125,85946.0,86659.3828125,87367.328125,88071.1875,88775.703125,89485.0625,90198.6875,90919.40625,91643.109375,92375.09375,93120.4296875,93870.6328125,94626.109375,95376.3203125,96117.71875,96853.7890625,97580.03125,98298.1171875,99003.2109375,99696.8828125,100384.6171875,101069.921875
Daytona Beach - FL,76448.5625,76718.953125,77046.140625,77636.15625,78287.9765625,79028.2421875,79749.7578125,80470.5,81191.046875,81872.59375,82562.796875,83282.6484375,84012.7421875,84769.921875,85538.1171875,86299.671875,87062.53125,87823.34375,88584.4296875,89345.3125,90107.75,90876.1015625,91651.796875,92432.0078125,93221.578125,94015.78125,94820.6171875,95642.1484375,96470.921875,97308.296875,98142.8984375,98963.9609375,99772.859375,100564.71875,101342.2421875,102108.4296875,102865.4765625,103618.7265625,104371.6328125
Denver - CO,112191.921875,112771.203125,113553.1875,114850.2734375,116278.3515625,117862.7265625,119391.0,120835.546875,122251.4765625,123573.2578125,124885.7265625,126197.3828125,127500.9921875,128834.0,130171.1484375,131499.546875,132821.15625,134129.96875,135432.546875,136729.328125,138020.8125,139315.234375,140615.1875,141920.0625,143234.90625,144551.25,145878.546875,147222.4375,148573.34375,149935.734375,151291.71875,152634.9375,153964.78125,155275.796875,156573.3125,157860.0625,159136.609375,160409.8125,161684.53125
Des Moines - IA,88737.53125,88918.8984375,89180.8828125,89811.796875,90533.046875,91373.609375,92206.453125,93002.0,93792.1484375,94535.890625,95281.2890625,96036.25,96792.390625,97567.1484375,98344.359375,99113.453125,99877.3203125,100633.4921875,101383.8984375,102130.4921875,102872.6015625,103615.8125,104363.2890625,105113.890625,105871.4609375,106629.421875,107394.0625,108168.5,108945.953125,109728.84375,110505.2890625,111274.203125,112035.0703125,112785.171875,113526.9765625,114257.28125,114978.703125,115694.578125,116409.578125
Detroit - MI,79415.640625,79681.03125,80026.59375,80692.2421875,81469.90625,82365.65625,83239.453125,84079.5234375,84913.2421875,85699.2109375,86496.7578125,87315.703125,88143.5078125,89000.8671875,89863.5078125,90718.5078125,91569.3828125,92412.6484375,93251.03125,94086.46875,94917.703125,95749.1796875,96583.203125,97419.046875,98261.2890625,99104.578125,99956.828125,100822.6015625,101693.7734375,102572.4375,103444.7421875,104307.421875,105161.8515625,106004.90625,106840.3828125,107665.4921875,108481.59375,109293.4765625,110105.0
Durham - NC,87281.34375,87749.953125,88180.953125,88879.2421875,89682.203125,90579.3828125,91482.25,92375.9296875,93275.5078125,94153.3828125,95039.5234375,95944.4609375,96858.4765625,97792.6015625,98735.796875,99675.5390625,100616.2265625,101555.0703125,102490.4765625,103423.6015625,104353.4921875,105283.640625,106218.5,107157.1328125,108103.8203125,109055.5,110016.046875,110990.0390625,111970.203125,112957.09375,113940.546875,114907.2109375,115863.5625,116806.1328125,117737.0,118659.3203125,119573.953125,120485.453125,121397.9375
East Bay - CA,133541.84375,134366.8125,135356.25,136879.8125,138605.078125,140546.953125,142449.984375,144290.28125,146112.859375,147832.390625,149542.265625,151260.046875,152976.1875,154732.53125,156498.453125,158253.140625,159999.890625,161732.875,163458.75,165178.65625,166888.234375,168596.546875,170309.15625,172028.453125,173763.578125,175505.34375,177264.328125,179045.0,180837.125,182645.421875,184446.1875,186231.15625,187996.953125,189737.078125,191457.671875,193167.765625,194866.453125,196561.71875,198260.484375
El Paso - TX,62482.75,62709.19921875,63100.75,63728.98046875,64410.12890625,65173.94921875,65919.9765625,66653.34375,67388.2734375,68089.5703125,68799.90625,69532.7734375,70275.2734375,71044.703125,71825.5,72603.9296875,73383.4921875,74160.296875,74935.359375,75707.4765625,76478.3125,77252.203125,78032.25,78817.78125,79611.6171875,80408.9375,81215.28125,82036.203125,82863.15625,83698.421875,84529.7265625,85353.46875,86170.5,86976.7578125,87775.2265625,88563.1171875,89342.5234375,90118.09375,90893.1015625
Fayetteville - NC,64177.69140625,64376.3203125,64668.80859375,65124.4609375,65627.5390625,66188.15625,66766.328125,67359.46875,67967.171875,68577.5078125,69209.703125,69880.4375,70568.140625,71273.0,71986.09375,72697.9296875,73417.6875,74145.0625,74870.7265625,75595.2578125,76317.8828125,77040.09375,77771.4296875,78507.8828125,79254.5234375,80008.171875,80771.1015625,81551.3515625,82338.1796875,83130.796875,83921.0078125,84701.296875,85482.421875,86261.0703125,87036.7265625,87796.8125,88545.7734375,89287.078125,90026.2421875
Flint - MI,65529.83984375,65793.921875,66150.2890625,66692.7109375,67324.609375,68056.296875,68782.6015625,69492.046875,70200.8125,70877.0390625,71566.640625,72288.5390625,73027.0390625,73798.390625,74580.5,75358.421875,76137.5703125,76913.5703125,77689.046875,78464.40625,79240.2578125,80020.1328125,80806.4765625,81597.59375,82396.84375,83200.21875,84013.3125,84841.5078125,85676.8671875,86519.3125,87357.890625,88188.859375,89013.8125,89830.453125,90641.1875,91442.5234375,92236.9296875,93028.0625,93819.671875
Fort Lauderdale - FL,84750.4765625,85109.2578125,85569.359375,86338.1171875,87198.25,88158.140625,89102.4765625,90033.5703125,90967.8125,91867.71875,92777.109375,93699.59375,94623.15625,95564.1015625,96507.140625,97439.5703125,98366.6484375,99285.640625,100198.4296875,101107.203125,102008.3828125,102907.4296875,103807.6796875,104709.0234375,105619.46875,106533.75,107457.0703125,108393.3515625,109335.609375,110286.140625,111234.5234375,112166.1875,113085.796875,113989.7734375,114880.5703125,115763.84375,116640.5,117514.6875,118389.8828125
Fort Myers - FL,85772.140625,86074.09375,86469.859375,87232.3515625,88100.8984375,89112.53125,90098.8515625,91061.4296875,92015.640625,92906.5234375,93798.25,94708.7421875,95621.2890625,96560.296875,97503.4921875,98434.40625,99358.8828125,100272.9609375,101181.65625,102086.0234375,102986.9296875,103892.1015625,104804.7734375,105723.8671875,106654.4609375,107589.359375,108536.796875,109500.0625,110473.03125,111459.7578125,112444.6484375,113402.7109375,114332.6796875,115227.7578125,116090.1328125,116939.4375,117775.25,118603.7265625,119430.40625
Fort Wayne - IN,73862.6484375,74075.8125,74446.2890625,75067.53125,75768.9609375,76571.15625,77353.890625,78111.71875,78864.4609375,79573.3125,80286.953125,81017.5234375,81753.0625,82513.7421875,83282.0703125,84045.25,84808.8515625,85569.2734375,86328.703125,87088.421875,87847.21875,88610.140625,89379.40625,90153.5078125,90935.640625,91719.4296875,92512.34375,93319.1796875,94131.3203125,94951.359375,95766.5,96576.8984375,97383.03125,98181.1796875,98974.7578125,99758.6328125,100534.4375,101307.0390625,102079.75
Fresno - CA,79500.421875,79874.5703125,80354.8828125,81127.5078125,81965.65625,82911.96875,83824.9921875,84712.4296875,85593.3984375,86419.453125,87250.40625,88108.4375,88979.3515625,89885.5703125,90806.2421875,91718.390625,92627.640625,93530.3828125,94428.453125,95322.75,96212.8203125,97104.796875,98003.171875,98908.7734375,99824.921875,100745.40625,101678.4609375,102627.578125,103585.25,104552.7578125,105514.4765625,106468.96875,107414.15625,108345.8984375,109266.546875,110173.546875,111068.0390625,111956.1015625,112842.84375
Grand Rapids - MI,84813.5,85119.7421875,85525.2734375,86287.2578125,87156.5703125,88145.6484375,89112.0625,90044.8984375,90977.1171875,91862.7265625,92759.4375,93668.6328125,94577.75,95507.296875,96433.09375,97347.5625,98253.25,99148.796875,100038.3828125,100922.3515625,101801.03125,102679.1796875,103560.203125,104444.203125,105336.171875,106230.03125,107134.171875,108051.9609375,108976.53125,109911.171875,110842.0078125,111761.078125,112668.7734375,113560.2421875,114437.6796875,115305.0,116161.9375,117014.0625,117866.1171875
Greensboro - NC,68430.84375,68645.2265625,68926.890625,69437.9296875,70015.5703125,70671.1484375,71329.7734375,71984.1796875,72644.7734375,73282.96875,73930.21875,74599.25,75275.828125,75972.703125,76678.5390625,77381.828125,78087.6328125,78793.578125,79499.703125,80204.6875,80909.0390625,81614.9609375,82324.8828125,83038.40625,83758.8671875,84483.03125,85214.6484375,85959.0234375,86707.7890625,87461.828125,88212.1015625,88951.8828125,89685.2109375,90409.2421875,91125.859375,91832.84375,92532.7421875,93228.9609375,93924.9296875
Greenville - SC,78722.9609375,78944.2421875,79253.8828125,79790.4609375,80410.8671875,81112.71875,81818.09375,82524.9921875,83237.90625,83930.96875,84636.5,85367.90625,86111.921875,86879.0234375,87655.0078125,88427.78125,89202.921875,89979.8984375,90759.3828125,91542.421875,92328.078125,93118.109375,93914.7890625,94716.6171875,95527.21875,96343.25,97168.15625,98007.78125,98853.546875,99704.8125,100554.1796875,101391.9609375,102224.4375,103049.5,103867.453125,104677.1015625,105478.9609375,106278.3125,107078.8828125
Gulfport-Biloxi-Pascagoula - MS,68316.3828125,68484.421875,68736.7890625,69261.78125,69869.2578125,70560.4921875,71239.0703125,71910.8828125,72588.7578125,73243.21875,73911.9765625,74612.90625,75331.28125,76079.71875,76841.828125,77599.8828125,78361.8125,79122.8828125,79879.8125,80632.4921875,81380.3515625,82126.0078125,82875.890625,83627.2890625,84382.453125,85138.609375,85899.8125,86673.09375,87449.4921875,88228.8828125,89001.40625,89764.03125,90520.5234375,91268.7109375,92010.4921875,92739.203125,93457.671875,94169.6796875,94879.140625
Harrisburg - PA,85207.21875,85640.7109375,86063.1484375,86740.859375,87483.8515625,88306.0234375,89117.1015625,89914.5625,90717.1328125,91498.40625,92293.53125,93114.9921875,93947.9921875,94803.828125,95667.96875,96527.0625,97386.6015625,98243.8671875,99098.0625,99950.2734375,100800.3125,101652.53125,102511.9296875,103377.203125,104251.6171875,105131.25,106020.9765625,106926.1015625,107837.40625,108754.953125,109668.671875,110572.546875,111472.15625,112363.7578125,113248.34375,114119.7734375,114981.640625,115838.609375,116694.6015625
Hartford - CT,98424.3828125,98904.046875,99491.8671875,100499.53125,101608.640625,102849.7734375,104055.7265625,105218.3984375,106374.75,107468.3203125,108568.4765625,109681.7265625,110797.0703125,111940.8828125,113090.953125,114231.296875,115366.0625,116489.4921875,117603.8125,118710.34375,119807.546875,120905.7578125,122008.8671875,123116.796875,124235.5703125,125356.8671875,126489.0078125,127635.6328125,128788.15625,129948.8828125,131101.21875,132242.5625,133372.21875,134484.65625,135585.109375,136672.6875,137747.765625,138816.6875,139884.75
Honolulu - HI,111145.953125,111830.2109375,112573.5390625,113694.0703125,114923.5390625,116263.2265625,117572.7109375,118839.90625,120103.640625,121324.3828125,122549.578125,123784.6015625,125019.4921875,126268.3984375,127514.7265625,128747.28125,129967.25,131172.046875,132364.265625,133547.296875,134722.578125,135899.390625,137082.734375,138273.25,139475.03125,140681.71875,141899.375,143133.53125,144374.625,145622.9375,146866.25,148100.3125,149329.15625,150546.984375,151755.984375,152950.40625,154131.640625,155307.515625,156482.65625
Houston - TX,83324.71875,83654.15625,84253.4921875,85376.578125,86634.4609375,88091.640625,89462.84375,90727.9296875,91958.8671875,93058.6328125,94141.546875,95209.2265625,96251.7109375,97320.8203125,98380.3984375,99416.6015625,100429.6015625,101411.5234375,102371.1328125,103310.65625,104233.859375,105153.2578125,106073.75,106995.6171875,107924.6015625,108847.5390625,109780.0,110725.9375,111676.2890625,112640.328125,113589.953125,114534.28125,115459.46875,116357.8828125,117238.640625,118104.03125,118952.359375,119791.421875,120627.2578125
Huntsville - AL,90932.8671875,91079.609375,91378.0625,91978.4609375,92680.828125,93481.8203125,94291.3125,95090.8984375,95896.28125,96682.6875,97489.421875,98326.2421875,99180.578125,100061.328125,100951.2734375,101841.9609375,102737.78125,103636.6015625,104539.1796875,105445.640625,106356.21875,107272.9375,108199.0625,109132.703125,110075.5625,111025.1328125,111985.59375,112963.5,113949.4921875,114943.546875,115935.9296875,116920.0,117901.578125,118876.6015625,119847.6484375,120809.640625,121765.09375,122719.3515625,123675.4296875
