Market,2026 Q2,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4,2036 Q1,2036 Q2
Baton Rouge - LA,1195.00720214844,1188.24963378906,1177.12512207031,1184.67797851563,1194.76586914063,1194.15002441406,1190.05834960938,1201.58874511719,1215.23986816406,1216.4638671875,1214.83630371094,1228.42663574219,1242.51477050781,1242.75073242188,1239.72900390625,1252.34204101563,1265.94445800781,1265.92651367188,1262.97082519531,1276.11450195313,1290.26892089844,1288.94445800781,1285.71118164063,1298.82458496094,1313.25256347656,1314.8984375,1312.34265136719,1326.50939941406,1341.078125,1341.08557128906,1337.46704101563,1350.84191894531,1365.60974121094,1365.50695800781,1362.09020996094,1376.158203125,1391.32214355469,1391.2685546875,1387.8388671875,1402.01501464844,1417.22277832031
Beaumont - TX,1096.31958007813,1088.19665527344,1082.42504882813,1087.09301757813,1092.92321777344,1091.44384765625,1091.6669921875,1100.42236328125,1109.28747558594,1109.48449707031,1111.96008300781,1122.51147460938,1131.67651367188,1131.14428710938,1132.68359375,1142.62109375,1151.7275390625,1151.51220703125,1153.61975097656,1164.29833984375,1173.99938964844,1174.07641601563,1176.30456542969,1187.21740722656,1197.14331054688,1197.22058105469,1199.50158691406,1210.59594726563,1220.68859863281,1220.69482421875,1223.01000976563,1234.30187988281,1244.58459472656,1244.62512207031,1247.01110839844,1258.5419921875,1268.92126464844,1268.84619140625,1271.09130859375,1283.1455078125,1294.10290527344
Birmingham - AL,1284.40441894531,1276.19213867188,1264.26721191406,1272.76953125,1284.82019042969,1283.4443359375,1279.00903320313,1291.71923828125,1307.41845703125,1307.83874511719,1305.9736328125,1320.94299316406,1337.2841796875,1336.869140625,1333.69226074219,1347.78601074219,1363.71899414063,1362.98327636719,1359.84826660156,1374.47705078125,1391.02221679688,1388.84338378906,1385.36340332031,1399.92785644531,1416.74560546875,1417.79614257813,1415.03857421875,1430.77185058594,1447.78405761719,1446.966796875,1443.06799316406,1457.93029785156,1475.20434570313,1474.33056640625,1470.66516113281,1486.31579589844,1504.05834960938,1503.21887207031,1499.52185058594,1515.31335449219,1533.13720703125
Boise - ID,1652.173828125,1643.96142578125,1634.01916503906,1643.52697753906,1660.28308105469,1659.05200195313,1656.29553222656,1671.12658691406,1691.48156738281,1691.54150390625,1691.73510742188,1709.16101074219,1730.15673828125,1729.01330566406,1727.61486816406,1744.05163574219,1764.60498046875,1763.36682128906,1762.35803222656,1779.81237792969,1801.58740234375,1800.95202636719,1800.34729003906,1818.4423828125,1840.93249511719,1840.49401855469,1839.93200683594,1858.56872558594,1881.70983886719,1881.41662597656,1881.09008789063,1900.31335449219,1924.0615234375,1923.75366210938,1923.38134765625,1943.00549316406,1967.15551757813,1966.61059570313,1966.05041503906,1985.50170898438,2009.6669921875
Boston - MA,2992.72607421875,2968.28491210938,2943.986328125,2984.7470703125,3029.1708984375,3014.72729492188,3000.5673828125,3045.24731445313,3092.65966796875,3076.71362304688,3063.88208007813,3111.38549804688,3159.177734375,3140.52905273438,3124.77905273438,3170.8740234375,3218.61669921875,3199.70361328125,3184.515625,3232.88623046875,3282.5615234375,3264.0166015625,3248.88916015625,3298.32690429688,3348.89208984375,3329.73657226563,3314.07373046875,3364.2548828125,3415.76928710938,3396.13671875,3380.07983398438,3431.06103515625,3483.3857421875,3463.08154296875,3446.41845703125,3498.09375,3551.14526367188,3530.15454101563,3512.65283203125,3565.07421875,3618.84912109375
Brownsville-Harlingen - TX,968.535034179688,964.314819335938,959.765014648438,960.7236328125,965.149291992188,966.805786132813,967.713928222656,972.389526367188,979.69140625,982.973022460938,986.023010253906,992.320739746094,999.867858886719,1002.59045410156,1004.82855224609,1010.57098388672,1018.16357421875,1021.27124023438,1024.0908203125,1030.53454589844,1038.72131347656,1042.17993164063,1045.19714355469,1051.83654785156,1060.24340820313,1063.80310058594,1066.9580078125,1073.78100585938,1082.41418457031,1086.05786132813,1089.29602050781,1096.30969238281,1105.13659667969,1108.86633300781,1112.20739746094,1119.37451171875,1128.27429199219,1131.97290039063,1135.28454589844,1142.51452636719,1151.56945800781
Buffalo - NY,1401.02917480469,1399.16540527344,1397.91137695313,1407.84704589844,1418.84594726563,1423.087890625,1426.72863769531,1438.98583984375,1450.73388671875,1454.04809570313,1458.24597167969,1471.3955078125,1483.30920410156,1486.20104980469,1489.70568847656,1502.22265625,1513.71838378906,1516.19921875,1519.59997558594,1532.34460449219,1544.10095214844,1546.66003417969,1550.07067871094,1563.01989746094,1574.93139648438,1577.35437011719,1580.73010253906,1593.85888671875,1605.83862304688,1608.19812011719,1611.53002929688,1624.65661621094,1636.68371582031,1638.90307617188,1642.01953125,1655.92150878906,1668.86389160156,1671.86181640625,1675.86962890625,1689.47290039063,1701.91784667969
Canton - OH,991.719482421875,991.44189453125,990.791198730469,995.065795898438,1003.95343017578,1007.50225830078,1010.29284667969,1016.19818115234,1026.0048828125,1029.36926269531,1032.95764160156,1039.62609863281,1049.447265625,1052.17993164063,1054.91357421875,1060.87194824219,1070.37084960938,1072.87060546875,1075.55517578125,1081.630859375,1091.2626953125,1093.69409179688,1096.30078125,1102.3046875,1111.94006347656,1114.23852539063,1116.65270996094,1122.53491210938,1132.16760253906,1134.21118164063,1136.47058105469,1142.26281738281,1151.79943847656,1153.73583984375,1155.88806152344,1161.91625976563,1171.77453613281,1173.89978027344,1176.23693847656,1182.48388671875,1192.54602050781
Charleston - SC,1880.01318359375,1864.72448730469,1841.76928710938,1859.29504394531,1879.900390625,1875.06652832031,1864.84313964844,1889.62231445313,1917.3984375,1916.2177734375,1910.33251953125,1938.62231445313,1967.09545898438,1963.56567382813,1954.64916992188,1981.00927734375,2008.39721679688,2004.21447753906,1995.27221679688,2022.70471191406,2051.19970703125,2044.9345703125,2035.56262207031,2063.25,2092.53881835938,2091.08813476563,2082.90063476563,2112.71166992188,2142.67895507813,2138.72436523438,2128.9541015625,2157.76953125,2188.27075195313,2184.1552734375,2174.6484375,2204.94287109375,2236.27587890625,2232.12963867188,2222.41918945313,2252.54736328125,2283.76098632813
Charlotte - NC,1634.30505371094,1622.68981933594,1609.75646972656,1616.53198242188,1626.6181640625,1618.1533203125,1611.03784179688,1626.73095703125,1645.0166015625,1642.79711914063,1639.15295410156,1656.74145507813,1674.427734375,1671.00915527344,1666.63598632813,1684.13659667969,1702.50842285156,1699.69519042969,1696.30932617188,1715.14367675781,1734.81530761719,1732.73596191406,1729.80883789063,1749.517578125,1770.00061035156,1768.19409179688,1765.56176757813,1785.92749023438,1807.02673339844,1805.33544921875,1802.66296386719,1823.5791015625,1845.25231933594,1843.64575195313,1841.0361328125,1862.26318359375,1884.25354003906,1882.46398925781,1879.62976074219,1901.28991699219,1923.72119140625
Chattanooga - TN,1388.39416503906,1382.16552734375,1369.98107910156,1378.56799316406,1389.85705566406,1391.18078613281,1387.60229492188,1400.87182617188,1416.70617675781,1420.30322265625,1420.00207519531,1435.83544921875,1452.1884765625,1454.52404785156,1452.38879394531,1466.90881347656,1482.55615234375,1484.6044921875,1482.57702636719,1497.79321289063,1514.16186523438,1514.7294921875,1512.34265136719,1527.49938964844,1544.19323730469,1548.41784667969,1547.01013183594,1563.61901855469,1580.59887695313,1582.8779296875,1580.25891113281,1595.96423339844,1613.28564453125,1615.53125,1613.17919921875,1629.72570800781,1647.44653320313,1649.77514648438,1647.45227050781,1663.93591308594,1681.59387207031
Chicago - IL,1975.37438964844,1967.6279296875,1961.99328613281,1993.42785644531,2018.41052246094,2007.84204101563,2001.33325195313,2030.71264648438,2056.18994140625,2046.77368164063,2040.38208007813,2069.97778320313,2095.23950195313,2083.92895507813,2076.22534179688,2105.23657226563,2130.12231445313,2118.42651367188,2110.68188476563,2140.41259765625,2165.96166992188,2154.22265625,2146.39868164063,2176.45092773438,2202.24584960938,2190.0966796875,2181.9951171875,2212.4453125,2238.6591796875,2226.44018554688,2218.27319335938,2249.21875,2275.76318359375,2263.19897460938,2254.78686523438,2286.13647460938,2313.00659179688,2300.2724609375,2291.5595703125,2323.2177734375,2350.31494140625
Cincinnati - OH,1370.31921386719,1364.33850097656,1355.52612304688,1362.60461425781,1374.3310546875,1377.05139160156,1378.29699707031,1393.40344238281,1409.54431152344,1414.3779296875,1418.67028808594,1436.40954589844,1453.54846191406,1457.63195800781,1460.37915039063,1476.85974121094,1492.86865234375,1495.98693847656,1498.28088378906,1514.986328125,1531.3095703125,1534.34887695313,1536.38562011719,1553.10766601563,1569.44299316406,1572.11328125,1573.79772949219,1590.56921386719,1606.84448242188,1609.21313476563,1610.58813476563,1627.423828125,1643.73278808594,1645.77087402344,1646.78247070313,1663.52795410156,1679.78918457031,1681.45336914063,1682.09033203125,1698.78625488281,1714.97253417969
Cleveland - OH,1293.66784667969,1286.37817382813,1280.99108886719,1287.70593261719,1300.09094238281,1302.94091796875,1305.171875,1318.18762207031,1334.2744140625,1338.55651855469,1342.97790527344,1358.22961425781,1375.16296386719,1378.89245605469,1382.19128417969,1396.24865722656,1412.06713867188,1414.3388671875,1416.50170898438,1430.09326171875,1445.69140625,1447.49047851563,1449.11535644531,1462.46166992188,1477.90246582031,1479.2900390625,1480.53173828125,1493.80322265625,1509.2294921875,1510.32666015625,1511.23132324219,1524.48181152344,1539.90356445313,1540.66760253906,1541.25708007813,1554.39929199219,1569.7236328125,1570.12255859375,1570.35217285156,1583.4140625,1598.74096679688
Colorado Springs - CO,1478.12890625,1461.97631835938,1441.79638671875,1449.20104980469,1462.89709472656,1457.31005859375,1446.87255859375,1460.71179199219,1479.8466796875,1477.42712402344,1470.49462890625,1487.15026855469,1506.80505371094,1503.01110839844,1494.29626464844,1509.84753417969,1529.33471679688,1525.80810546875,1517.62341308594,1534.28430175781,1554.82116699219,1551.76330566406,1543.73791503906,1560.9619140625,1582.14868164063,1579.25170898438,1571.38525390625,1589.14697265625,1610.96008300781,1608.08740234375,1600.10961914063,1618.33337402344,1640.62292480469,1637.86315917969,1629.94445800781,1648.66638183594,1671.32592773438,1668.37646484375,1660.08129882813,1678.65588378906,1701.40661621094
Columbia - SC,1390.45275878906,1381.83227539063,1368.08898925781,1378.54846191406,1390.90454101563,1389.34265136719,1384.01037597656,1399.33056640625,1416.30334472656,1417.07360839844,1414.70678710938,1432.57995605469,1450.18505859375,1449.97705078125,1446.14270019531,1462.97998046875,1480.07250976563,1479.57690429688,1475.84741210938,1493.40222167969,1511.21838378906,1509.17150878906,1505.10522460938,1522.66918945313,1540.83569335938,1542.38171386719,1539.18225097656,1558.11853027344,1576.5244140625,1576.02258300781,1571.55749511719,1589.67785644531,1608.36120605469,1607.78295898438,1603.63500976563,1622.724609375,1641.99914550781,1641.51159667969,1637.30456542969,1656.44921875,1675.7333984375
Columbus - OH,1399.98889160156,1390.6201171875,1383.46887207031,1395.63403320313,1409.75732421875,1407.29968261719,1406.76025390625,1422.98132324219,1441.28857421875,1441.12512207031,1443.50732421875,1462.14343261719,1481.10314941406,1479.48803710938,1479.8984375,1497.23010253906,1515.38549804688,1513.35388183594,1513.93176269531,1531.94372558594,1550.91735839844,1549.03442382813,1549.74755859375,1568.224609375,1587.66125488281,1585.73376464844,1586.41333007813,1605.36352539063,1625.2705078125,1623.298828125,1623.99865722656,1643.37951660156,1663.69616699219,1661.57019042969,1662.2197265625,1681.80993652344,1702.33984375,1699.87854003906,1700.19750976563,1720.01196289063,1740.69262695313
Corpus Christi - TX,1178.70251464844,1167.45568847656,1156.95092773438,1160.27697753906,1167.22534179688,1163.98645019531,1160.82434082031,1169.18481445313,1180.22436523438,1179.345703125,1178.990234375,1189.48693847656,1200.89245605469,1199.08935546875,1197.45190429688,1207.1171875,1218.35437011719,1216.71801757813,1215.52563476563,1225.93041992188,1237.79248046875,1236.47888183594,1235.47619628906,1246.19580078125,1258.2802734375,1256.90979003906,1255.9609375,1266.90319824219,1279.29382324219,1277.92492675781,1276.95166015625,1288.08129882813,1300.67431640625,1299.28283691406,1298.34973144531,1309.62170410156,1322.24914550781,1320.64233398438,1319.41052246094,1331.23352050781,1344.49560546875
Dallas-Fort Worth - TX,1549.39440917969,1534.64501953125,1518.65637207031,1527.26647949219,1541.54846191406,1538.71557617188,1533.92614746094,1551.0546875,1571.48962402344,1571.74304199219,1570.35632324219,1589.97778320313,1610.20141601563,1608.06762695313,1603.89978027344,1621.78100585938,1641.40490722656,1639.22399902344,1635.57995605469,1654.76953125,1675.61999511719,1674.05517578125,1670.9150390625,1690.82397460938,1712.31970214844,1710.94592285156,1707.93542480469,1728.56713867188,1750.82946777344,1749.70190429688,1746.79748535156,1768.078125,1791.02856445313,1789.91674804688,1786.93615722656,1808.595703125,1831.94018554688,1830.62854003906,1827.44653320313,1849.41540527344,1873.13317871094
Dayton - OH,1219.99914550781,1217.71813964844,1213.49072265625,1222.39501953125,1232.63073730469,1235.19396972656,1234.74060058594,1245.33996582031,1257.06420898438,1259.79919433594,1260.58178710938,1272.43041992188,1284.23083496094,1286.009765625,1285.46569824219,1296.2763671875,1307.44665527344,1308.84289550781,1308.22961425781,1319.36389160156,1330.87316894531,1332.37622070313,1331.72729492188,1342.96276855469,1354.51391601563,1355.82299804688,1355.00708007813,1366.20776367188,1377.759765625,1378.8984375,1377.87194824219,1389.0576171875,1400.56982421875,1401.53295898438,1400.29296875,1411.80883789063,1423.65576171875,1424.859375,1423.82092285156,1435.3720703125,1447.18725585938
Daytona Beach - FL,1539.87072753906,1532.97314453125,1523.05285644531,1529.90625,1540.00341796875,1541.69006347656,1542.04870605469,1554.90026855469,1570.6103515625,1575.35717773438,1579.45983886719,1595.06896972656,1611.09765625,1614.27209472656,1616.24682617188,1630.17687988281,1645.35925292969,1648.17810058594,1650.43505859375,1665.08447265625,1681.01696777344,1682.20874023438,1684.25964355469,1698.89245605469,1715.24963378906,1720.50207519531,1723.69079589844,1739.80493164063,1756.50012207031,1759.80065917969,1761.92248535156,1777.044921875,1793.99450683594,1797.29162597656,1799.81774902344,1815.81750488281,1833.23254394531,1836.60815429688,1839.19958496094,1855.19323730469,1872.54321289063
Denver - CO,1820.26794433594,1797.208984375,1772.2880859375,1790.88562011719,1813.76477050781,1803.71008300781,1789.69152832031,1814.64868164063,1844.28100585938,1837.84155273438,1827.89270019531,1856.31079101563,1886.615234375,1878.33142089844,1865.90368652344,1893.16186523438,1923.52770996094,1915.44958496094,1903.85693359375,1932.90087890625,1964.97717285156,1957.52966308594,1946.10583496094,1976.16979980469,2009.22766113281,2001.76379394531,1990.23303222656,2021.14477539063,2055.12475585938,2047.56701660156,2035.94506835938,2067.64379882813,2102.43408203125,2094.70092773438,2082.69384765625,2114.9580078125,2150.43701171875,2142.40747070313,2129.94702148438,2162.82861328125,2199.00341796875
Des Moines - IA,1185.07409667969,1180.23388671875,1177.0537109375,1185.79907226563,1196.16955566406,1196.14929199219,1196.52844238281,1206.9921875,1218.88610839844,1219.14611816406,1220.92614746094,1232.71447753906,1244.77221679688,1243.96130371094,1244.38049316406,1255.05114746094,1266.45007324219,1265.28588867188,1265.74438476563,1276.85986328125,1288.69836425781,1287.62719726563,1288.05822753906,1299.28869628906,1311.16589355469,1309.88732910156,1310.29895019531,1321.64904785156,1333.76293945313,1332.47180175781,1332.82653808594,1344.22375488281,1356.33203125,1354.83056640625,1354.98474121094,1366.75219726563,1379.18518066406,1377.85266113281,1378.20434570313,1389.46459960938,1401.32983398438
Detroit - MI,1377.77856445313,1372.45422363281,1363.72729492188,1375.18615722656,1390.08154296875,1391.79443359375,1388.61560058594,1402.92565917969,1419.29028320313,1420.68713378906,1418.69409179688,1434.68420410156,1451.85266113281,1452.89477539063,1450.08288574219,1465.60522460938,1482.49060058594,1483.29260253906,1480.49987792969,1496.67529296875,1514.23388671875,1515.1533203125,1512.26037597656,1528.59204101563,1546.30297851563,1547.03918457031,1543.94836425781,1560.56823730469,1578.537109375,1579.22473144531,1575.978515625,1592.86791992188,1611.22521972656,1611.87365722656,1608.40319824219,1625.51037597656,1644.09497070313,1644.50793457031,1640.80163574219,1658.08520507813,1676.80505371094
Durham - NC,1573.76635742188,1556.67993164063,1540.29370117188,1552.05798339844,1571.4169921875,1562.44665527344,1556.27075195313,1573.8818359375,1599.35620117188,1593.61657714844,1591.37707519531,1612.03198242188,1638.166015625,1630.55334472656,1625.92431640625,1644.90100097656,1670.236328125,1661.97790527344,1657.46752929688,1677.30639648438,1703.57556152344,1693.48364257813,1688.67749023438,1708.61218261719,1735.50805664063,1729.41418457031,1725.74731445313,1747.40905761719,1774.83471679688,1766.40185546875,1761.41430664063,1782.14733886719,1810.03137207031,1801.349609375,1796.6318359375,1818.34338378906,1846.87915039063,1838.10583496094,1833.37829589844,1855.09838867188,1883.7939453125
East Bay - CA,2548.23291015625,2556.24462890625,2566.10961914063,2615.8447265625,2655.60327148438,2648.85498046875,2647.14819335938,2687.58642578125,2722.24462890625,2712.70654296875,2710.2705078125,2749.2744140625,2781.97534179688,2769.1484375,2763.83911132813,2802.03930664063,2834.41235351563,2820.94580078125,2815.7099609375,2854.57153320313,2887.42138671875,2873.4306640625,2867.671875,2906.8525390625,2939.76953125,2925.13598632813,2919.00024414063,2958.73974609375,2992.28344726563,2977.34814453125,2970.96826171875,3011.30541992188,3045.34326171875,3029.92651367188,3023.34790039063,3064.33178710938,3098.74609375,3082.92114257813,3075.94995117188,3117.27612304688,3152.02099609375
El Paso - TX,1101.1669921875,1096.62731933594,1087.48657226563,1090.19091796875,1096.98266601563,1099.59545898438,1096.97631835938,1104.16931152344,1114.45495605469,1119.15344238281,1119.03564453125,1128.16064453125,1138.88427734375,1142.94079589844,1141.76379394531,1150.20373535156,1160.85534667969,1165.25244140625,1164.60009765625,1173.86511230469,1185.26318359375,1190.14965820313,1189.70874023438,1199.27197265625,1211.01977539063,1216.06286621094,1215.73803710938,1225.54821777344,1237.61608886719,1242.77465820313,1242.447265625,1252.59533691406,1264.99206542969,1270.32153320313,1270.08947753906,1280.45568847656,1293.021484375,1298.40832519531,1298.04272460938,1308.482421875,1321.2099609375
Fayetteville - NC,1272.24523925781,1266.15478515625,1254.08923339844,1263.84301757813,1274.39660644531,1274.94897460938,1270.69946289063,1284.94177246094,1299.61547851563,1302.31652832031,1300.78271484375,1317.3779296875,1332.5791015625,1334.30651855469,1331.26953125,1346.87231445313,1361.52062988281,1362.98522949219,1360.00085449219,1376.1728515625,1391.3623046875,1391.32189941406,1387.94921875,1404.13500976563,1419.58129882813,1422.83801269531,1420.20324707031,1437.66540527344,1453.29992675781,1454.69470214844,1450.86584472656,1467.51403808594,1483.38000488281,1484.72631835938,1481.1103515625,1498.52490234375,1514.83410644531,1516.22875976563,1512.49291992188,1530.36828613281,1547.01098632813
Flint - MI,1056.92138671875,1055.38256835938,1052.10546875,1058.640625,1067.87609863281,1070.42602539063,1070.77893066406,1079.11584472656,1089.56359863281,1091.99584960938,1093.2431640625,1102.50073242188,1113.03198242188,1114.82458496094,1115.15734863281,1123.67333984375,1133.73132324219,1135.18176269531,1135.40466308594,1144.13623046875,1154.46130371094,1155.92102050781,1156.06640625,1164.77758789063,1175.04309082031,1176.28564453125,1176.21899414063,1184.84252929688,1195.16284179688,1196.25122070313,1196.04028320313,1204.658203125,1214.8828125,1215.76806640625,1215.34033203125,1224.18225097656,1234.7021484375,1235.79626464844,1235.50891113281,1244.26037597656,1254.65893554688
Fort Lauderdale - FL,2368.56298828125,2349.77758789063,2336.3349609375,2348.78881835938,2363.20971679688,2361.0224609375,2361.037109375,2384.79541015625,2405.6064453125,2405.99975585938,2410.3056640625,2438.44287109375,2460.900390625,2460.54516601563,2463.6025390625,2490.83959960938,2512.91650390625,2512.47192382813,2516.01928710938,2544.56689453125,2567.92846679688,2568.0625,2572.08911132813,2601.54663085938,2625.48364257813,2625.66333007813,2629.74047851563,2659.74926757813,2684.11328125,2684.31958007813,2688.52294921875,2719.1982421875,2744.10375976563,2744.05322265625,2748.19702148438,2779.4228515625,2804.65698242188,2804.43920898438,2808.5146484375,2840.00610351563,2865.45678710938
