Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4
East Bay - CA,84004.78125,85959.2578125,88195.390625,90440.0,91937.296875,93347.6328125,94603.8125,95902.0078125,97338.5078125,98839.03125,100400.140625,101899.0,103781.2890625,105474.15625,106720.1328125,107809.0,108173.4921875,106823.921875,106309.078125,106287.2578125,105883.0078125,107570.4375,108995.6484375,110349.9921875,113450.359375,116237.1328125,118967.046875,121104.0,121438.0625,121672.8984375,121412.3671875,121326.9921875,122855.4765625,124430.890625,126254.6796875,128189.9921875,129517.7109375,130462.9375,131413.140625,132325.125,132731.078125,133541.84375,134366.8125,135356.25,136879.8125,138605.078125,140546.953125,142449.984375,144290.28125,146112.859375,147832.390625,149542.265625,151260.046875,152976.1875,154732.53125,156498.453125,158253.140625,159999.890625,161732.875,163458.75,165178.65625,166888.234375,168596.546875,170309.15625,172028.453125,173763.578125,175505.34375,177264.328125,179045.0,180837.125,182645.421875,184446.1875,186231.15625,187996.953125,189737.078125,191457.671875,193167.765625,194866.453125,196561.71875,198260.484375
El Paso - TX,43337.62890625,42900.87109375,42441.71875,42116.0,42582.0390625,43234.1484375,43835.828125,44416.01171875,44252.6484375,43960.66015625,43817.51171875,43862.0,44927.48046875,46207.28125,47559.87890625,48823.0,49268.671875,48816.62890625,48693.12109375,48487.62109375,48489.0390625,49508.69921875,50212.2890625,51002.01171875,51698.390625,52234.62109375,52787.12109375,53359.01171875,54761.390625,56193.671875,57610.8203125,59036.98828125,59411.421875,59668.9296875,59803.55078125,59834.0,60391.62109375,60969.671875,61557.328125,62071.1484375,62269.7109375,62482.75,62709.19921875,63100.75,63728.98046875,64410.12890625,65173.94921875,65919.9765625,66653.34375,67388.2734375,68089.5703125,68799.90625,69532.7734375,70275.2734375,71044.703125,71825.5,72603.9296875,73383.4921875,74160.296875,74935.359375,75707.4765625,76478.3125,77252.203125,78032.25,78817.78125,79611.6171875,80408.9375,81215.28125,82036.203125,82863.15625,83698.421875,84529.7265625,85353.46875,86170.5,86976.7578125,87775.2265625,88563.1171875,89342.5234375,90118.09375,90893.1015625
Fayetteville - NC,42884.19140625,43770.55859375,44555.4609375,45293.0,45185.26953125,45058.4609375,44900.51171875,44757.0,45128.33984375,45634.140625,46089.640625,46678.98828125,46870.12890625,47029.1796875,47321.26171875,47597.0,48610.19140625,48460.91015625,49228.73046875,50288.78125,50165.671875,52239.80859375,53730.98828125,55027.01171875,57540.6484375,58842.83984375,59765.01171875,60441.0,60536.890625,60724.69140625,61004.4609375,61220.01171875,61253.75,61296.23046875,61250.578125,61379.0,61994.8515625,62625.3203125,63289.2890625,63809.3984375,63954.87109375,64177.69140625,64376.3203125,64668.80859375,65124.4609375,65627.5390625,66188.15625,66766.328125,67359.46875,67967.171875,68577.5078125,69209.703125,69880.4375,70568.140625,71273.0,71986.09375,72697.9296875,73417.6875,74145.0625,74870.7265625,75595.2578125,76317.8828125,77040.09375,77771.4296875,78507.8828125,79254.5234375,80008.171875,80771.1015625,81551.3515625,82338.1796875,83130.796875,83921.0078125,84701.296875,85482.421875,86261.0703125,87036.7265625,87796.8125,88545.7734375,89287.078125,90026.2421875
Flint - MI,44200.671875,44158.6484375,43979.25,43955.0,44310.41015625,44901.7109375,45601.83984375,46298.01171875,46887.109375,47299.8984375,47724.78125,48127.01171875,48716.140625,49329.1015625,49985.390625,50389.0,50311.98046875,49116.05859375,48782.328125,48764.98828125,49188.0390625,50804.609375,51377.96875,52025.0,53063.640625,54085.30859375,55571.890625,57003.0,57682.73046875,58582.421875,59340.23046875,60027.0,61138.76171875,62164.73828125,62907.890625,63594.0,63808.421875,63964.87109375,64334.48828125,64714.62890625,65154.2890625,65529.83984375,65793.921875,66150.2890625,66692.7109375,67324.609375,68056.296875,68782.6015625,69492.046875,70200.8125,70877.0390625,71566.640625,72288.5390625,73027.0390625,73798.390625,74580.5,75358.421875,76137.5703125,76913.5703125,77689.046875,78464.40625,79240.2578125,80020.1328125,80806.4765625,81597.59375,82396.84375,83200.21875,84013.3125,84841.5078125,85676.8671875,86519.3125,87357.890625,88188.859375,89013.8125,89830.453125,90641.1875,91442.5234375,92236.9296875,93028.0625,93819.671875
Fort Lauderdale - FL,53992.171875,54017.73828125,54088.53125,54211.98828125,54782.46875,55518.7890625,56204.890625,56842.0,56949.44140625,56890.94140625,57028.6796875,57278.0,58325.62109375,59501.9609375,60508.3515625,61502.0,61767.25,60862.171875,60543.9296875,60342.6796875,60505.91015625,62402.62890625,64037.33984375,65747.0078125,67377.0390625,68595.2578125,69841.8984375,70978.0,72010.15625,72945.2734375,73563.828125,74531.0,76177.9609375,77937.921875,79949.2109375,81488.0078125,82527.1328125,83220.71875,83704.546875,84194.9296875,84389.7890625,84750.4765625,85109.2578125,85569.359375,86338.1171875,87198.25,88158.140625,89102.4765625,90033.5703125,90967.8125,91867.71875,92777.109375,93699.59375,94623.15625,95564.1015625,96507.140625,97439.5703125,98366.6484375,99285.640625,100198.4296875,101107.203125,102008.3828125,102907.4296875,103807.6796875,104709.0234375,105619.46875,106533.75,107457.0703125,108393.3515625,109335.609375,110286.140625,111234.5234375,112166.1875,113085.796875,113989.7734375,114880.5703125,115763.84375,116640.5,117514.6875,118389.8828125
Fort Myers - FL,51229.80078125,51803.0390625,52428.2890625,52909.0,53157.87109375,53506.12109375,53672.078125,53928.0,54345.96875,54678.578125,55281.62109375,56128.98828125,57638.48046875,59332.6015625,60903.26171875,62240.0,62743.3515625,62194.62890625,62152.4609375,62110.41015625,62160.359375,63686.98046875,64946.359375,66256.0,67968.546875,69198.4609375,70244.84375,71072.0,70868.1171875,70764.8984375,70870.7265625,71546.9921875,74619.6171875,77803.4375,80893.3515625,83602.0078125,84504.3125,84965.703125,85203.7421875,85424.5390625,85532.296875,85772.140625,86074.09375,86469.859375,87232.3515625,88100.8984375,89112.53125,90098.8515625,91061.4296875,92015.640625,92906.5234375,93798.25,94708.7421875,95621.2890625,96560.296875,97503.4921875,98434.40625,99358.8828125,100272.9609375,101181.65625,102086.0234375,102986.9296875,103892.1015625,104804.7734375,105723.8671875,106654.4609375,107589.359375,108536.796875,109500.0625,110473.03125,111459.7578125,112444.6484375,113402.7109375,114332.6796875,115227.7578125,116090.1328125,116939.4375,117775.25,118603.7265625,119430.40625
Fort Wayne - IN,50999.71875,51100.8203125,51286.359375,51519.01171875,51854.62109375,52171.12890625,52496.66015625,52908.0,53534.23046875,54197.828125,54821.51171875,55491.0,55936.75,56449.55859375,56938.75,57287.01171875,57586.3203125,56605.87890625,56690.9609375,57064.9609375,57547.80859375,59699.80859375,60840.73828125,62155.0,63534.21875,64450.12109375,65391.01953125,65678.0,65752.640625,65829.40625,65887.7734375,66317.0,67390.84375,68784.2734375,70018.7734375,71251.0,72045.421875,72386.90625,72990.1796875,73380.5234375,73540.46875,73862.6484375,74075.8125,74446.2890625,75067.53125,75768.9609375,76571.15625,77353.890625,78111.71875,78864.4609375,79573.3125,80286.953125,81017.5234375,81753.0625,82513.7421875,83282.0703125,84045.25,84808.8515625,85569.2734375,86328.703125,87088.421875,87847.21875,88610.140625,89379.40625,90153.5078125,90935.640625,91719.4296875,92512.34375,93319.1796875,94131.3203125,94951.359375,95766.5,96576.8984375,97383.03125,98181.1796875,98974.7578125,99758.6328125,100534.4375,101307.0390625,102079.75
Fresno - CA,47337.078125,47696.5703125,48213.2109375,48715.0,49505.03125,50345.390625,51067.4609375,51800.0,51956.171875,52071.16015625,52294.87890625,52628.98828125,53830.75,55143.328125,56290.62109375,57518.0,58275.12890625,58192.44140625,58805.640625,59522.078125,59949.51953125,61403.3984375,62555.25,63656.0,65515.46875,67038.8203125,68449.2265625,69571.0078125,69916.6015625,70425.578125,70737.75,71140.0078125,72089.140625,72953.15625,73877.40625,74983.0,76101.546875,77068.2578125,78031.703125,78778.8671875,79070.9375,79500.421875,79874.5703125,80354.8828125,81127.5078125,81965.65625,82911.96875,83824.9921875,84712.4296875,85593.3984375,86419.453125,87250.40625,88108.4375,88979.3515625,89885.5703125,90806.2421875,91718.390625,92627.640625,93530.3828125,94428.453125,95322.75,96212.8203125,97104.796875,98003.171875,98908.7734375,99824.921875,100745.40625,101678.4609375,102627.578125,103585.25,104552.7578125,105514.4765625,106468.96875,107414.15625,108345.8984375,109266.546875,110173.546875,111068.0390625,111956.1015625,112842.84375
Grand Rapids - MI,56626.69140625,57864.3203125,59128.87890625,60211.98828125,60682.609375,60991.890625,61093.30078125,61297.98828125,61734.76171875,62245.6796875,62867.01953125,63343.98828125,63933.7890625,64574.98046875,65114.4296875,65739.0,66017.203125,64794.05078125,64767.73046875,65068.94140625,65665.828125,68398.796875,70350.0,72014.0,74019.3828125,75412.9921875,76706.4296875,77771.0078125,77938.7734375,78055.0625,77923.34375,77979.0,78728.0078125,79673.6171875,80600.5703125,81541.0,82230.9765625,82783.6796875,83452.8828125,84068.59375,84472.8515625,84813.5,85119.7421875,85525.2734375,86287.2578125,87156.5703125,88145.6484375,89112.0625,90044.8984375,90977.1171875,91862.7265625,92759.4375,93668.6328125,94577.75,95507.296875,96433.09375,97347.5625,98253.25,99148.796875,100038.3828125,100922.3515625,101801.03125,102679.1796875,103560.203125,104444.203125,105336.171875,106230.03125,107134.171875,108051.9609375,108976.53125,109911.171875,110842.0078125,111761.078125,112668.7734375,113560.2421875,114437.6796875,115305.0,116161.9375,117014.0625,117866.1171875
Greensboro - NC,45865.96875,45809.578125,45823.58984375,46134.98828125,47087.6015625,48285.69140625,49414.828125,50284.98828125,50389.0703125,50298.76171875,50107.328125,50026.0,50436.26953125,50895.30859375,51368.640625,51770.0,52199.640625,51643.0703125,51859.44921875,52466.94140625,53004.94921875,55015.921875,56648.46875,57907.98828125,59116.48046875,59671.16015625,59926.859375,60271.01171875,60797.51171875,61523.80078125,62416.12890625,63280.0,64039.05859375,64833.08984375,65454.73828125,66072.0,66645.1484375,67064.171875,67551.4296875,67965.640625,68140.7578125,68430.84375,68645.2265625,68926.890625,69437.9296875,70015.5703125,70671.1484375,71329.7734375,71984.1796875,72644.7734375,73282.96875,73930.21875,74599.25,75275.828125,75972.703125,76678.5390625,77381.828125,78087.6328125,78793.578125,79499.703125,80204.6875,80909.0390625,81614.9609375,82324.8828125,83038.40625,83758.8671875,84483.03125,85214.6484375,85959.0234375,86707.7890625,87461.828125,88212.1015625,88951.8828125,89685.2109375,90409.2421875,91125.859375,91832.84375,92532.7421875,93228.9609375,93924.9296875
Greenville - SC,48921.23046875,49611.23046875,50179.2890625,50644.0,50748.5,50835.0703125,50915.1484375,51154.01171875,52074.671875,53187.44921875,54488.8984375,55790.0,56875.12890625,57682.12109375,58224.05078125,58621.0,58435.51953125,57427.83984375,57226.94140625,57265.30078125,57759.109375,59595.08984375,60996.828125,62265.01171875,63392.9296875,64223.76171875,64945.33984375,65681.0078125,66567.96875,67406.3671875,68329.1875,69413.0,70992.9296875,72749.5390625,74360.828125,75881.0,76857.6484375,77532.0625,78051.4765625,78365.7734375,78530.7421875,78722.9609375,78944.2421875,79253.8828125,79790.4609375,80410.8671875,81112.71875,81818.09375,82524.9921875,83237.90625,83930.96875,84636.5,85367.90625,86111.921875,86879.0234375,87655.0078125,88427.78125,89202.921875,89979.8984375,90759.3828125,91542.421875,92328.078125,93118.109375,93914.7890625,94716.6171875,95527.21875,96343.25,97168.15625,98007.78125,98853.546875,99704.8125,100554.1796875,101391.9609375,102224.4375,103049.5,103867.453125,104677.1015625,105478.9609375,106278.3125,107078.8828125
Gulfport-Biloxi-Pascagoula - MS,44933.9609375,45456.12109375,46006.6796875,46434.0,46680.55078125,46884.69921875,46981.25,47099.0,47038.44921875,47122.37890625,47201.328125,47444.0,48130.76171875,48893.7109375,49811.58984375,50642.01171875,51201.94140625,50250.48828125,50244.5,50588.48828125,50980.05078125,53441.53125,55102.76953125,56348.0,57431.19921875,57648.44921875,57815.4296875,58007.0,58362.91015625,58959.23828125,59401.80859375,60114.0,61240.46875,62568.21875,64039.671875,65256.01171875,66146.6484375,66818.28125,67354.5703125,67883.40625,68112.4296875,68316.3828125,68484.421875,68736.7890625,69261.78125,69869.2578125,70560.4921875,71239.0703125,71910.8828125,72588.7578125,73243.21875,73911.9765625,74612.90625,75331.28125,76079.71875,76841.828125,77599.8828125,78361.8125,79122.8828125,79879.8125,80632.4921875,81380.3515625,82126.0078125,82875.890625,83627.2890625,84382.453125,85138.609375,85899.8125,86673.09375,87449.4921875,88228.8828125,89001.40625,89764.03125,90520.5234375,91268.7109375,92010.4921875,92739.203125,93457.671875,94169.6796875,94879.140625
Harrisburg - PA,58773.2109375,59567.69140625,60498.609375,61467.01171875,62480.73828125,63482.609375,64394.21875,65068.98828125,65050.12109375,64834.1796875,64484.21875,64213.0,64700.05078125,65366.37890625,66109.359375,67069.0,68069.7578125,67599.9609375,68030.4765625,68850.953125,69160.6328125,71316.0,72622.578125,73559.0,73956.3203125,73908.3828125,73966.2421875,73739.0078125,74354.6015625,75067.6015625,75767.5,76758.0,77770.40625,78819.09375,79887.03125,80904.0,81895.25,82741.828125,83502.859375,84217.171875,84695.25,85207.21875,85640.7109375,86063.1484375,86740.859375,87483.8515625,88306.0234375,89117.1015625,89914.5625,90717.1328125,91498.40625,92293.53125,93114.9921875,93947.9921875,94803.828125,95667.96875,96527.0625,97386.6015625,98243.8671875,99098.0625,99950.2734375,100800.3125,101652.53125,102511.9296875,103377.203125,104251.6171875,105131.25,106020.9765625,106926.1015625,107837.40625,108754.953125,109668.671875,110572.546875,111472.15625,112363.7578125,113248.34375,114119.7734375,114981.640625,115838.609375,116694.6015625
Hartford - CT,72757.546875,72912.6875,72820.28125,72558.9921875,71776.8203125,71321.25,71149.2421875,71413.9921875,72833.359375,74275.4609375,75997.4765625,77258.0,77568.578125,77639.53125,77198.109375,77005.0,77218.2421875,76136.4296875,76352.1875,77014.0,77310.421875,79740.7265625,81189.296875,82258.0,83672.28125,84203.859375,84948.15625,85723.0,87182.1796875,89069.7890625,90661.453125,92176.0,93009.4921875,93537.2265625,93994.953125,94419.0,95021.6171875,95658.96875,96494.9921875,97359.9765625,97846.7578125,98424.3828125,98904.046875,99491.8671875,100499.53125,101608.640625,102849.7734375,104055.7265625,105218.3984375,106374.75,107468.3203125,108568.4765625,109681.7265625,110797.0703125,111940.8828125,113090.953125,114231.296875,115366.0625,116489.4921875,117603.8125,118710.34375,119807.546875,120905.7578125,122008.8671875,123116.796875,124235.5703125,125356.8671875,126489.0078125,127635.6328125,128788.15625,129948.8828125,131101.21875,132242.5625,133372.21875,134484.65625,135585.109375,136672.6875,137747.765625,138816.6875,139884.75
Honolulu - HI,78218.828125,79090.90625,79920.2734375,80513.0,80823.5390625,80949.140625,81052.21875,81284.0,81666.6171875,82491.8828125,83448.2265625,84422.9921875,85509.671875,86214.7109375,86787.9296875,87470.0,87969.1484375,86807.9296875,86100.8671875,85465.6875,84992.8828125,86963.5703125,89004.8203125,90704.0,92457.3125,93641.3515625,94833.3515625,96580.0,98297.3984375,100231.6484375,101710.8125,103131.0078125,103849.9765625,104383.9609375,105007.7578125,105205.0,106588.15625,107671.40625,108746.1015625,110066.0078125,110477.7578125,111145.953125,111830.2109375,112573.5390625,113694.0703125,114923.5390625,116263.2265625,117572.7109375,118839.90625,120103.640625,121324.3828125,122549.578125,123784.6015625,125019.4921875,126268.3984375,127514.7265625,128747.28125,129967.25,131172.046875,132364.265625,133547.296875,134722.578125,135899.390625,137082.734375,138273.25,139475.03125,140681.71875,141899.375,143133.53125,144374.625,145622.9375,146866.25,148100.3125,149329.15625,150546.984375,151755.984375,152950.40625,154131.640625,155307.515625,156482.65625
Houston - TX,61403.12109375,61422.48828125,61461.9296875,61707.98828125,62044.390625,62628.30078125,63219.51171875,63802.0,64194.48046875,64466.05859375,64917.921875,65393.98828125,66495.6328125,67570.46875,68434.8984375,69193.0078125,68802.296875,67292.34375,66201.0625,65282.51171875,65425.6484375,67278.5,69042.328125,70893.0,72301.4296875,73275.2890625,74185.53125,74863.0,76216.890625,77367.6328125,78338.8203125,79463.0,79960.46875,80601.8828125,81118.890625,81416.9921875,81908.609375,82223.15625,82619.1328125,83039.2578125,83088.8125,83324.71875,83654.15625,84253.4921875,85376.578125,86634.4609375,88091.640625,89462.84375,90727.9296875,91958.8671875,93058.6328125,94141.546875,95209.2265625,96251.7109375,97320.8203125,98380.3984375,99416.6015625,100429.6015625,101411.5234375,102371.1328125,103310.65625,104233.859375,105153.2578125,106073.75,106995.6171875,107924.6015625,108847.5390625,109780.0,110725.9375,111676.2890625,112640.328125,113589.953125,114534.28125,115459.46875,116357.8828125,117238.640625,118104.03125,118952.359375,119791.421875,120627.2578125
Huntsville - AL,57940.9296875,58012.58984375,57991.76953125,58238.0,58859.66015625,59677.51171875,60523.73828125,61330.98828125,61955.4296875,62484.359375,63075.12890625,63765.0,64573.01171875,65385.48046875,66289.8203125,67156.9921875,68251.3828125,68410.5625,69367.7578125,70521.1875,71469.5078125,73919.1484375,75537.421875,76963.0078125,78144.5390625,78837.953125,79999.109375,81066.0,82256.4296875,83427.921875,84128.15625,84929.0,85469.28125,86047.6015625,86617.4765625,87048.9921875,87911.296875,88780.7734375,89644.609375,90416.9765625,90737.5390625,90932.8671875,91079.609375,91378.0625,91978.4609375,92680.828125,93481.8203125,94291.3125,95090.8984375,95896.28125,96682.6875,97489.421875,98326.2421875,99180.578125,100061.328125,100951.2734375,101841.9609375,102737.78125,103636.6015625,104539.1796875,105445.640625,106356.21875,107272.9375,108199.0625,109132.703125,110075.5625,111025.1328125,111985.59375,112963.5,113949.4921875,114943.546875,115935.9296875,116920.0,117901.578125,118876.6015625,119847.6484375,120809.640625,121765.09375,122719.3515625,123675.4296875
Indianapolis - IN,54907.19921875,55471.0390625,56106.19140625,56750.01171875,57517.37890625,58267.921875,58905.69921875,59566.01171875,60021.921875,60354.578125,60694.1015625,61022.0,61380.078125,61800.328125,62207.69140625,62501.98828125,62900.51171875,62188.19140625,62483.01953125,63286.12890625,64026.609375,66516.2109375,68429.1484375,70224.0,72325.0,73843.7734375,75099.796875,75823.9921875,76441.4609375,76952.5078125,77324.96875,77947.0,78424.3984375,79113.671875,79673.1796875,80239.0,80992.859375,81495.453125,82193.25,82722.3125,82773.9375,83016.2734375,83217.5078125,83720.7890625,84636.6171875,85665.8828125,86868.4609375,88002.703125,89052.21875,90069.4609375,90968.328125,91855.0625,92735.0078125,93600.203125,94498.7734375,95397.6796875,96283.46875,97155.25,98006.3671875,98845.1875,99674.1171875,100494.5703125,101317.5390625,102144.5,102975.8828125,103815.9921875,104652.2109375,105495.5390625,106349.2109375,107204.6171875,108068.640625,108920.9921875,109778.921875,110634.53125,111483.71875,112333.3828125,113171.4296875,114000.0703125,114823.7421875,115646.8828125
Inland Empire - CA,56569.80078125,56993.328125,57588.19921875,58236.0,58934.1015625,59840.890625,60864.75,61994.0,62941.421875,63887.87890625,64795.91015625,65671.0,67104.0234375,68512.578125,69706.84375,70954.0,70896.3828125,70137.828125,70161.7109375,70438.7734375,71859.078125,73957.3515625,75562.953125,77018.0,78548.53125,79983.3125,81535.8828125,82803.0,83911.1328125,85370.8515625,86511.921875,87843.0,88851.4609375,89550.0703125,90271.2421875,91013.0078125,92047.0703125,92893.8828125,93775.65625,94479.2421875,94758.3203125,95226.8671875,95643.609375,96165.2109375,96992.921875,97913.046875,98947.390625,99961.3984375,100945.2734375,101913.5390625,102823.0390625,103726.8125,104652.2890625,105584.4375,106545.859375,107518.390625,108483.0078125,109447.71875,110408.34375,111367.6328125,112328.8828125,113292.1796875,114263.6796875,115246.9375,116238.3125,117240.5234375,118247.3828125,119266.890625,120304.2578125,121351.390625,122409.546875,123463.4296875,124506.8984375,125539.71875,126557.0078125,127561.328125,128552.4921875,129532.1875,130506.890625,131481.1875
Jackson - MS,47717.6484375,48707.96875,49677.609375,50632.0,51077.9296875,51456.578125,51902.55859375,52434.0,53328.359375,54289.828125,55135.21875,55700.0,55334.23046875,54505.7109375,53488.26171875,52426.0,51865.6796875,50614.41015625,50235.19140625,50225.96875,50260.23046875,51900.55859375,53140.578125,54123.0,55473.05859375,56243.05859375,57122.5,58064.0,58237.75,58492.640625,58448.3203125,58592.0,59917.78125,61441.578125,63157.5,64835.01171875,65993.828125,66863.28125,67540.890625,68149.6796875,68420.8203125,68803.2734375,69179.7265625,69613.8125,70348.5703125,71156.890625,72064.578125,72934.6328125,73769.5625,74599.5,75376.078125,76153.9609375,76944.5,77736.75,78553.5234375,79375.2890625,80186.3125,80990.03125,81783.4921875,82568.828125,83347.390625,84120.453125,84895.046875,85674.09375,86456.3671875,87245.609375,88033.90625,88829.84375,89637.546875,90449.203125,91267.578125,92077.75,92882.5390625,93678.28125,94462.34375,95237.578125,96001.4609375,96754.65625,97501.8203125,98247.65625
Jacksonville - FL,54067.23828125,54967.33984375,55928.03125,56839.98828125,57352.78125,57862.5,58283.26171875,58709.01171875,59082.0703125,59302.859375,59689.16015625,60238.01171875,61671.921875,63282.6484375,64684.390625,65880.0078125,65894.1015625,64982.890625,64626.6484375,64362.28125,64351.26953125,65669.8515625,66832.2421875,68394.0,70925.4609375,73287.7578125,75671.7578125,77583.0,77989.5078125,77934.8125,77375.640625,77044.0,77988.4375,79193.359375,80702.3671875,82053.0,83017.6171875,83714.1875,84313.1015625,84911.0703125,85164.25,85576.203125,85946.7421875,86366.9765625,87101.8671875,87916.359375,88825.7890625,89715.2578125,90591.109375,91467.2421875,92305.6484375,93150.953125,94015.796875,94885.6875,95776.4765625,96671.6171875,97557.78125,98440.7890625,99317.90625,100191.3984375,101062.9375,101931.859375,102803.171875,103680.9296875,104563.328125,105455.09375,106352.078125,107260.09375,108183.5390625,109114.953125,110055.4765625,110992.96875,111914.59375,112822.59375,113712.25,114585.6484375,115447.2109375,116298.6171875,117144.4921875,117990.3828125
Kansas City - MO,60744.58984375,60907.828125,61122.2890625,61385.0,61844.2890625,62364.890625,62827.1015625,63404.0,63794.828125,64372.4609375,65030.25,65768.0078125,66979.0390625,68074.140625,69198.59375,70215.0,70777.859375,70290.453125,70282.203125,70538.1875,70760.390625,72392.578125,73395.3515625,73899.9921875,74479.6015625,74452.3125,74778.8515625,75280.0,76096.578125,77388.7890625,78542.1875,79842.0078125,80897.9765625,81893.4921875,82830.15625,83785.0,84735.7109375,85606.3125,86439.3671875,87046.1796875,87500.09375,87809.0234375,88058.2421875,88463.828125,89212.8984375,90063.03125,91049.2109375,92005.0234375,92916.703125,93819.1171875,94660.1796875,95506.328125,96369.109375,97234.78125,98131.9609375,99037.03125,99933.40625,100824.5,101705.8671875,102580.203125,103448.6171875,104311.75,105175.6171875,106043.671875,106914.4921875,107792.5,108670.328125,109555.546875,110452.3671875,111352.828125,112259.890625,113159.609375,114051.109375,114934.828125,115807.1015625,116671.359375,117524.65625,118368.2265625,119207.0390625,120045.2578125
Killeen - TX,49276.640625,50186.109375,51224.7109375,52202.0,52545.8984375,52905.078125,53167.98046875,53303.0,53491.6796875,53516.140625,53609.5,53686.01171875,53828.69140625,53994.19140625,54113.75,54370.01171875,54726.98828125,54695.2890625,55171.921875,55722.75,56249.859375,57627.19921875,58692.94140625,59753.0,60614.01171875,61247.51171875,62017.23046875,62904.01171875,65011.23046875,67189.5,69220.5234375,71013.0,70865.75,70287.0234375,69396.53125,68464.9921875,68867.421875,69508.3828125,70357.7109375,71183.453125,71420.90625,71669.1328125,71890.65625,72269.2578125,72927.453125,73666.9765625,74530.859375,75400.9921875,76262.578125,77123.1328125,77938.5703125,78759.8671875,79607.0625,80462.9921875,81344.8515625,82232.5078125,83111.6171875,83985.4765625,84851.96875,85712.53125,86566.359375,87417.3515625,88270.9375,89131.7109375,89999.15625,90876.78125,91758.8828125,92651.859375,93561.46875,94478.328125,95404.25,96326.7734375,97242.0078125,98150.03125,99046.703125,99933.9609375,100807.3671875,101669.953125,102527.1875,103383.0
Knoxville - TN,48825.3203125,49131.98046875,49479.7890625,49862.0,50392.828125,50944.69921875,51392.5703125,51848.0,52145.3203125,52487.3984375,53027.23828125,53523.0,54492.08984375,55381.9609375,56052.66015625,56623.0,56793.80859375,55852.33984375,55756.23828125,56046.5703125,56703.8515625,59007.390625,60823.53125,62592.0,64370.44921875,65649.21875,66841.5625,67800.9921875,68327.1015625,68891.859375,69316.4296875,69872.0078125,70900.3203125,72082.7421875,73200.7578125,74183.9921875,74874.9765625,75348.40625,75944.828125,76542.0625,76850.9921875,77249.859375,77564.5625,77982.140625,78729.34375,79560.46875,80521.2734375,81445.7578125,82331.2109375,83205.453125,84011.4296875,84815.921875,85626.96875,86435.1796875,87269.15625,88105.28125,88931.6875,89749.359375,90552.9765625,91348.4609375,92134.2734375,92913.96875,93695.921875,94481.7421875,95271.9375,96069.75,96868.09375,97675.828125,98497.4921875,99324.6484375,100159.2734375,100985.703125,101807.921875,102620.8671875,103421.1171875,104213.0078125,104995.2421875,105767.8125,106535.796875,107303.609375
Lafayette - LA,47366.55078125,46514.58984375,45805.44140625,45409.01171875,45759.30078125,46367.2890625,47165.51953125,47848.01171875,48527.51171875,49248.9296875,49934.6015625,50825.0,51739.66015625,52530.98046875,53133.69140625,53493.0,53021.76953125,52012.46875,51501.94140625,50797.23046875,51005.8515625,52216.421875,53108.4609375,53931.0,53511.78125,52485.48046875,51440.53125,50837.0,52092.5,53693.44140625,55414.08984375,57311.0,58363.01171875,59320.921875,60090.44140625,60527.0,61014.73046875,61319.3203125,61643.51953125,62052.48046875,62113.25,62282.94921875,62453.609375,62738.171875,63391.51171875,64139.6015625,65017.12890625,65847.359375,66628.2734375,67395.9296875,68091.3671875,68789.84375,69499.34375,70211.9375,70958.6484375,71711.171875,72453.4375,73187.3203125,73906.34375,74614.6875,75312.6875,76002.6484375,76693.34375,77387.96875,78086.703125,78792.3203125,79496.1015625,80207.8515625,80929.9609375,81655.5,82389.1796875,83112.3984375,83825.796875,84522.78125,85198.3828125,85858.15625,86504.4609375,87137.796875,87763.140625,88384.859375
