Market,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2
Birmingham - AL,1266.50354003906,1266.72302246094,1263.73828125,1280.7353515625,1301.14001464844,1301.78991699219,1299.28295898438,1317.34326171875,1339.77807617188,1342.39575195313,1341.3818359375,1360.84533691406,1383.87438964844,1385.46118164063,1383.05200195313,1401.67736816406,1424.076171875,1424.77978515625,1421.58825683594,1440.19201660156,1462.9482421875,1463.44506835938,1459.77685546875,1478.52416992188,1501.37829589844,1501.32653808594,1497.0966796875,1515.87268066406,1538.84887695313,1538.48803710938,1533.63403320313,1552.52185058594,1575.85729980469,1575.126953125,1570.00073242188,1589.05493164063,1612.65563964844,1611.78759765625,1606.24133300781,1625.61572265625,1649.47021484375
Boise - ID,1628.34387207031,1634.14196777344,1639.59594726563,1661.95776367188,1687.21484375,1691.18273925781,1694.478515625,1715.39379882813,1740.10510253906,1742.91650390625,1745.38586425781,1765.57385253906,1789.27758789063,1790.51647949219,1791.39428710938,1810.95471191406,1834.53918457031,1835.43957519531,1836.2548828125,1856.32177734375,1880.51513671875,1881.53393554688,1882.4599609375,1903.12426757813,1928.1015625,1929.12475585938,1930.08044433594,1951.27697753906,1976.81213378906,1977.86828613281,1978.62780761719,2000.24401855469,2026.30395507813,2027.38549804688,2028.38330078125,2050.65649414063,2077.4755859375,2078.56811523438,2079.6796875,2102.41333007813,2129.81176757813
Boston - MA,2996.26733398438,2990.17993164063,2981.89575195313,3038.59448242188,3096.142578125,3084.72631835938,3073.15795898438,3125.7470703125,3181.03930664063,3166.57958984375,3152.83374023438,3205.22412109375,3260.34228515625,3243.9521484375,3228.623046875,3281.33251953125,3337.19018554688,3320.2470703125,3304.45556640625,3358.39184570313,3415.56713867188,3398.2705078125,3382.17651367188,3437.49487304688,3496.162109375,3478.240234375,3461.52368164063,3517.93872070313,3577.71630859375,3559.50268554688,3542.53149414063,3600.38891601563,3661.6689453125,3643.11206054688,3625.84838867188,3685.17944335938,3747.98950195313,3728.68969726563,3710.70849609375,3771.13696289063,3835.11889648438
Brownsville-Harlingen - TX,963.258850097656,969.605590820313,975.645324707031,985.827819824219,997.494384765625,1003.17279052734,1008.51953125,1017.73461914063,1029.54467773438,1035.58203125,1041.27978515625,1050.62768554688,1062.35949707031,1067.81005859375,1072.79443359375,1081.67248535156,1093.10009765625,1098.162109375,1102.95739746094,1111.85876464844,1123.49157714844,1128.69494628906,1133.62451171875,1142.66870117188,1154.50817871094,1159.62438964844,1164.44787597656,1173.49194335938,1185.40307617188,1190.53002929688,1195.361328125,1204.53662109375,1216.64770507813,1221.79797363281,1226.64050292969,1236.06262207031,1248.49645996094,1253.66064453125,1258.50903320313,1268.05310058594,1280.68249511719
Buffalo - NY,1350.86975097656,1359.42224121094,1367.14526367188,1385.28686523438,1402.68481445313,1409.71447753906,1416.03955078125,1432.52258300781,1448.63146972656,1454.77380371094,1460.43530273438,1476.73449707031,1492.44616699219,1497.23376464844,1501.45690917969,1516.537109375,1531.34191894531,1535.37072753906,1539.12927246094,1554.31372070313,1569.21069335938,1573.18103027344,1576.71948242188,1591.82214355469,1606.59997558594,1610.22534179688,1613.40893554688,1628.54211425781,1643.53552246094,1646.95886230469,1650.10314941406,1665.443359375,1680.44226074219,1683.78564453125,1686.87353515625,1702.2587890625,1717.46508789063,1720.75939941406,1723.76098632813,1739.31579589844,1754.68872070313
Canton - OH,965.478210449219,972.273864746094,979.833068847656,989.568359375,1000.92181396484,1006.32843017578,1012.59741210938,1020.83758544922,1031.0693359375,1035.56945800781,1041.04479980469,1048.58288574219,1058.15649414063,1061.73950195313,1066.30419921875,1073.14001464844,1082.09716796875,1085.1416015625,1089.39672851563,1096.01037597656,1104.95068359375,1107.96435546875,1112.10974121094,1118.71362304688,1127.52722167969,1130.185546875,1134.08605957031,1140.43273925781,1149.20227050781,1151.81726074219,1155.58764648438,1161.90869140625,1170.68542480469,1173.15002441406,1176.77612304688,1183.05493164063,1191.83422851563,1194.24645996094,1197.95849609375,1204.18798828125,1212.95886230469
Charleston - SC,1843.35131835938,1842.36975097656,1833.755859375,1863.3876953125,1894.77954101563,1895.04833984375,1887.478515625,1919.2509765625,1953.60888671875,1956.62915039063,1951.00524902344,1984.78454589844,2019.99731445313,2021.49011230469,2013.77258300781,2046.86206054688,2081.57275390625,2081.93579101563,2073.21606445313,2106.60424804688,2142.06640625,2142.14038085938,2132.51733398438,2166.28930664063,2201.95874023438,2201.216796875,2190.72119140625,2224.7763671875,2260.76220703125,2259.56005859375,2248.11669921875,2282.61596679688,2319.31201171875,2317.67724609375,2305.90087890625,2341.04077148438,2378.42993164063,2376.66723632813,2364.10546875,2399.90869140625,2437.76513671875
Charlotte - NC,1658.03198242188,1654.20190429688,1645.15124511719,1665.04223632813,1686.72131347656,1683.56896972656,1679.810546875,1703.31616210938,1729.99133300781,1730.955078125,1730.35119628906,1756.16491699219,1783.96069335938,1784.44116210938,1782.68737792969,1808.26599121094,1835.92639160156,1835.93090820313,1833.87121582031,1860.19128417969,1888.90124511719,1889.15356445313,1887.24987792969,1914.30676269531,1943.67712402344,1943.4375,1940.86450195313,1967.99133300781,1997.65759277344,1996.82775878906,1993.79321289063,2021.27258300781,2051.34985351563,2050.09765625,2046.57727050781,2074.60693359375,2105.0888671875,2103.59130859375,2099.55224609375,2127.890625,2158.73901367188
Chattanooga - TN,1394.08190917969,1397.94567871094,1397.28479003906,1414.04699707031,1434.02111816406,1439.11218261719,1439.61010742188,1457.93664550781,1480.14599609375,1487.46826171875,1489.25207519531,1508.64758300781,1531.14611816406,1537.23010253906,1537.7080078125,1556.37841796875,1578.291015625,1583.6708984375,1583.5205078125,1602.19750976563,1624.50695800781,1629.7978515625,1629.15405273438,1647.86474609375,1670.13171386719,1674.91076660156,1673.75244140625,1692.48034667969,1714.84765625,1719.478515625,1717.91162109375,1736.95007324219,1759.89672851563,1764.37951660156,1762.59875488281,1781.79040527344,1804.97033691406,1809.38110351563,1807.18835449219,1826.68896484375,1850.09484863281
Chicago - IL,1891.93310546875,1899.45678710938,1908.45068359375,1949.91455078125,1985.33325195313,1983.33923339844,1983.52001953125,2018.28869628906,2049.04541015625,2042.8564453125,2039.80639648438,2072.78955078125,2101.79516601563,2093.17041015625,2088.00439453125,2120.130859375,2148.56298828125,2138.9912109375,2133.18212890625,2165.66723632813,2194.57836914063,2184.43017578125,2178.32666015625,2211.09228515625,2240.2421875,2229.54663085938,2222.98046875,2256.2919921875,2285.63208007813,2274.5283203125,2267.642578125,2301.42456054688,2331.42456054688,2320.1865234375,2313.24633789063,2347.79321289063,2378.43212890625,2366.99536132813,2359.71020507813,2394.73413085938,2425.75634765625
Cincinnati - OH,1331.84533691406,1337.81018066406,1341.37182617188,1360.17517089844,1379.34899902344,1384.91772460938,1387.96960449219,1405.32824707031,1422.97143554688,1427.35302734375,1429.57922363281,1446.71606445313,1464.1357421875,1467.75708007813,1469.1728515625,1486.06726074219,1503.37744140625,1506.67041015625,1507.72265625,1524.80712890625,1542.45446777344,1545.73937988281,1546.71264648438,1563.98803710938,1581.82458496094,1584.77099609375,1585.341796875,1602.78527832031,1620.63671875,1623.37768554688,1623.85473632813,1641.44641113281,1659.59838867188,1662.25891113281,1662.43383789063,1680.28857421875,1698.71008300781,1701.12731933594,1701.1650390625,1719.31018066406,1737.84069824219
Cleveland - OH,1250.75891113281,1254.93298339844,1258.10180664063,1273.71472167969,1292.58984375,1297.85229492188,1301.71643066406,1317.91918945313,1336.74377441406,1341.65393066406,1345.05859375,1360.7890625,1378.80065917969,1382.45288085938,1384.53234863281,1399.45324707031,1416.95361328125,1419.81945800781,1421.36987304688,1436.26184082031,1453.9560546875,1456.646484375,1457.837890625,1472.55944824219,1489.97521972656,1492.01538085938,1492.49780273438,1507.15197753906,1524.55358886719,1526.33618164063,1526.52648925781,1541.20654296875,1558.67626953125,1560.18383789063,1560.07641601563,1574.79675292969,1592.51025390625,1593.74291992188,1593.46691894531,1608.1650390625,1625.93530273438
Colorado Springs - CO,1499.43676757813,1501.17517089844,1496.39416503906,1519.70434570313,1546.74780273438,1547.63647460938,1541.7421875,1563.96789550781,1591.56982421875,1592.82348632813,1586.97265625,1609.60522460938,1637.26599121094,1637.26647949219,1629.89392089844,1652.00183105469,1679.40100097656,1678.66320800781,1670.62341308594,1693.04504394531,1721.04150390625,1720.375,1712.22900390625,1735.04370117188,1763.55908203125,1762.55688476563,1753.98583984375,1777.19274902344,1806.22631835938,1805.17822265625,1796.29663085938,1819.89147949219,1849.4375,1848.18725585938,1839.01403808594,1863.26831054688,1893.61071777344,1892.23767089844,1882.671875,1907.349609375,1938.23767089844
Columbia - SC,1358.07092285156,1359.23852539063,1356.56701660156,1377.82202148438,1397.67016601563,1399.18994140625,1396.96057128906,1419.44189453125,1441.33544921875,1444.85778808594,1444.02172851563,1468.060546875,1490.42736816406,1492.87841796875,1490.67114257813,1514.06213378906,1535.96752929688,1537.62976074219,1534.73864746094,1558.34350585938,1580.51623535156,1581.84826660156,1578.34777832031,1602.14758300781,1624.37744140625,1625.16870117188,1621.17102050781,1645.13818359375,1667.48754882813,1667.97644042969,1663.39294433594,1687.64758300781,1710.40905761719,1710.56030273438,1705.69006347656,1730.22729492188,1753.23156738281,1753.21752929688,1747.89294433594,1772.87438964844,1796.09484863281
Columbus - OH,1382.64233398438,1383.2685546875,1386.42431640625,1406.72119140625,1429.70239257813,1431.27392578125,1434.5576171875,1454.22033691406,1476.17150878906,1477.13989257813,1480.25573730469,1500.19555664063,1522.25073242188,1522.22985839844,1524.38269042969,1543.96887207031,1565.98278808594,1565.39733886719,1567.19616699219,1587.08020019531,1609.44104003906,1608.71728515625,1610.29736328125,1630.29418945313,1652.83715820313,1651.66857910156,1652.84973144531,1673.09411621094,1695.93054199219,1694.42602539063,1695.32458496094,1715.77465820313,1739.05407714844,1737.19738769531,1737.97216796875,1758.7939453125,1782.32507324219,1780.25256347656,1780.89331054688,1802.09997558594,1826.07934570313
Corpus Christi - TX,1186.21508789063,1188.52111816406,1190.83435058594,1206.04162597656,1222.15014648438,1223.55895996094,1225.00061035156,1239.17956542969,1255.52111816406,1257.19091796875,1258.81616210938,1273.16784667969,1289.28955078125,1289.93762207031,1290.53735351563,1304.32373046875,1320.08056640625,1320.04528808594,1320.21997070313,1333.95129394531,1349.82641601563,1349.72448730469,1349.83813476563,1363.77294921875,1379.900390625,1379.53344726563,1379.31384277344,1393.21984863281,1409.35864257813,1408.77307128906,1408.41003417969,1422.49987792969,1438.86657714844,1438.138671875,1437.56530761719,1451.8955078125,1468.54809570313,1467.58666992188,1466.85534667969,1481.36633300781,1498.24487304688
Dallas-Fort Worth - TX,1580.82543945313,1580.3583984375,1577.40710449219,1600.66357421875,1626.9404296875,1629.36706542969,1629.01184082031,1653.58227539063,1681.21691894531,1683.86401367188,1683.36376953125,1708.01245117188,1735.84802246094,1737.51184082031,1735.873046875,1760.13635253906,1787.44360351563,1788.11267089844,1785.3984375,1809.68493652344,1837.46728515625,1838.00695800781,1835.25561523438,1860.27856445313,1888.89404296875,1889.31616210938,1886.34313964844,1911.91748046875,1940.98828125,1941.24963378906,1938.02673339844,1964.14819335938,1994.04565429688,1994.3173828125,1991.02124023438,2017.90441894531,2048.48950195313,2048.61254882813,2045.05456542969,2072.50366210938,2103.94677734375
Dayton - OH,1165.50451660156,1172.35327148438,1176.83129882813,1191.90808105469,1207.02917480469,1212.07263183594,1214.83447265625,1228.36145019531,1242.2568359375,1246.1572265625,1247.73059082031,1260.34301757813,1273.33813476563,1276.01611328125,1276.30163574219,1288.15417480469,1300.50512695313,1302.57165527344,1302.45642089844,1314.13940429688,1326.45495605469,1328.41516113281,1328.04992675781,1339.77416992188,1352.00402832031,1353.546875,1352.853515625,1364.40222167969,1376.5927734375,1378.04187011719,1377.0732421875,1388.66711425781,1400.91174316406,1402.23071289063,1401.08813476563,1412.75671386719,1425.08288574219,1426.22912597656,1425.00805664063,1436.66845703125,1448.99499511719
Daytona Beach - FL,1566.13757324219,1570.30908203125,1571.99035644531,1588.86083984375,1606.85974121094,1611.94641113281,1614.79455566406,1633.3701171875,1653.84619140625,1661.77380371094,1666.7685546875,1687.10913085938,1708.24829101563,1715.25231933594,1718.95190429688,1738.54553222656,1759.00964355469,1765.41662597656,1768.61865234375,1788.1611328125,1808.9375,1815.15905761719,1817.90100097656,1837.44079589844,1858.14306640625,1863.87756347656,1866.23608398438,1885.8330078125,1906.51208496094,1912.00915527344,1913.87463378906,1933.60339355469,1954.62158203125,1959.94860839844,1961.73620605469,1981.63500976563,2002.85144042969,2008.09790039063,2009.52380371094,2029.69909667969,2051.01489257813
Denver - CO,1868.01513671875,1852.12780761719,1836.99243164063,1868.33410644531,1904.76452636719,1899.15173339844,1889.41125488281,1924.6142578125,1964.10107421875,1959.94409179688,1950.96740722656,1987.90295410156,2028.79748535156,2024.18481445313,2014.42126464844,2051.92333984375,2093.39916992188,2088.15673828125,2077.57421875,2115.87963867188,2158.46826171875,2152.85693359375,2141.74633789063,2181.05224609375,2224.55859375,2218.35961914063,2206.5185546875,2246.63720703125,2291.02685546875,2284.1953125,2271.57690429688,2312.4599609375,2357.96459960938,2350.73266601563,2337.76904296875,2379.6435546875,2426.24951171875,2418.56225585938,2404.73828125,2447.58081054688,2495.27709960938
Des Moines - IA,1176.06909179688,1180.076171875,1184.96423339844,1200.482421875,1217.10888671875,1219.46813964844,1222.72082519531,1236.64379882813,1251.96630859375,1253.10400390625,1255.27624511719,1268.43322753906,1282.9560546875,1282.81506347656,1283.77795410156,1296.15612792969,1310.12939453125,1309.38049316406,1310.03564453125,1322.34045410156,1336.35083007813,1335.51623535156,1336.03051757813,1348.55920410156,1362.69348144531,1361.54846191406,1361.84802246094,1374.25476074219,1388.42785644531,1387.12951660156,1387.16540527344,1399.67736816406,1414.03833007813,1412.62390136719,1412.63488769531,1425.35266113281,1439.90161132813,1438.37939453125,1438.38342285156,1451.18127441406,1465.84851074219
Detroit - MI,1362.80822753906,1370.33032226563,1373.11633300781,1395.27697753906,1418.50256347656,1423.83618164063,1423.53942871094,1442.71704101563,1464.13098144531,1467.96862792969,1466.38293457031,1484.96789550781,1505.68896484375,1508.06042480469,1504.88745117188,1522.44104003906,1542.44360351563,1543.94067382813,1540.05712890625,1557.71801757813,1578.06481933594,1579.46911621094,1575.36779785156,1593.3154296875,1613.84301757813,1615.14624023438,1610.65173339844,1628.70227050781,1649.38830566406,1650.40258789063,1645.63293457031,1663.91638183594,1685.04052734375,1686.07080078125,1681.02722167969,1699.55639648438,1720.98681640625,1721.89916992188,1716.62219238281,1735.41369628906,1757.15856933594
Durham - NC,1592.125,1586.43774414063,1583.46508789063,1606.05676269531,1634.71997070313,1629.26049804688,1626.48107910156,1650.55871582031,1681.60925292969,1678.28100585938,1677.69470214844,1703.82824707031,1736.13708496094,1731.82446289063,1729.982421875,1755.68298339844,1787.71960449219,1782.51318359375,1780.01989746094,1805.880859375,1838.60144042969,1832.90417480469,1829.79846191406,1855.83959960938,1888.72631835938,1882.23645019531,1878.60009765625,1904.88684082031,1938.17578125,1931.12719726563,1926.81506347656,1953.38916015625,1987.3330078125,1979.70861816406,1975.09191894531,2001.95617675781,2036.35925292969,2028.3583984375,2023.24011230469,2050.56372070313,2085.46508789063
East Bay - CA,2470.263671875,2463.12890625,2463.33471679688,2504.70727539063,2541.85766601563,2535.37109375,2534.86865234375,2574.45385742188,2610.02783203125,2601.40966796875,2599.42919921875,2638.75219726563,2674.16357421875,2664.57275390625,2661.45947265625,2700.9990234375,2736.87573242188,2726.6806640625,2723.52783203125,2764.34033203125,2801.65380859375,2791.7685546875,2789.08837890625,2831.20556640625,2869.44604492188,2859.2890625,2856.5400390625,2899.7314453125,2938.65063476563,2927.96704101563,2925.16430664063,2969.47241210938,3009.7021484375,2999.07763671875,2996.24731445313,3041.43334960938,3082.38134765625,3071.19750976563,3068.01782226563,3114.3291015625,3156.2861328125
El Paso - TX,1076.18969726563,1083.54809570313,1085.87634277344,1098.55981445313,1112.19421386719,1118.85974121094,1120.375,1132.16613769531,1146.14685058594,1153.31188964844,1155.17053222656,1167.2412109375,1181.16271972656,1187.70849609375,1188.67053222656,1200.25061035156,1213.87426757813,1219.99877929688,1220.62585449219,1232.27087402344,1246.13916015625,1252.43200683594,1253.08154296875,1264.91430664063,1279.02709960938,1285.2265625,1285.63122558594,1297.50964355469,1311.77111816406,1318.04418945313,1318.38220214844,1330.4765625,1344.97412109375,1351.34301757813,1351.62756347656,1364.099609375,1379.03527832031,1385.42858886719,1385.58020019531,1398.21423339844,1413.37426757813
Fayetteville - NC,1258.6162109375,1261.71862792969,1258.53527832031,1277.06469726563,1295.44299316406,1299.31958007813,1296.76110839844,1316.63830566406,1336.9208984375,1342.69458007813,1341.42053222656,1362.5,1383.08947753906,1387.82434082031,1384.99462890625,1405.3271484375,1425.26831054688,1429.22863769531,1425.68054199219,1446.04125976563,1466.26782226563,1470.06848144531,1465.99816894531,1486.49853515625,1506.69458007813,1510.07873535156,1505.53161621094,1526.20751953125,1546.55017089844,1549.71484375,1544.58947753906,1565.470703125,1586.16235351563,1589.10876464844,1583.71789550781,1604.82385253906,1625.64050292969,1628.44665527344,1622.54455566406,1643.94140625,1664.94226074219
Flint - MI,1012.12225341797,1018.64233398438,1023.37359619141,1034.76928710938,1047.64953613281,1052.85046386719,1056.27856445313,1066.29516601563,1078.06274414063,1082.32141113281,1084.85852050781,1094.11218261719,1105.15063476563,1108.36352539063,1109.80480957031,1118.32983398438,1128.77575683594,1131.44189453125,1132.53564453125,1140.91784667969,1151.3681640625,1153.99755859375,1154.90710449219,1163.36608886719,1173.81884765625,1176.16088867188,1176.81860351563,1185.05810546875,1195.44189453125,1197.68005371094,1198.13159179688,1206.43029785156,1216.84265136719,1218.95263671875,1219.24035644531,1227.52453613281,1238.02380371094,1240.07177734375,1240.34582519531,1248.62438964844,1259.15539550781
Fort Lauderdale - FL,2358.03369140625,2367.59057617188,2383.20678710938,2422.33520507813,2454.43701171875,2461.02758789063,2469.76000976563,2504.77514648438,2535.36645507813,2540.62841796875,2548.1689453125,2582.98193359375,2613.59033203125,2617.92919921875,2624.67797851563,2659.478515625,2690.15869140625,2694.07592773438,2700.74731445313,2736.5419921875,2768.13549804688,2772.24584960938,2779.20190429688,2816.12280273438,2848.759765625,2852.79223632813,2859.7451171875,2897.58422851563,2930.68530273438,2934.62670898438,2941.5576171875,2980.22119140625,3014.0048828125,3017.79028320313,3024.65185546875,3064.18237304688,3098.7060546875,3102.36596679688,3109.22412109375,3149.61108398438,3184.82104492188
