Market,2025 Q2 EST,2025 Q3,2025 Q4,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1
Baton Rouge - LA,1.0008449448087462,1.001629448097645,1.0023860217311629,1.0031148111762553,1.0038158164329218,1.00447514540695,1.0051104723333852,1.0056969223629042,1.006265261756512,1.0068000710169676,1.0073238247888348,1.007849033230253,1.0083735143368957,1.0088843215497585,1.0094021111764662,1.0099428118486036,1.010496386346268,1.0110837091775176,1.0116836876338615,1.0122792293480745,1.0128957183038234,1.0135328635671974,1.0141986658207278,1.0148894156570594,1.0155808200946888,1.0162736792018694,1.0169657382407968,1.0176617976209898,1.018360766340285,1.0190598805265352,1.0197602311819038,1.020460145436407,1.0211626780961023,1.0218673200266466,1.0225734893602196,1.0232803132950905,1.0239891010338555,1.0246980342395755,1.025405440042267,1.0261129913119134
Beaumont - TX,0.999472763085883,0.9985058189723859,0.9976484394931023,0.9968820207713808,0.996024488801305,0.9951905166586279,0.9943814767604795,0.9935494869981013,0.9927123887941837,0.9918870323812672,0.991051611576064,0.9902083374950612,0.9893614798804411,0.9885382583386159,0.9877129019256995,0.9868994397945766,0.9860879600437527,0.9852959228689374,0.9845067067737783,0.9837078075133129,0.9829173714918159,0.9821368473718136,0.9814160996423633,0.9807253925989814,0.9800380403530283,0.9793614387079272,0.9786971125716002,0.9780505516125673,0.977415961180724,0.9767950186747849,0.9761838355795481,0.9755863766556115,0.9750026419029753,0.9744283615794569,0.9738649843475826,0.9733138063790863,0.9727729215390651,0.9722359252142457,0.9717072396376026,0.9711874747723046
Birmingham - AL,1.001393670683374,1.0026372152608192,1.0038557388206093,1.0050509094305884,1.006180191360743,1.0072711077304937,1.0083261606416056,1.009346184128001,1.0103436886985067,1.0113195083870452,1.0122794814310687,1.0132244418644996,1.0141618959926337,1.0150826694423316,1.0159934344849675,1.0169016974258378,1.0177999519596461,1.018695704391689,1.0195839505184354,1.0204538478989018,1.0213220772115243,1.0221878044223816,1.0230535316332385,1.0239159227084085,1.0247658032747509,1.025602339298344,1.0264305349827187,1.027247054192188,1.0280518969267518,1.0288483993220972,1.0296323912086152,1.030407208721993,1.0311736858961527,1.0319293206293287,1.0326757809893643,1.0334122329423383,1.034139510522172,1.0348592817967093,1.0355640404606536,1.036259624751458
Boise - ID,1.0045311046742795,1.0087474833788541,1.0127147101092684,1.016441036381665,1.0198782674999871,1.0232843911326726,1.0266545147878487,1.0299622774272181,1.03324097720442,1.036513689155748,1.0397725998986598,1.043020995435159,1.0462654477692537,1.049528885892704,1.0527925430829548,1.056074674906694,1.0593626485117733,1.0625789872731681,1.0658039426620398,1.069014877775695,1.0722461861017742,1.0754713605574462,1.0787079264867314,1.0819549346001625,1.0851828108797044,1.0883754174044045,1.0915508636964177,1.09471418829215,1.097860206610662,1.1009715393524664,1.1040686327522538,1.1071456450286843,1.1102087830744316,1.1132324890961325,1.1162381586179455,1.1192306111094763,1.122204150833918,1.1251399380464484,1.128059149204426,1.1309639019535866
Boston - MA,1.0015188070766599,1.0028563985429864,1.0040880639785217,1.0052440393580282,1.0062354189014089,1.007164524351073,1.0080313557070202,1.008758420769031,1.0094342248407155,1.0100733853138464,1.0106943241068223,1.0113210698088586,1.0119590288525286,1.0126210164854144,1.0133218503375316,1.014108986872581,1.0149489863039043,1.0158434505374494,1.016790977905512,1.0177527221888603,1.0187883543840461,1.019905483544321,1.0210983027606246,1.0223874365720333,1.0236731663333034,1.0249592965710603,1.0262452265705737,1.027531557046574,1.0288184882373048,1.030105619666279,1.031391749904036,1.0326768789505754,1.0339630091883323,1.0352471370436545,1.0365316653754637,1.0378141913248382,1.0390963167977258,1.0403754386969617,1.0416519574990324,1.042925472727451
Brownsville-Harlingen - TX,0.999734490861303,0.9994321095258184,0.9992683471249766,0.9992242910807035,0.9992263436085566,0.9992779500231459,0.9993798433701334,0.9994832761130107,0.9996078205709473,0.9997680643526126,0.9999430423520796,1.0001355401428633,1.0003471704254194,1.0006049825846677,1.0008841263726738,1.0011977966113499,1.0015327251742174,1.00190591872063,1.0023013968551608,1.0027050851011035,1.0031355295137012,1.0035913373061964,1.0040778597119204,1.0045805091222035,1.0050724560658246,1.005564109791181,1.0060482864507871,1.0065296042323124,1.00700608391247,1.0074789716688848,1.0079448221869465,1.0084040752940522,1.0088622288326652,1.009313784960322,1.009761602555104,1.0102019430841356,1.0106377387300645,1.0110623187773677,1.0114805946319798,1.0118905870706139
Buffalo - NY,1.0001643285353459,1.0005373282266865,1.0008998943602272,1.0010624839692732,1.0010824816217228,1.0010572671903732,1.0009703208753755,1.0008172953609793,1.000628621857434,1.0004095171436396,1.0001712842405457,0.999920009390202,0.9996574315189086,0.9993913757950154,0.9991166254396223,0.998852308642029,0.9985914696970356,0.9983132414890425,0.9980376216704996,0.9977480904415569,0.9974742095493138,0.9972211957726702,0.996989918574776,0.9967803779556313,0.9965725762627865,0.9963647745699418,0.996160450729697,0.9959578658157521,0.995759628217557,0.9955631295456621,0.9953683698000669,0.9951753489807719,0.9949831976246267,0.9947901768053315,0.9945988949123363,0.9944067435561912,0.994217200589496,0.9940293965491007,0.9938398535824056,0.9936503106157103
Canton - OH,0.9995453633970384,0.9990661709257892,0.9985344932280721,0.9979680607391364,0.9974232813481156,0.9968490819871016,0.996247816253694,0.9956194841478926,0.9950056658939544,0.9943772553348996,0.9937333110316885,0.9930760296754138,0.992438910805241,0.9917849244856055,0.9911176795661598,0.9904420401486093,0.9897904074265732,0.9893633079155253,0.9889245188697334,0.9884665872301326,0.9880367418552186,0.9875996787809996,0.9871641063185936,0.9867275924171479,0.9863180664348425,0.9859134045542427,0.9855028586796443,0.9850854089187542,0.984701301790523,0.9843156255972254,0.9839232808773961,0.9835234046452485,0.9831555373404536,0.982785787157579,0.9824114866860122,0.9820283209968208,0.9816753598101556,0.9813202019323978,0.9809579048085881,0.9805870562801673
Charleston - SC,1.0025653668403856,1.0051253209054087,1.0077505891264704,1.0104172831216385,1.013254732136903,1.016065550297385,1.0188537791420218,1.021608448779412,1.0243574891304255,1.0271041478602794,1.029859394860375,1.032625900433224,1.0354017881500346,1.0381893674616278,1.0409869784502257,1.0438107872715772,1.0466508344190157,1.0495072642332175,1.0523788498184339,1.0552480537824906,1.0581386923369824,1.0610521367183339,1.0639854279426806,1.0669408754608436,1.0698900441595864,1.0728384911549478,1.0757846286994877,1.0787301888813223,1.0816754603818042,1.0846187832831558,1.0875603740963913,1.090499438947791,1.0934375655847948,1.0963739601336826,1.099308911275807,1.1022414086264338,1.1051716686965778,1.1080974542057553,1.1110199920497155,1.113937766651357
Charlotte - NC,1.0034376691155147,1.0068270632398886,1.0102465417790314,1.0136905076325209,1.0171802997457167,1.0206627456646085,1.0241266511883518,1.0275398329895198,1.0309456685963836,1.034355702028564,1.037771682379943,1.0411988569321662,1.0446431726044323,1.0481112759534923,1.0516080644422157,1.0551552268347382,1.0587349223734643,1.0622960775170422,1.0658901156256002,1.069494298478673,1.0731443075914522,1.0768345458635153,1.0805496212687018,1.0842916327196697,1.0880140543191599,1.0917231828051477,1.0954120218021055,1.0990868680480077,1.1027449229926436,1.1063903844613299,1.110019404447526,1.113630933494903,1.1172235723283552,1.1208036176858578,1.1243654724669885,1.1279098363092999,1.1314353099376868,1.1349366460705033,1.1384194418081712,1.1418805487817036
Chattanooga - TN,1.001209288878263,1.0024875425068782,1.0037374617806976,1.0049690973765169,1.0063036989484426,1.007619802998181,1.0089195479676034,1.0101945939334114,1.0114637591840732,1.0127246914335302,1.0139864790597357,1.0152500843615317,1.0165156142610123,1.01777686727675,1.019040258734359,1.0203119901152662,1.0215892814450394,1.022877799594637,1.0241694184849481,1.0254545151275516,1.0267479516934535,1.0280513320140572,1.0293681845184506,1.030697974596166,1.0320227393354835,1.0333540263225087,1.0346842440885982,1.0360166002965592,1.0373490634266136,1.0386819542450423,1.040012385855319,1.0413415344004728,1.042668116815381,1.0439937369314471,1.0453172186056419,1.0466389895263395,1.0479587289272592,1.0492721599246584,1.0505821694150634,1.051888864320568
Chicago - IL,0.9995284898414033,0.9989616371648108,0.9983731253861345,0.9977481965877784,0.9970454436628174,0.9962417211002017,0.9954155962310189,0.9945304396914513,0.9936329671918751,0.9926979097798596,0.9917640202606036,0.9908406417761823,0.9899296854238384,0.9890120402311451,0.9881169035170878,0.9872671022765096,0.9864474539035382,0.9856188870767676,0.9848193052248443,0.9840260936970633,0.983271528802412,0.9825848078598758,0.9819477754456493,0.9813666957118057,0.9807932603669328,0.9802327780144825,0.9796836560734192,0.9791112824492367,0.9785505877526484,0.9780007226071019,0.9774621117008734,0.9769334809691343,0.9764142995515398,0.9759038242436063,0.9754035414543004,0.9749132388394841,0.9744306867857075,0.9739563099812468,0.9734902145981711,0.9730310203995828
Cincinnati - OH,1.0009593169592905,1.0018500484714459,1.0026858236958323,1.0034859872457447,1.0042597717775281,1.0050089358923913,1.005731281338823,1.0063999894483928,1.0070493529446678,1.0076850872815761,1.0083133475633481,1.0089429267960264,1.0095751439305176,1.0102069214147067,1.0108483712055432,1.0115188379163214,1.0122046923876749,1.0129063742699058,1.0136234439127119,1.0143387549543093,1.0150769278116187,1.015826971227086,1.016602514360078,1.0174022382596883,1.0181922898526512,1.0189862982983335,1.0197732723391815,1.0205545309261015,1.0213300740590934,1.0221047378914812,1.0228723673190345,1.0236325226914513,1.0243852040087316,1.0251321698720837,1.0258751788827167,1.0266089552370046,1.0273348178858537,1.0280567236819833,1.028769396821768,1.0294732769555095
Cleveland - OH,0.9996584552220122,0.9992058310843098,0.9987276805216947,0.9982217601191508,0.9977045620086883,0.9971569868462514,0.9965821875394303,0.9959617317053902,0.9953253294348844,0.9946754060414439,0.9940133560803489,0.9933521549789898,0.9926905294477628,0.992032299355479,0.9913823153292002,0.990752703936581,0.9901366742997347,0.9895313160424243,0.9889366291646499,0.988338061785226,0.9877588969140493,0.9872025299900629,0.9866636253234989,0.986146548478713,0.9856207405052159,0.9850925072181879,0.9845579681159795,0.9840200335748278,0.983478703594733,0.9829320379248702,0.9823810066906518,0.9818246397666655,0.9812629371529111,0.9806958988493888,0.9801269202950418,0.979550180737396,0.9789700457408068,0.9783816646782127,0.9777884329885568,0.9771879253583082
Colorado Springs - CO,1.0024807315216235,1.0049130857849333,1.007342965304006,1.00978354210462,1.0121687963969639,1.0145859030425544,1.0170109129036118,1.0194407125922251,1.0218899110824395,1.0243783063281526,1.0268893734242963,1.0294231922013306,1.0319797626592548,1.034581676818041,1.0372052250312875,1.039856554244358,1.0425306351383186,1.0452196443281616,1.0479295690983317,1.0506505903023395,1.0533959597964226,1.0561479552186248,1.0589191099510504,1.0617053526402767,1.0644942297346587,1.067289253774404,1.0700889079807867,1.0728967847244735,1.0757110479049015,1.0785282648123222,1.081349393412247,1.084175870652942,1.087007377212571,1.0898377661457703,1.0926709491450437,1.0955090018023323,1.0983496888647766,1.1011851071169094,1.1040226807914424,1.1068616914142422
Columbia - SC,1.0013477927571877,1.0028733013377398,1.0043913659452108,1.005898156185685,1.0075651725263624,1.009225828967708,1.0108749942273072,1.0124994426054137,1.014121795107604,1.015741039931712,1.017366500111985,1.0190030901160876,1.0206476299943548,1.0222939043906216,1.023951019524385,1.0256333574407244,1.0273297160442265,1.0290608372793015,1.0308046783130396,1.0325484470751942,1.0343117291648434,1.0361137488231476,1.0379297891686143,1.0397604283739104,1.0415834790629583,1.0434071079246732,1.0452269063924722,1.047044103083272,1.0488601434287388,1.0506757501447057,1.0524887550836735,1.0542980741718924,1.0561060923716115,1.0579144719292473,1.0597212615120501,1.0615248711451872,1.063326023544492,1.0651191537980487,1.0669088150156067,1.0686933449507494
Columbus - OH,1.0025822546240504,1.0050638960917628,1.0075154434457492,1.0099342016907502,1.0123255608172843,1.014684130834833,1.0170036234211257,1.0192404694861408,1.0214463231056765,1.0236449900711884,1.0258382670461819,1.0280378323434467,1.0302427876312295,1.0324773878668618,1.0347384888892084,1.0370503456556002,1.0393909490380888,1.0417611973684269,1.0441660314712562,1.0465807472233688,1.0490354387384906,1.0515521151445708,1.0541083181477837,1.056714378563289,1.059299777348475,1.061884277801908,1.0644597949378107,1.0670245320926772,1.0695757942712485,1.0721234631228078,1.0746608011592074,1.0771869100486942,1.0796995439618855,1.082206787884559,1.0847077434849612,1.0871970207725743,1.0896737214156451,1.0921441337364448,1.0946069102373437,1.097057559259577
Corpus Christi - TX,1.0004838590343044,1.0006240819499816,1.000922176766281,1.0012145962227157,1.0014005680758378,1.0016043965490213,1.0018227594803946,1.0019892828442245,1.002142102290333,1.0022995589207209,1.0024462185250251,1.002595438962439,1.0027427214720943,1.0029143665021436,1.0030858038970758,1.0032700454575563,1.0034560865223838,1.0036682896119529,1.0038849222506845,1.004096364011491,1.0043150037896869,1.004542710301325,1.004811320931011,1.0050857453439728,1.0053452892402168,1.0055949358625504,1.0058367615621442,1.006075265099866,1.0063069858904325,1.0065328236860176,1.006749456324749,1.0069603443919104,1.0071658339460299,1.007362741248647,1.0075516892051126,1.0077348925900078,1.0079084755478158,1.0080729917721816,1.00822788756946,1.0083730937279451
Dallas-Fort Worth - TX,1.0031673361882858,1.006361082778685,1.009628204875408,1.012977306772356,1.016384607157219,1.0198336144666862,1.0233476319967398,1.0268477870532862,1.0303726794547985,1.0339039055726547,1.037437402268068,1.0409859564778083,1.0445414419243024,1.0481305080178276,1.0517538717828754,1.0554410507276901,1.059155596107274,1.0629265474135432,1.0667401616770724,1.0705673994059453,1.074433834473701,1.0783736450477808,1.0823840825342992,1.0864578571842567,1.0905154987831498,1.0945947706208774,1.0986820492320966,1.1027848633739707,1.1068837338811401,1.1110069832210294,1.115141704952787,1.1192889746131502,1.12343540774494,1.127602754091073,1.1317821703494837,1.135972580983435,1.140157852941862,1.144363799106468,1.1485810981588604,1.1528058064643343
Dayton - OH,0.9999809728694601,0.9999428418860796,0.999849470846293,0.9997240298848705,0.9996234469488309,0.9994968551528999,0.9993478604452042,0.9991569753614004,0.9989523569857957,0.9987360768205051,0.9985138123157705,0.9982932357016484,0.9980757279795489,0.9978623632616799,0.9976588957205835,0.9974772173128474,0.9973098859753169,0.9971554439842811,0.9970136611728385,0.9968699603038816,0.9967457468992682,0.9966450105186274,0.9965627642124225,0.9965017699834741,0.9964341009143763,0.9963646672323657,0.9962913974353269,0.9962149053016645,0.9961365718327884,0.996054248804283,0.9959681663830499,0.9958777875129853,0.9957838794170947,0.9956859050392741,0.995585398825535,0.9954791384392536,0.9953691186602445,0.9952530378194908,0.995131356250796,0.9950037670649577
Daytona Beach - FL,1.0021542192616126,1.0046934358849946,1.007272343841821,1.009890171594293,1.0127435755547678,1.0156024660062588,1.0184297234079853,1.0212060593149688,1.0239546198611833,1.0267084097191475,1.0294479689910385,1.0321742406675003,1.0348929684188146,1.0376379284553,1.0403840886616949,1.0431362497176386,1.0458904682077135,1.0486603746330374,1.0514300238790948,1.0541883572374318,1.0569573206721123,1.059732456409186,1.0625093924011242,1.0652868427515954,1.0680390038075391,1.070766904286021,1.0734735446118158,1.0761596105963,1.0788213302769005,1.0814621327105023,1.084077217217466,1.0866736990908283,1.0892472920094831,1.0917991104169176,1.0943287256810215,1.0968375951509706,1.099324775836122,1.1017872673117008,1.104228241455326,1.106645212200756
Denver - CO,1.0021993633783268,1.0044016701425875,1.0065922033631127,1.0087706359970212,1.0109389303016023,1.013124884921786,1.0153016823412868,1.017447410687042,1.0195921579041523,1.0217620874231408,1.0239388848426416,1.026133669620627,1.0283451335855707,1.0305978049535878,1.03287500453772,1.0351901410961104,1.0375317681279053,1.0398933447754737,1.042278795553394,1.0446734035319978,1.0471023510131625,1.0495479776812855,1.0520184596084055,1.0545173942662187,1.057010769195046,1.0595005466521765,1.0619880348091362,1.0644758500089773,1.0669610488657661,1.0694429772937397,1.0719203271213718,1.0743960417345961,1.0768684859190052,1.0793320999456129,1.0817908083289973,1.084246573326448,1.086697105637794,1.0891345562338788,1.091566120058096,1.0939914700675637
Des Moines - IA,1.0026911642566996,1.0054538468844392,1.0081898199485473,1.0109098902790454,1.013639625254279,1.0163476587090619,1.0190399651510482,1.0216960731054814,1.0243455036690066,1.0269888718644709,1.0296362816386422,1.0322930046159222,1.034959480098344,1.0376397496646148,1.040340490705643,1.0430724221910435,1.0458279002654352,1.0486071885100376,1.0514089690187514,1.0542147911061721,1.0570522429399989,1.0599202701953514,1.0628199271971097,1.0657505110620207,1.0686822371122182,1.07161861976397,1.0745573746467023,1.0774999953873285,1.080446481985849,1.0833963072798234,1.0863475383403045,1.089300350888106,1.0922567657125817,1.0952139712807174,1.0981724947549534,1.1011325118561028,1.104093231840506,1.1070530732208421,1.110011069532638,1.1129685386819936
Detroit - MI,1.0004338405731004,1.000836283281164,1.0012032028572515,1.0015446832872144,1.0018527032186708,1.0021215331142053,1.0023500270663348,1.002506328847029,1.0026314619441834,1.0027332185286824,1.0028246619458334,1.0029124384590387,1.0029972356127879,1.0030779074995977,1.0031606420198773,1.003263773693356,1.0033744683562231,1.0034943302789552,1.003619005013116,1.0037331373984324,1.003865375121982,1.0040191559062135,1.004191042028678,1.004384929574818,1.0045620868717047,1.0047270975492706,1.004879732426019,1.0050209082279367,1.0051524584069962,1.0052746121446943,1.0053880569855207,1.0054925637479792,1.0055883616135661,1.0056765964897645,1.0057572683765745,1.0058290021850165,1.00589179791509,1.0059447388408091,1.0059880541436703,1.0060203687346936
Durham - NC,1.0023413542586497,1.0044666653287309,1.0066036164405554,1.0087494982740628,1.0108732038211448,1.0129748334269888,1.0150421449787268,1.0170289796901342,1.0189906277594927,1.0209440475234808,1.022892951754034,1.0248513887773942,1.0268214658424981,1.028817231275588,1.0308399895641005,1.0329172352893956,1.035029300794734,1.0371285221160793,1.0392617604559686,1.0414016215782291,1.0435892470097134,1.0458262422734206,1.048103676647668,1.0504287749859518,1.0527406277594926,1.0550418439431646,1.057330818013968,1.0596120655053383,1.061882977442402,1.064143654170346,1.0663926908565464,1.0686312916432528,1.0708587541141528,1.0730778879344947,1.0752858834390302,1.0774842458055711,1.0796713695111182,1.0818470538652967,1.0840113992132938,1.0861633017580477
East Bay - CA,1.0020009761897668,1.0036596474649573,1.0050331237646872,1.0068358114080829,1.0083355680700814,1.0095157219051025,1.0106217392353085,1.0116096347659769,1.0124329401615537,1.0132182905044262,1.0139958370046867,1.0147847345487464,1.0155899492182678,1.0164171565351507,1.0172837377852126,1.0182248102602085,1.0192127057908769,1.020248488537574,1.0213300301795878,1.0224268247867068,1.023588178455435,1.0248144459058914,1.0261077554587879,1.0274854883999427,1.028858609979554,1.0301959048271732,1.0315331996747925,1.0328683662016995,1.03420814409015,1.035553952220619,1.0369004697913253,1.0382480515223877,1.0395970521339253,1.0409570490691435,1.042317755444599,1.0436784618200547,1.045039877635748,1.0464044859325095,1.0477673206286775,1.0491283817242518
El Paso - TX,1.001275686429828,1.0025413827576508,1.0038222413679496,1.0048784289608097,1.0059584227541931,1.0070588927140982,1.0081810433209082,1.0092749949163842,1.0103617196295585,1.0114582218893762,1.0125434587150177,1.0136199099190377,1.014691543201523,1.0157859199077226,1.0168785253192405,1.0179843091631908,1.0190903764142902,1.0202159987586767,1.0213447385817032,1.0224612210455315,1.023587126797067,1.0247205428380535,1.0259112071231553,1.027126315274866,1.0283376682818512,1.0295515719531783,1.030769018213869,1.0319970922426505,1.0332300550447535,1.0344679066201785,1.035708804822456,1.0369561505373754,1.0382095895060002,1.0394658625461157,1.040726244989893,1.041991728762354,1.0432600466063056,1.0445247510091067,1.0457910141512274,1.0470589068844556
